Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Link Clicks,Negative feedback from users: Hide all,Matched Audience Targeting Consumption (Video Click)
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Can you be my big guy?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Can you be my big guy?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",12,2/7/2026 2:33,uploaded,https://www.facebook.com/reel/3235295393317978/,0,0,Videos,,,,,Lifetime,1775,479,93,81,6,6,134,134,,0,11572.638,10.675,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"I-heart niyo ’to kung gusto niyo akong humarap 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","I-heart niyo ’to kung gusto niyo akong humarap 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",20,2/6/2026 19:01,N/A,https://www.facebook.com/reel/1469733324493375/,1,0,Videos,,,,,Lifetime,1414,439,78,69,7,2,67,67,,0,11364.961,11.704,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Twinning with Juankada Host Sabbie! 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Twinning with Juankada Host Sabbie! 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/6/2026 2:39,N/A,https://www.facebook.com/reel/763771716307540/,0,0,Videos,,,,,Lifetime,676,446,34,30,4,0,26,26,,0,4551.638,9.365,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Take me on a date? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Take me on a date? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",13,2/5/2026 19:00,N/A,https://www.facebook.com/reel/3980741358884919/,1,0,Videos,,,,,Lifetime,950,439,53,48,4,1,34,34,,0,6256.594,8.75,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Soft girl vibes lang 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Soft girl vibes lang 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/5/2026 2:01,N/A,https://www.facebook.com/reel/2665778017128713/,1,0,Videos,,,,,Lifetime,643,265,45,40,4,1,14,14,,0,4502.082,8.793,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Let’s take it slowly 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Let’s take it slowly 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/4/2026 19:00,N/A,https://www.facebook.com/reel/1691724915125863/,1,0,Videos,,,,,Lifetime,1013,576,61,51,8,2,41,41,,0,5578.773,6.887,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Bagay ba tayo? 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Bagay ba tayo? 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/4/2026 2:31,N/A,https://www.facebook.com/reel/852529014448826/,0,0,Videos,,,,,Lifetime,1870,1159,94,85,6,3,39,39,,0,12558.172,8.181,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Baby come over 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Baby come over 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/3/2026 21:20,N/A,https://www.facebook.com/reel/1802309527122874/,0,0,Videos,,,,,Lifetime,641,291,61,49,10,2,26,26,,0,3577.272,7.069,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Comment 🤍 kung napanood moto

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Comment 🤍 kung napanood moto

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",13,2/3/2026 3:16,N/A,https://www.facebook.com/reel/1548386326395651/,0,0,Videos,,,,,Lifetime,1616,398,114,97,11,6,80,80,,0,9763.755,8.748,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"I wanna… LOVE YOU! 😋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","I wanna… LOVE YOU! 😋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",18,2/2/2026 3:42,N/A,https://www.facebook.com/reel/894506406528525/,0,0,Videos,,,,,Lifetime,1054,381,89,79,6,4,36,36,,0,6155.912,7.525,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"I got you, babe 💋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","I got you, babe 💋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/1/2026 3:07,N/A,https://www.facebook.com/reel/2137974016608757/,0,0,Videos,,,,,Lifetime,992,448,79,73,4,2,27,27,,0,6235.208,7.922,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,❤️,,0,1/31/2026 22:43,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02o1HH9f936YJc127ej8RZFmjgo9erqYhVLgWmPSKSB2TWGb4Wssw2QjfTywN7tYjPl,0,1,Photos,,,,,Lifetime,324,149,7,7,0,0,8,3,5,0,,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,JUANKada Host Ikay updated their cover photo.,,0,1/31/2026 22:41,N/A,https://www.facebook.com/photo.php?fbid=122187456146383179&set=a.122140909430383179&type=3,0,0,Photos,,,,,Lifetime,1,1,14,12,2,0,0,,,0,,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,Lets continue the goodvibes kikays.❤️,,0,1/31/2026 22:38,N/A,https://www.facebook.com/photo.php?fbid=122187455960383179&set=a.122102184470383179&type=3,0,0,Photos,,,,,Lifetime,294,149,15,14,1,0,10,9,1,0,,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,JUANKada Host Ikay's Video,,11,1/31/2026 3:06,N/A,https://www.facebook.com/reel/1440787857457409/,1,0,Videos,,,,,Lifetime,1499,776,75,69,2,4,19,19,,0,6305.568,5.371,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Dancing like Shakira, stealing hearts like always 🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Dancing like Shakira, stealing hearts like always 🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/30/2026 19:02,N/A,https://www.facebook.com/reel/1549524326351489/,0,0,Videos,,,,,Lifetime,1014,446,78,69,6,3,46,46,,0,5741.708,7.114,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays,#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays,15,1/30/2026 4:06,N/A,https://www.facebook.com/reel/1435167158215272/,0,0,Videos,,,,,Lifetime,967,440,79,68,9,2,40,40,,0,5425.202,7.195,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Rest day mood: music on, worries off 🎶

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Rest day mood: music on, worries off 🎶

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/29/2026 20:54,N/A,https://www.facebook.com/reel/3730376783760419/,0,0,Videos,,,,,Lifetime,1156,335,74,60,12,2,73,73,,0,7857.912,9.513,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Nilalamig din ba kayo, Kikays? Painitin muna natin 🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Nilalamig din ba kayo, Kikays? Painitin muna natin 🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/29/2026 2:57,uploaded,https://www.facebook.com/reel/1432024291882506/,0,0,Videos,,,,,Lifetime,2172,1234,91,82,7,2,60,60,,0,14578.844,8.714,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Wait ’til the end, Kikays 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Wait ’til the end, Kikays 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/28/2026 19:27,N/A,https://www.facebook.com/reel/953319173788030/,0,0,Videos,,,,,Lifetime,1458,646,85,71,12,2,74,74,,0,9572.239,8.937,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Ayt Pataka! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ayt Pataka! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/28/2026 2:58,N/A,https://www.facebook.com/reel/870997119328656/,0,0,Videos,,,,,Lifetime,1274,535,103,89,11,3,63,63,,0,7326.102,7.498,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Tinitigan sino? 🤭

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Tinitigan sino? 🤭

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/27/2026 19:31,N/A,https://www.facebook.com/reel/4382663695302653/,1,0,Videos,,,,,Lifetime,1246,620,90,71,15,4,41,41,,0,7146.075,7.232,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Magtiwala ka lang 😘

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Magtiwala ka lang 😘

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/27/2026 3:08,mixed,https://www.facebook.com/reel/1174448624769640/,0,0,Videos,,,,,Lifetime,1403,391,87,68,13,6,93,93,,0,8253.045,8.059,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Dedma mag mukang t*nga basta kasama ko kayo juankada 🥰🫣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Dedma mag mukang t*nga basta kasama ko kayo juankada 🥰🫣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/26/2026 19:30,N/A,https://www.facebook.com/reel/5158914754334091/,1,0,Videos,,,,,Lifetime,4148,1202,180,151,22,7,323,323,,0,26980.077,9.117,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Ngayon alam niyo na 😋🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ngayon alam niyo na 😋🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,1/25/2026 21:18,N/A,https://www.facebook.com/reel/877231568540633/,0,0,Videos,,,,,Lifetime,1510,664,95,78,15,2,58,58,,0,9827.569,8.735,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,🤍,🤍,15,1/25/2026 6:15,N/A,https://www.facebook.com/reel/1180648704058401/,0,0,Videos,,,,,Lifetime,1556,643,117,102,12,3,50,50,,0,9060.968,7.646,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Siya'y magandang babae na lalake pumorma 😎

Comment “present!” sa mga Kikays kong magaganda pero astig din kung pumorma! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Siya'y magandang babae na lalake pumorma 😎

Comment “present!” sa mga Kikays kong magaganda pero astig din kung pumorma! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",22,1/24/2026 19:36,N/A,https://www.facebook.com/reel/899800145871995/,0,0,Videos,,,,,Lifetime,2190,817,113,92,13,8,82,82,,0,23335.939,14.229,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Baby, I like your style 🎶

Nagustuhan niyo rin ba ang style ko today, Kikays? Heart this if yes! 🥰🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Baby, I like your style 🎶

Nagustuhan niyo rin ba ang style ko today, Kikays? Heart this if yes! 🥰🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",12,1/24/2026 2:59,N/A,https://www.facebook.com/reel/887589417500124/,0,0,Videos,,,,,Lifetime,2501,979,136,113,18,5,98,98,,0,14974.084,8.314,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Hindi ko maipaliwanag 🎶

Kung bakit palagi ko kayong hinahanap, Kikays! Kaya dapat lagi tayong magkasama sa LIVE para walang miss-miss 😘✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Hindi ko maipaliwanag 🎶

Kung bakit palagi ko kayong hinahanap, Kikays! Kaya dapat lagi tayong magkasama sa LIVE para walang miss-miss 😘✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",23,1/23/2026 2:55,mixed,https://www.facebook.com/reel/1632292444427492/,0,0,Videos,,,,,Lifetime,1574,647,122,101,18,3,74,74,,0,11616.899,9.286,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Week’s OOTD Recap!

Which outfit deserves a round two, Kikays? 😍",,0,1/22/2026 20:50,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02YJTeGG45JDBFT9uYvNywFL5a2pznN3Tztwuz2YsJT3LkgV1DsQpZGnwfd3JcN7Z9l,0,0,Photos,,,,,Lifetime,1249,511,44,31,7,6,114,53,61,0,,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,🥰❤️,,0,1/22/2026 19:37,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid031rXnqu6C8XL8ZLi79m3ooMEQ8eN65et8gMmDsa6sReAMQ2jnhxKwtBbPAejDNrMNl,0,1,Text,,,,,Lifetime,216,177,10,8,2,0,3,3,,0,,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Kapag naririnig niyo 'to nasa kabilang banda kami ng hinahanap niyo 🎶😜

Drop a “🧡” kung napahataw ka rin nung nakita mo ’to!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Kapag naririnig niyo 'to nasa kabilang banda kami ng hinahanap niyo 🎶😜

Drop a “🧡” kung napahataw ka rin nung nakita mo ’to!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/22/2026 3:02,N/A,https://www.facebook.com/reel/2272510593232016/,0,0,Videos,,,,,Lifetime,1693,730,81,71,7,3,40,40,,0,9929.707,7.661,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"On Thursdays, we wear white! Fresh look, fresh vibes 🤍✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabie",,0,1/21/2026 21:30,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid07zZLHoghdueGep2VXDw4QgFjqN27WMzXh9nkLk5en5n55od2hpHaXRqS9cTnyWqwl,0,0,Photos,,,,,Lifetime,1019,433,49,37,11,1,77,28,49,0,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Hataw kung hataw! Sabayan niyo ‘ko, Kikays! 

Kung ready kayo sa saya, alam niyo na… watch and support niyo ako sa Color Game! 💯🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Hataw kung hataw! Sabayan niyo ‘ko, Kikays! 

Kung ready kayo sa saya, alam niyo na… watch and support niyo ako sa Color Game! 💯🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/21/2026 2:50,N/A,https://www.facebook.com/reel/746824325163140/,0,0,Videos,,,,,Lifetime,4073,1847,185,156,22,7,503,503,,0,29699.765,11.729,0,0,0,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"It’s giving Wednesday vibes 🌤️

Kamusta, Kikays? Surviving the week so far? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/20/2026 20:42,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02SZhNrjNnZBR4fKnn6hhkJKyZvPeSePhLAdoiLW3FkKR3TDREqBwrGUm6Q8jjcgBhl,0,0,Photos,,,,,Lifetime,2399,940,79,66,10,3,149,63,86,0,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Ikaw na lang ang katabi 🎶💕

Heart this if gusto niyo rin akong katabi, Kikays 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ikaw na lang ang katabi 🎶💕

Heart this if gusto niyo rin akong katabi, Kikays 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/20/2026 2:50,uploaded,https://www.facebook.com/reel/920087397343191/,1,0,Videos,,,,,Lifetime,3485,778,159,125,27,7,142,142,,0,25984.813,11.925,0,0,0,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Blue never looked this sexy! 💙

Nanonood ka ba ng Color Game palagi? If yes, drop a 💙 and stay tuned lagi! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/19/2026 20:12,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02Y5uBoicthKwSDx7zzvH4xJo2QFVTfKwCXRiWRL9pzxdWNqb48aaB5P8t6PcKo3uKl,0,0,Photos,,,,,Lifetime,3416,1271,93,65,19,9,375,151,224,0,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Maki-dance muna with me, Kikays! 

Start your week right with confidence, consistency, and the mindset to win! 💪

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Maki-dance muna with me, Kikays! 

Start your week right with confidence, consistency, and the mindset to win! 💪

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",14,1/19/2026 2:20,N/A,https://www.facebook.com/reel/4178504942401185/,0,0,Videos,,,,,Lifetime,2806,1069,139,118,19,2,93,93,,0,17879.49,9.085,0,0,0,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Gawin nating fun at makulay ang gabi niyo! 🥰🌸
Seeyou later again 10pm-5am

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/18/2026 19:51,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid042EZPcb7YdmgfjsYUVSQ8UUopp4i7vuW5M7c9PpSmULVnmJTDcwMDKWtKfXVaiqQl,0,0,Photos,,,,,Lifetime,2920,1164,99,79,16,4,215,54,161,0,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Impossibleng hindi niyo alam ‘tong sikat na dance craze na ‘to 10 years ago 😱🥰

Pusuan niyo nga ‘to kung alam niyo rin ‘to 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Impossibleng hindi niyo alam ‘tong sikat na dance craze na ‘to 10 years ago 😱🥰

Pusuan niyo nga ‘to kung alam niyo rin ‘to 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/18/2026 2:55,N/A,https://www.facebook.com/reel/846009598263652/,0,0,Videos,,,,,Lifetime,2570,872,134,107,21,6,146,146,,0,15627.396,8.113,0,0,0,,,
