Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Negative feedback from users: Hide all,Negative feedback from users: Hide,Ad CPM (USD),Ad impressions
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Your PARENTS may not be PERFECT but they are THE MOST PRECIOUS GIFT that GOD has GIVEN YOU.,"Your PARENTS may not be PERFECT but they are THE MOST PRECIOUS GIFT that GOD has GIVEN YOU.

Always LOVE YOUR PARENTS, Choozers!

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",123,2/17/2026 7:25,N/A,https://www.facebook.com/reel/1267708881838446/,0,0,Videos,,,,,Lifetime,108,99,14,13,1,0,4,4,,,0,559.505,5.768,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Kung Hei Fat Choi 🍾🎉,,0,2/16/2026 22:29,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0Rds8SGhsQt4d1YqfQMizhcWQAdFU7z4iUoFRWBoDJNuTbUtHRUnjiTs2Knbynysgl,0,1,Photos,,,,,Lifetime,82,39,10,8,2,0,0,,,,0,,,,,,,
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Post Valentine Date with my Mom 🥰,"Post Valentine Date with my Mom 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",25,2/16/2026 22:26,N/A,https://www.facebook.com/reel/2110907182976877/,0,0,Videos,,,,,Lifetime,217,186,13,10,3,0,3,3,,,0,1079.827,5.836,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"LIFE is like a cup of COFFEE, it’s all about how you MAKE it.

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",,0,2/16/2026 4:16,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0ixAL9EtSYK6nfM2NeDkAqdhKSzGthskrSgH86WZMp7iouT2HCwHoUY6vb1rHpoHGl,0,0,Photos,,,,,Lifetime,425,200,17,15,2,0,4,2,2,,0,,,,,,,
1.22117E+17,6.15843E+13,Juankada Alexchoozy,SEXBOMB sa MUNTINLUPA?! 😱,"SEXBOMB sa MUNTINLUPA?! 😱

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",275,2/15/2026 23:44,N/A,https://www.facebook.com/reel/1709337093780118/,0,0,Videos,,,,,Lifetime,115,86,11,10,1,0,3,3,,,0,1086.713,11.319,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Aling perpekta 🤣,"Aling perpekta 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",8,2/15/2026 4:30,N/A,https://www.facebook.com/reel/1277438970926865/,0,0,Videos,,,,,Lifetime,286,194,16,14,2,0,2,2,,,0,834.828,4.013,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"Congratulations Choozers!! Kung gusto mong maging winner, follow Juan365 Studios, Juan365 at follow nyo. Salamat choozers! 💙🧡",,0,2/15/2026 1:02,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0JrAQrtXSUjZQ325Vgu64Xwor9vfJau8qM5KmjePv5fwH17XHX31AYypVmACTqhpAl,0,1,Photos,,,,,Lifetime,684,306,42,34,6,2,20,18,2,,0,,,,,,,
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Araw ng mga NGUSO 🤣,"Sila: Happy kahapon

Me: Walang ka date kahapon 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",15,2/15/2026 1:00,N/A,https://www.facebook.com/reel/914118841227826/,0,0,Videos,,,,,Lifetime,191,153,12,11,1,0,1,1,,,0,635.694,3.829,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"Sapol sa sipol 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts","Sapol sa sipol 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",12,2/14/2026 18:55,N/A,https://www.facebook.com/reel/2001161167466541/,0,0,Videos,,,,,Lifetime,491,401,21,17,2,2,12,12,,,0,2543.551,6.39,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"Gusto ko lang malaman nyo, HAPPY VALENTINES! 🥰","Gusto ko lang malaman nyo, HAPPY VALENTINES! 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",15,2/14/2026 2:30,N/A,https://www.facebook.com/reel/2154640018402671/,0,0,Videos,,,,,Lifetime,466,381,22,17,2,3,6,6,,,0,2559.36,6.788,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Focus on the things that no one can take away from you,"Focus on the things that no one can take away from you

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",15,2/13/2026 23:30,N/A,https://www.facebook.com/reel/1364161132419917/,0,0,Videos,,,,,Lifetime,336,275,19,17,1,1,5,5,,,0,1627.483,5.854,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"EveryJuan: “Love is in the Air”
Me: “Love is in the Dice 🥰”

Happy Valentines Day Choozers. See you today from 6am to 2pm! Lezzgooo ❤️

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy #HappyValentinesDay",,0,2/13/2026 15:04,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02RvuE7uBeeZEe3mRUcdXQA5ykM2qA6zuCmrLZJLVGYPLsbS7JfsqCkuXaagQcGdpyl,0,0,Photos,,,,,Lifetime,466,212,26,19,5,2,13,10,3,,0,,,,,,,
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"Friday D’ 13th? MALAS? NOOOO! Simulan naten ang araw ng PUNO NG SWERTE kasama ang MORNING SHIFT!

Join us today from 6am to 2pm! Tara na Choozers! ❤️

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/12/2026 15:28,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02tsv3x1funyFbsSVzgEGEFYZPz7ZSsH9Lex3g2pDxy6qfiBSCvZn8dmx486r5BW2Ml,0,0,Photos,,,,,Lifetime,510,208,35,27,4,4,22,7,15,,0,,,,,,,
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Kinakalawang na nganiii 🤣,"Kinakalawang na nganiii 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",16,2/11/2026 22:00,N/A,https://www.facebook.com/reel/1421935046341138/,0,0,Videos,,,,,Lifetime,191,134,22,19,3,0,12,12,,,0,1006.931,7.091,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"It’s Thursday today choozers! Samahan nyo kaming Morning Shift from 6am to 2pm! Makisaya, makilaro at makipagtawanan kasama sina Juankada Ligaya, Juankada Jedi, Juankada Lance at yourstruly!

See you choozers! 💛🤍

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/11/2026 14:43,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0SPf8wYMVh3Nkp9DLUEwNbhocZfmJmgzHeLaB5CKKHKSthCWumLVpuYM3NDRNJLSKl,0,0,Photos,,,,,Lifetime,238,117,20,17,1,2,9,2,7,,0,,,,,,,
1.22117E+17,6.15843E+13,Juankada Alexchoozy,Self care and self love! Road to Barbie! Charessss! 🤍,"Self care and self love! 🤍

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",219,2/11/2026 2:00,N/A,https://www.facebook.com/reel/2419862691805280/,0,0,Videos,,,,,Lifetime,138,114,13,12,1,0,7,7,,,0,437.489,3.585,0,,,0,0
1.22117E+17,6.15843E+13,Juankada Alexchoozy,"Choozers, Thank you for this Wednesday with positive vibes, energy and prosperity! Join us tomorrow again from 6am to 2pm. 🤍💙

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/11/2026 0:29,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02mZR4zF1wDp4BVduYvVAEvxTAtnRcDxxM7hEDAaTWMwVkVwXFaqmRuVd6X4MzPoS3l,0,0,Photos,,,,,Lifetime,244,119,17,17,0,0,10,2,8,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Ayy 𝗕𝗶𝘁𝗶𝗻 🤭 with Juankada Ligaya

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #Juankadaligaya","Ayy 𝗕𝗶𝘁𝗶𝗻 🤭 with @[61584067509799:2048:Juankada Ligaya]

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #Juankadaligaya",12,2/10/2026 18:00,N/A,https://www.facebook.com/reel/968419002380100/,0,0,Videos,,,,,Lifetime,857,744,21,20,1,0,15,15,,,0,5930.905,7.593,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"𝗦𝗵𝗮𝗸𝗲 𝘀𝗵𝗮𝗸𝗲! 🥰 wiht Juankada Ligaya

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #Juankadaligaya","𝗦𝗵𝗮𝗸𝗲 𝘀𝗵𝗮𝗸𝗲! 🥰 wiht Juankada Ligaya

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #Juankadaligaya",15,2/9/2026 23:00,N/A,https://www.facebook.com/reel/1648460713244489/,0,0,Videos,,,,,Lifetime,391,250,25,20,4,1,19,19,,,0,2426.214,8.854,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Tuesday na! Colorgame Live na! See you today from 6am to 2pm choozers! With Team Morning Shift! 💚

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/9/2026 15:19,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0FNETBgjxF7ecfC3RgXLsnXcP7ayZDF85trqd1nLxBghKvVTXNLPdqeB7zSAAhVPal,0,0,Photos,,,,,Lifetime,545,248,16,14,2,0,32,16,16,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Negative yan Boi 🤣,"Negative yan Boi 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",13,2/9/2026 6:00,N/A,https://www.facebook.com/reel/929858893317921/,0,0,Videos,,,,,Lifetime,198,155,14,12,1,1,1,1,,,0,790.18,4.969,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Negative yan Boi 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy","Negative yan Boi 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",13,2/9/2026 6:00,N/A,https://www.facebook.com/reel/1527233218822105/,0,0,Videos,,,,,Lifetime,146,121,11,10,1,0,3,3,,,0,440.897,3.417,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Nag lolo-lu kaa? 🤣,"Nag lolo-lu kaa? 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",15,2/9/2026 3:30,N/A,https://www.facebook.com/reel/893371430213489/,0,0,Videos,,,,,Lifetime,175,152,15,12,2,1,2,2,,,0,862.199,5.747,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Restday is Pamper Day! Balik alindog, Balik Hosting bukas. See you choozers! 6am to 2pm

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/8/2026 23:15,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02uMKw2t7Lp7AAXGQGcSF1bVFf1kJkP5yv5fiPZCbfnVXUgVF5XSDQmu3s91HqonbSl,0,0,Photos,,,,,Lifetime,422,207,15,13,1,1,14,8,6,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Listening skills 🤣,"Let’s try kung magegets kaagad ng mga co-host ko kahit puyat sila 🤣 Tongue twister nganiii! 🤣

#JuankadaAlexchoozy #Choozers #Followme #JuankadaDrae #JuankadaCharm #JuankadaPapaJoe",63,2/8/2026 16:00,N/A,https://www.facebook.com/reel/910425781495516/,0,0,Videos,,,,,Lifetime,137,114,19,13,5,1,9,9,,,0,1681.571,13.783,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"I 𝗹𝗼𝘃𝗲 𝘃𝗶𝗲𝘄 ❤️✨

#KamustaKayo #JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #ViewGoals #NatureVibes",,0,2/8/2026 3:44,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid025ZaHTAwJo56DQPHkLvbPHZqKK9hAJAEuGKUPKiSBnAnQC9oLJ6CTXSgSfWC5yD5tl,0,0,Photos,,,,,Lifetime,281,152,7,7,0,0,4,2,2,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Ayokong nahihirapan ka. Ako nalang mag-salsa for you? 😜,"Ayokong nahihirapan ka. Ako nalang mag-salsa for you? 😜

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",14,2/7/2026 18:30,N/A,https://www.facebook.com/reel/1461488995700508/,0,0,Videos,,,,,Lifetime,197,162,14,12,1,1,4,4,,,0,932.346,5.9,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Minor + Major + 150! Gusto nyo maulit? Tara naaa! 🥰
Juankada host Drae sabit lang sa swerte kooo! 🤣",,0,2/7/2026 8:46,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0xvwL5r3GkhVVVnxF4JgbB4nyN6aV8TNdkiK1A4sjZnaH5LGbwjisQNWA1kJW3tDsl,0,1,Photos,,,,,Lifetime,101,50,11,11,0,0,2,2,,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,NOW NA! 10pm to 5am ohhh! Lezzgooo! 🥰,,0,2/7/2026 8:43,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02kytVuFxE3s5fxETrnRUzkkLnWa6mk8bA58dCduV8YNq8pxqWhCQrRmip7B87mkNMl,0,1,Photos,,,,,Lifetime,78,36,8,8,0,0,2,2,,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Sabay-sabay nating habulin ang swerte! Yiiihhaaaa! 🐎
Di ka magiging kawawang cowboy sa Team Night Shift 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/7/2026 8:03,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02pp2EXV5pMRHw6gE2MYGw89PQL5qzufE1r4w13mZLy16nshJd4oQJfexuYvvkqCLBl,0,0,Photos,,,,,Lifetime,480,251,16,14,0,2,12,3,9,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Tita’s of Manila being tiktokerist with JuanKada Star and Juankada Juankada Zia🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts","Tita’s of Manila being tiktokerist with @[61585565286734:2048:JuanKada Star] and Juankada @[100068698221421:2048:Juankada Zia]🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts",26,2/6/2026 18:34,N/A,https://www.facebook.com/reel/1313960733826020/,0,0,Videos,,,,,Lifetime,300,180,23,20,2,1,6,6,,,0,1903.702,7.465,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Ready na sa 𝗝𝗨𝗔𝗡𝗸𝗮𝗱𝗮𝗢𝗞𝗘! Okay naba ganito ang background ng song nyo? 🤣,"Ready na sa 𝗝𝗨𝗔𝗡𝗸𝗮𝗱𝗮𝗢𝗞𝗘! Okay naba ganito ang background ng song nyo? 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #GoodVibesLang #JUANkadaOKE",27,2/6/2026 2:00,N/A,https://www.facebook.com/reel/4418567308464987/,0,0,Videos,,,,,Lifetime,289,205,22,19,3,0,11,11,,,0,2856.183,13.284,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Ano ang ginagawa ng mga 𝗛𝗼𝘀𝘁 kapag break? ALAMIN,"Ano ang ginagawa ng mga 𝗛𝗼𝘀𝘁 kapag break? ALAMIN 🙄

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #BehindTheScenes",50,2/5/2026 21:25,N/A,https://www.facebook.com/reel/878726545151018/,0,0,Videos,,,,,Lifetime,142,96,15,11,4,0,9,9,,,0,1364.99,11.767,0,,,0,0
4.42578E+15,6.15843E+13,Juankada Alexchoozy,Juankada Alexchoozy's Video,,948,2/5/2026 15:02,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/videos/4425782657652670/,0,0,Live,,,,,Lifetime,195,121,28,24,3,1,9,9,,,0,3290.626,22.233,,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"TGIF today on Colorgame Live! Kita-kits tayo choozers from 6am to 2pm!

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/5/2026 14:07,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0Mo5PWq3dYFT6wtLnM58EvggiLQSsKrtJWguVXUPFCKCTzXrSoyrWog8nZNuwc4M9l,0,0,Photos,,,,,Lifetime,450,207,21,14,6,1,13,9,4,,0,,,,,,,
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Yung 2 days nalang taposs off mo na? 🤣,"Yung 2 days nalang tapos off mo na! Yehey! Excited much?🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #RelatableMoments",23,2/5/2026 3:00,N/A,https://www.facebook.com/reel/916141444402336/,0,0,Videos,,,,,Lifetime,143,117,11,11,0,0,1,1,,,0,651.13,5.518,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,Huli pero ‘di kulong? 𝗔𝗯𝗮𝗻𝗴𝗮𝗻 ang next ganap! 😜✨,"Huli pero ‘di kulong? 𝗔𝗯𝗮𝗻𝗴𝗮𝗻 ang next ganap! 😜✨

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #GoodVibesLang",23,2/4/2026 20:01,N/A,https://www.facebook.com/reel/1612544179931816/,0,0,Videos,,,,,Lifetime,192,147,12,12,0,0,3,3,,,0,881.977,5.582,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,𝗬𝗼𝘂 𝗺𝗶𝘀𝘀 𝗺𝗲?Or you just needed me? 🧐,"𝗬𝗼𝘂 𝗺𝗶𝘀𝘀 𝗺𝗲?Or you just needed me? 🧐

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy #MissMoBaKo",6,2/4/2026 16:00,N/A,https://www.facebook.com/reel/1738237413752336/,0,0,Videos,,,,,Lifetime,201,124,9,9,0,0,5,5,,,0,673.404,5.063,0,,,0,0
1.22116E+17,6.15843E+13,Juankada Alexchoozy,"Morning Shift is ready to make your day extra special and extra colorful! Join us today from 6am to 2pm with Juankada Hosts Juankada Ligaya, Juankada Lance, Juankada Zia and yourstruly Juankada Alexchoozy 🤎🤍

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/4/2026 14:43,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02APhVnFUKuL7YbhKDxUdn7MnJbL7ojTYF4n7akASk1yYWHcfvXSamMRyVMzUbuQXJl,0,0,Photos,,,,,Lifetime,443,199,13,11,1,1,17,7,10,,0,,,,,,,
4.39251E+15,6.15843E+13,Juankada Alexchoozy,"Choozers, GOOD MORNING! See you from 6am to 2pm ❤️","Choozers, GOOD MORNING! See you from 6am to 2pm ❤️",894,2/4/2026 13:30,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/videos/4392509954407896/,0,0,Live,,,,,Lifetime,179,63,12,11,1,0,8,8,,,0,1495.541,11.593,,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Join kayo here Choozer!! 💙 Good luck and enjoy.,,0,2/3/2026 21:17,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0aTJ87N8Sy4nsj4HfJXHBBGvMXNcEGW5d7G2UVAoWvKBnTntfZKeYSzHwhQqrahD8l,0,1,Text,,,,,Lifetime,86,58,10,10,0,0,23,23,,,0,,,,,,,
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Relate kaba 𝗰𝗵𝗼𝗼𝘇𝗲𝗿? 🤣,"Relate kaba 𝗰𝗵𝗼𝗼𝘇𝗲𝗿? 🤣

#KamustaKayo #JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #RelateMuch",12,2/3/2026 20:01,N/A,https://www.facebook.com/reel/4350002811949160/,0,0,Videos,,,,,Lifetime,175,131,13,12,1,0,4,4,,,0,548.246,3.916,0,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,𝗣𝗮𝗸-𝘆𝘂𝘁 𝘆𝗮𝗿𝗻? 😜,"𝗣𝗮𝗸-𝘆𝘂𝘁 𝘆𝗮𝗿𝗻? 😜

#PatolaMoments #KamustaKayo #JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #RelateMuch #CuteVibes",7,2/3/2026 17:00,N/A,https://www.facebook.com/reel/908780975020509/,0,0,Videos,,,,,Lifetime,176,125,12,12,0,0,1,1,,,0,614.564,4.801,0,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,"Wednesday Groove! Choozers, Makisaya, makitawa at makipagkwentuhan na mula 6am to 2pm! See you ☺️

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/3/2026 14:49,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0VDukgMUXxT6FzjLqvJsuSmpMshZqL3yJrJV2AzfPUFDvCGqrF9ENywmFFCLYV3bwl,0,0,Photos,,,,,Lifetime,434,218,15,13,1,1,11,10,1,,0,,,,,,,
1.22115E+17,6.15843E+13,Juankada Alexchoozy,𝗣𝗮𝘁𝗼𝗹𝗮 𝘆𝗮𝗿𝗻? 🤣,"𝗣𝗮𝘁𝗼𝗹𝗮 𝘆𝗮𝗿𝗻? 🤣

#PatolaMoments #KamustaKayo #JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #RelateMuch",9,2/3/2026 3:00,N/A,https://www.facebook.com/reel/1376627893785397/,0,0,Videos,,,,,Lifetime,551,368,19,16,2,1,5,5,,,0,2695.107,7.284,0,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Catch us today from 6am to 2pm! Don’t miss this chance 🥰,,0,2/2/2026 16:30,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02Gjr1nD3VbU3UwFsSiHFzvQc4sSmzqNyVkRV6tAHVTBU4tA2fgctLxwQ7UgCNoePXl,0,1,Text,,,,,Lifetime,93,54,10,9,1,0,4,4,,,0,,,,,,,
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Raining of Money? PLEASEE 🤣,"Raining in Manila? No! Raining of Money? YES! Colorgame Live na 𝗖𝗵𝗼𝗼𝘇𝗲𝗿𝘀! See you today from 6am to 2pm 🧡💙

#KamustaKayo #JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",22,2/2/2026 16:00,N/A,https://www.facebook.com/reel/1225986478914365/,0,0,Videos,,,,,Lifetime,149,90,13,10,2,1,6,6,,,0,541.753,4.88,0,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,"Choozers, Simulan natin ang FEBibig kasama ang Team Morning Shift! ❤️ Kasama sina Juankada Jedi and Juankada Ligaya. Catch us today from 6am to 2pm.

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/2/2026 15:11,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02aLrM4Bham56Uaiv1BsV2983KhpEoMLwhirHBjXBfTmapEbAXcQdS15sFkYthugoil,0,0,Photos,,,,,Lifetime,681,320,23,16,4,3,30,17,13,,0,,,,,,,
1.22115E+17,6.15843E+13,Juankada Alexchoozy,𝗝𝗼𝘆 𝗽𝗲𝗿𝗼 𝗺𝗮𝗹𝘂𝗻𝗴𝗸𝗼𝘁 𝗸𝗮 🤣,"𝗝𝗼𝘆 𝗽𝗲𝗿𝗼 𝗺𝗮𝗹𝘂𝗻𝗴𝗸𝗼𝘁 𝗸𝗮 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy #FeelsLang",8,2/2/2026 6:00,N/A,https://www.facebook.com/reel/1353862669819588/,0,0,Videos,,,,,Lifetime,139,91,13,13,0,0,0,,,,0,384.677,3.561,0,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,"Ganda ng 𝗯𝘂𝘄𝗮𝗻 ngayong gabi tapos 𝗯𝘂𝗸𝗮𝘀 ng 𝘂𝗺𝗮𝗴𝗮, magkikita na tayo choozers!

See you tom, 6am to 2pm! 🧡💙

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",,0,2/2/2026 4:12,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02zXSJR3m7pCmRC8V52SnBV57qHBsEiLRk66KhZTu3beBp6P7LFcRx2iHejCK6qkW4l,0,0,Photos,,,,,Lifetime,406,192,16,14,1,1,5,3,2,,0,,,,,,,
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Parang gusto ko na ng 𝗯𝗮𝗯𝘆? 𝗣𝗮𝗮𝗻𝗼? 🤣,"Parang gusto ko na ng 𝗯𝗮𝗯𝘆? 𝗣𝗮𝗮𝗻𝗼? 🤣

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",8,2/1/2026 6:00,N/A,https://www.facebook.com/reel/2140742686688818/,0,0,Videos,,,,,Lifetime,193,131,14,13,1,0,1,1,,,0,626.732,4.413,0,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,Serving vibes mula sa 𝗝𝘂𝗮𝗻𝟯𝟲𝟱 ✨,"Serving vibes mula sa 𝗝𝘂𝗮𝗻𝟯𝟲𝟱 ✨

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",11,2/1/2026 3:00,N/A,https://www.facebook.com/reel/902160548852504/,0,0,Videos,,,,,Lifetime,240,166,20,17,1,2,6,6,,,0,877.859,4.572,0,,,0,0
1.22115E+17,6.15843E+13,Juankada Alexchoozy,"𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝗥𝗲𝗰𝗮𝗽 ✨

Thanks for this January Choozers! Let’s see each other this FEBibig-February! 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy","𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝗥𝗲𝗰𝗮𝗽 ✨

Thanks for this January Choozers! Let’s see each other this FEBibig-February! 🥰

#JuankadaAlexchoozy #Choozers #Followme #CommentYourThoughts #PositiveEnergy",31,2/1/2026 0:38,N/A,https://www.facebook.com/reel/1226692248889079/,0,0,Videos,,,,,Lifetime,171,147,14,12,1,1,2,2,,,0,558.432,3.579,0,,,0,0
