"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Link Clicks"
122110624833141115,61584233476725,"Juankada Papa Joe","Am I still cute Joekada?🥹

Send this to your bestie and do the trend together 🤍

Tag your bestie and comment your entry🤗

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚","Am I still cute Joekada?🥹

Send this to your bestie and do the trend together 🤍

Tag your bestie and comment your entry🤗

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚",9,"01/03/2026 19:36",mixed,https://www.facebook.com/reel/847664741388039/,1,0,Videos,,,,,Lifetime,3577,1093,275,264,8,3,28,28,,7075.773,4.541,0,0,0,
122110624089141115,61584233476725,"Juankada Papa Joe",,,0,"01/03/2026 19:31",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02Lhp6woNup2Kr7hnr5LKAofTsSFVSNHc9bvcaKLYAtsyuKpunqF87WrwcQgHDSzgGl&id=61584233476725,0,1,Photos,,,,,Lifetime,157,57,7,7,0,0,3,3,,,,,,,
122110607823141115,61584233476725,"Juankada Papa Joe","When the trio is all together, the fun never stops😄💖

Tag your trio for the fun and good times👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #GoodVibesOnly #fblifestylechallenge",,0,"01/03/2026 16:50",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid08BTVP5Y2fA1SztBtrRWYeNVmuLB1kLUta5BgufzyMHQQMzUJ4iEbQgp85ZwnCyRtl&id=61584233476725,0,0,Photos,,,,,Lifetime,428,180,17,15,0,2,17,7,10,,,,,,
122110298325141115,61584233476725,"Juankada Papa Joe","Thankyou for today mga ka-Joekada!☺️

Abangan niyo ulit kami tomorrow 6AM to 2PM sa ating website or app: https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚","Thankyou for today mga ka-Joekada!☺️

Abangan niyo ulit kami tomorrow 6AM to 2PM sa ating website or app: https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚",26,"01/03/2026 04:01",mixed,https://www.facebook.com/reel/1353112906565066/,1,0,Videos,,,,,Lifetime,495,434,16,12,2,2,4,4,,1921.187,4.269,0,0,0,
122110258671141115,61584233476725,"Juankada Papa Joe","Saturday pa lang pero it feels sunday na. Senti-vibes with me🥹

Bakit di na lang??? 
Bakit di na lang nag triple color😂

Comment your senti song👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Saturday pa lang pero it feels sunday na. Senti-vibes with me🥹

Bakit di na lang??? 
Bakit di na lang nag triple color😂

Comment your senti song👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",26,"01/02/2026 23:19",N/A,https://www.facebook.com/reel/734854506343472/,0,0,Videos,,,,,Lifetime,2064,113,29,16,9,4,14,14,,2134.332,3.901,0,0,0,
122110229583141115,61584233476725,"Juankada Papa Joe","Juankada Papa Joe updated their cover photo.",,0,"01/02/2026 18:41",N/A,https://www.facebook.com/photo.php?fbid=122110229583141115&set=a.122102925279141115&type=3,0,0,Photos,,,,,Lifetime,0,0,9,9,0,0,0,,,,,,,,
122110227507141115,61584233476725,"Juankada Papa Joe","Another day, another live! ✌️🔥

What’s up mga ka-Joekada! Samahan niyo kami and let’s enjoy the Color Game live on https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,"01/02/2026 18:21",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02Fb67s9mFRyyPeQzoJhD6BZzFwvZAW5zJW9MRPwjt75CQumRxgsssxigfJdgeV3Y6l&id=61584233476725,0,0,Photos,,,,,Lifetime,386,151,11,9,0,2,25,9,15,,,,,,1
122110109829141115,61584233476725,"Juankada Papa Joe","What’s up mga ka-Joekada! Salamat sa pagsama sa amin sa live sa Juan365. We appreciate your effort and support.☺️💖 

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,"01/02/2026 00:02",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0WF59hjmLN8unjwgaadqdSqPQo4E6oGmecav1QzwjwKPVdw9j94uX1CxfmoZ4Tf2cl&id=61584233476725,0,0,Photos,,,,,Lifetime,801,278,26,20,3,3,57,26,31,,,,,,
122110063743141115,61584233476725,"Juankada Papa Joe",,,0,"01/01/2026 16:04",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0xuNtqK4H9gYT1r6cx7zYPJ4DbnFPKEaEeefCjD97by7DNdZyMzAZ44dmnStv28jxl&id=61584233476725,0,1,Photos,,,,,Lifetime,156,58,5,5,0,0,4,4,,,,,,,
122110054911141115,61584233476725,"Juankada Papa Joe","1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",40,"01/01/2026 13:58",N/A,https://www.facebook.com/reel/769695359477307/,0,0,Videos,,,,,Lifetime,667,268,44,32,7,5,7,7,,3940.392,6.937,0,0,0,
122112504039145396,61584361885503,"Juankada Sabbie","🌈 HELLOOO SABBIES!!! 🌈

Samahan niyo ako palagi sa LIVE ha 💙
Sabay-sabay tayong ngumiti, tumawa, at magbigay ng kulay sa mga mata niyo ✨😊

Tag ka-Sabbies 👇
Follow & Share 💙

Good vibes lang tayo sa LIVE🎨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","🌈 HELLOOO SABBIES!!! 🌈

Samahan niyo ako palagi sa LIVE ha 💙
Sabay-sabay tayong ngumiti, tumawa, at magbigay ng kulay sa mga mata niyo ✨😊

Tag ka-Sabbies 👇
Follow & Share 💙

Good vibes lang tayo sa LIVE🎨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",35,"01/01/2026 23:06",N/A,https://www.facebook.com/reel/1508851590202757/,0,0,Videos,,,,,Lifetime,234,124,17,15,1,1,23,23,,2404.288,13.283,0,0,0,
122112998295145396,61584361885503,"Juankada Sabbie","Hello Sabbies!😍
Makisabay na sa LIVE ngayong gabi! ✨

Tara na sa Color Game para sabay-sabay tayong magbigay  kulay ngayong gabi para sa saya at swerte 💛💜💚

2026 na, paniguradong full ng good vibes at ngiti ang bawat kulay na ibibigay natin! 😄🎨

Huwag kalimutang follow, like, at share para mas marami ang makisaya! 💖

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #colorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Hello Sabbies!😍
Makisabay na sa LIVE ngayong gabi! ✨

Tara na sa Color Game para sabay-sabay tayong magbigay  kulay ngayong gabi para sa saya at swerte 💛💜💚

2026 na, paniguradong full ng good vibes at ngiti ang bawat kulay na ibibigay natin! 😄🎨

Huwag kalimutang follow, like, at share para mas marami ang makisaya! 💖

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #colorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",14,"01/04/2026 08:32",N/A,https://www.facebook.com/reel/914609281064708/,0,0,Videos,,,,,Lifetime,143,65,16,12,3,1,11,11,,937.551,12.336,0,0,0,
122112732405145396,61584361885503,"Juankada Sabbie","Rest day today ✨
Can’t let the Sabbies miss this pretty face 😉

See you tomorrow, Sabbies! 10PM–5AM 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Rest day today ✨
Can’t let the Sabbies miss this pretty face 😉

See you tomorrow, Sabbies! 10PM–5AM 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",14,"01/03/2026 02:15",N/A,https://www.facebook.com/reel/1438574924552910/,0,0,Videos,,,,,Lifetime,273,124,41,27,10,4,15,15,,1986.224,12.651,0,0,0,
122112683475145396,61584361885503,"Juankada Sabbie","Juankada Sabbie updated their cover photo.",,0,"01/02/2026 18:40",N/A,https://www.facebook.com/photo.php?fbid=122112683475145396&set=a.122094606033145396&type=3,0,0,Photos,,,,,Lifetime,1,1,23,21,1,1,0,,,,,,,,
122112583665145396,61584361885503,"Juankada Sabbie","Restday vibes activated Sabbies💆🏻‍♀️ 

Wanna share you how cute Juankada host Sabbie on her Pj’s 😜

What’s your favorite thing to do on your restday Sabbies? 😉♥️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #colorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Restday vibes activated Sabbies💆🏻‍♀️ 

Wanna share you how cute Juankada host Sabbie on her Pj’s 😜

What’s your favorite thing to do on your restday Sabbies? 😉♥️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #colorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",16,"01/02/2026 07:17",N/A,https://www.facebook.com/reel/1295049919113430/,0,0,Videos,,,,,Lifetime,295,120,30,25,4,1,14,14,,2181.581,12.395,0,0,0,
122112532527145396,61584361885503,"Juankada Sabbie","Your juankada host Sabbie mantra 2026 ay maging loyal sa sarili! 😄🥰

Kayo Sabbies ano ang mantra nyo this 2026? Comment down below na 👇

Isingit nyo na sa mga mantra nyo ang pagiging loyal sa Colorgame live at sabay sabay tayong mag enjoy sa bawat kulay, tawanan at kulitin. 😍💖

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Your juankada host Sabbie mantra 2026 ay maging loyal sa sarili! 😄🥰

Kayo Sabbies ano ang mantra nyo this 2026? Comment down below na 👇

Isingit nyo na sa mga mantra nyo ang pagiging loyal sa Colorgame live at sabay sabay tayong mag enjoy sa bawat kulay, tawanan at kulitin. 😍💖

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",10,"01/02/2026 02:08",N/A,https://www.facebook.com/reel/749691031483944/,0,0,Videos,,,,,Lifetime,1198,196,58,51,5,2,98,98,,6386.59,9.461,0,0,0,
122109502179149417,61584482528597,"Juankada Shann","𝐒𝐡𝐚𝐧𝐬𝐡𝐢𝐧𝐞𝐬! 😆

Tuloy-tuloy ang saya sa Juan365 Color Game LIVE! 🎨💛
Wag na magpahuli  follow me para updated ka sa kulitan at good vibes! 💖✨

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #Juan365Live #ColorGameVibes #ShanshineEnergy #GoodVibesOnly #LuckyColor #FunTimesPH","𝐒𝐡𝐚𝐧𝐬𝐡𝐢𝐧𝐞𝐬! 😆

Tuloy-tuloy ang saya sa Juan365 Color Game LIVE! 🎨💛
Wag na magpahuli  follow me para updated ka sa kulitan at good vibes! 💖✨

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #Juan365Live #ColorGameVibes #ShanshineEnergy #GoodVibesOnly #LuckyColor #FunTimesPH",17,"01/01/2026 03:11",N/A,https://www.facebook.com/reel/2255762268282446/,0,0,Videos,,,,,Lifetime,126,104,5,5,0,0,3,3,,566.581,5.058,0,0,0,
122110141077149417,61584482528597,"Juankada Shann","Yung ang oa talaga ng reaction🤣 pero kung gusto niyo din mag karoon ng jackpot price at more more surprise download now JUAN365 and lets play Colorgame🥰🌈✨💗😘 #juankadashann #AllInJuanSaSaya #Juan365Studios #colorgamelive #Juan365 #Shanshines",,0,"01/04/2026 05:32",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0nn9yVZr7Ji2JYvk9HUeNtsK7kuCUMzFBYrmcbW9CM9aZmKqMRtH3xgb6jojuhMaal,0,1,Text,,,,,Lifetime,,23,3,2,1,0,3,3,,,,,,,
122110137003149417,61584482528597,"Juankada Shann","Spin 𝐖𝐢𝐧 here sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 Color Game LIVE! 🎉

Join na, comment live, at subukan ang iyong swerte!
Huwag palampasin ang saya, 𝐒𝐡𝐚𝐧𝐬𝐡𝐢𝐧𝐞𝐬! ✨

#JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365Studios  #SweetEnergy #DailyBeautyVibes #ColorGameLive #SpinWin","Spin 𝐖𝐢𝐧 here sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 Color Game LIVE! 🎉

Join na, comment live, at subukan ang iyong swerte!
Huwag palampasin ang saya, 𝐒𝐡𝐚𝐧𝐬𝐡𝐢𝐧𝐞𝐬! ✨

#JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365Studios  #SweetEnergy #DailyBeautyVibes #ColorGameLive #SpinWin",11,"01/04/2026 05:01",mixed,https://www.facebook.com/reel/4201226623525432/,1,0,Videos,,,,,Lifetime,54,31,3,3,0,0,2,2,,267.884,8.117,0,0,0,
122110094391149417,61584482528597,"Juankada Shann","Hanap niyo ba ang 𝐮𝐥𝐭𝐢𝐦𝐚𝐭𝐞 𝐟𝐮𝐧? 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐧𝐚! 🎨

Comment your color at sama-sama tayong magkulitan! 💖

 #JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365livestream #Juan365Studios  #SweetEnergy #DailyBeautyVibes","Hanap niyo ba ang 𝐮𝐥𝐭𝐢𝐦𝐚𝐭𝐞 𝐟𝐮𝐧? 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐧𝐚! 🎨

Comment your color at sama-sama tayong magkulitan! 💖

 #JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365livestream #Juan365Studios  #SweetEnergy #DailyBeautyVibes",14,"01/04/2026 00:00",N/A,https://www.facebook.com/reel/908941378371038/,1,0,Videos,,,,,Lifetime,99,79,13,9,4,0,3,3,,381.971,4.658,0,0,0,
122110067421149417,61584482528597,"Juankada Shann","Iba talaga pag si JuanKada Star ang kasama kaya kung gusto niyo ng more good vibes at gusto niyo makipag tawanan saamin at pumaldo TARA NA! Sa COLORGAME SA JUAN365😘✨🤗🌈💗",,0,"01/03/2026 20:16",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0Veo3QUL1yi1m7SDcYqT3Qb2CyWgZUvnyT6MgSR5CVnPcDyR6TPEQuqZteicpabkl,0,1,Photos,,,,,Lifetime,84,44,4,3,0,1,7,3,4,,,,,,
122110065939149417,61584482528597,"Juankada Shann","𝐒𝐞𝐫𝐯𝐢𝐧𝐠 𝐂𝐨𝐥𝐨𝐫𝐬!🎨

Pick your favorite color, comment below, at join na sa Color Game LIVE sa Juan365! 💙🧡 

#JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365Studios  #SweetEnergy #DailyBeautyVibes #ServingColors #ColorGameLive","𝐒𝐞𝐫𝐯𝐢𝐧𝐠 𝐂𝐨𝐥𝐨𝐫𝐬!🎨

Pick your favorite color, comment below, at join na sa Color Game LIVE sa Juan365! 💙🧡 

#JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365Studios  #SweetEnergy #DailyBeautyVibes #ServingColors #ColorGameLive",18,"01/03/2026 20:01",N/A,https://www.facebook.com/reel/1528114145178622/,1,0,Videos,,,,,Lifetime,179,127,11,8,3,0,5,5,,1166.176,8.638,0,0,0,
122109996033149417,61584482528597,"Juankada Shann","Wearing the lucky color of the year 🤍

Hit ♥️ and comment 💬 if you agree  he’s really lucky! ✨

 #JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365livestream #Juan365Studios  #SweetEnergy #DailyBeautyVibes #LuckyColor #GoodVibesOnly","Wearing the lucky color of the year 🤍

Hit ♥️ and comment 💬 if you agree  he’s really lucky! ✨

 #JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365livestream #Juan365Studios  #SweetEnergy #DailyBeautyVibes #LuckyColor #GoodVibesOnly",11,"01/03/2026 11:01",N/A,https://www.facebook.com/reel/1429766185451079/,1,0,Videos,,,,,Lifetime,120,92,11,7,2,2,1,1,,303.176,2.943,0,0,0,
122109965847149417,61584482528597,"Juankada Shann","𝐒𝐞𝐫𝐯𝐢𝐧𝐠 𝐂𝐨𝐥𝐨𝐫𝐬!🎨

Pick your favorite color, comment below, at join na sa Color Game LIVE sa Juan365! 💙🧡 

#JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365Studios  #SweetEnergy #DailyBeautyVibes #ServingColors #ColorGameLive","𝐒𝐞𝐫𝐯𝐢𝐧𝐠 𝐂𝐨𝐥𝐨𝐫𝐬!🎨

Pick your favorite color, comment below, at join na sa Color Game LIVE sa Juan365! 💙🧡 

#JuankadaShann #CommentYourThoughts #TagAFriend #Followme #Shanshines #Juan365 #AllInJuanSaSaya #Juan365Studios  #SweetEnergy #DailyBeautyVibes #ServingColors #ColorGameLive",18,"01/03/2026 08:52",N/A,https://www.facebook.com/reel/793402133772752/,1,0,Videos,,,,,Lifetime,126,101,6,6,0,0,2,2,,586.491,5.43,0,0,0,
122109916419149417,61584482528597,"Juankada Shann","Hi Shanshines! ✨ Start your day with love, smiles, at good vibes! 💖

Drop a ❤️ at comment 💬 kung kasama ka!

#ShanshineVibes #Juan365Moments #GoodVibesOnly #PositiveEnergy #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines","Hi Shanshines! ✨ Start your day with love, smiles, at good vibes! 💖

Drop a ❤️ at comment 💬 kung kasama ka!

#ShanshineVibes #Juan365Moments #GoodVibesOnly #PositiveEnergy #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",13,"01/03/2026 04:01",mixed,https://www.facebook.com/reel/925193696527301/,1,0,Videos,,,,,Lifetime,69,55,8,6,1,1,4,4,,258.773,4.539,0,0,0,
122109897915149417,61584482528597,"Juankada Shann","Ako lang ba to o kilig na rin kayo? 😳💖𝐖𝐢𝐭𝐡 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐉𝐚𝐦𝐞𝐬 𝐑𝐞𝐢𝐝!🔥 

Comment ❤️ kung ready ka sa saya! sa Color game live in Juan365!

#JamesReidVibes #JuankadaLive #ShanshineEnergy #KiligMode #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",,0,"01/03/2026 01:56",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02S4jXno7Gt7EL9edQDGsWMo3F3Wo2tPxmjqVGBSwT4vjebkEbeEVTGzk1HzyhQDEBl,0,0,Photos,,,,,Lifetime,193,70,17,11,4,2,27,21,6,,,,,,
122109853257149417,61584482528597,"Juankada Shann","A day, 4 captures, at walang kupas na good vibes ✨📸

Swipe through and feel the energy sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐂𝐨𝐥𝐨𝐫𝐠𝐚𝐦𝐞 𝐥𝐢𝐯𝐞!💖

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #PhotoDumpAesthetic #ShanshineMoments #Juan365Live #GoodVibesPH",,0,"01/02/2026 20:00",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02eyv3q6bDVbB8VgjnCQRzG1j3tnbF3u8amX88oa25n6oNwpV8Dxp7mvB73tcRRfTjl,0,0,Photos,,,,,Lifetime,148,55,15,13,2,0,2,1,1,,,,,,
122109845013149417,61584482528597,"Juankada Shann","Juankada Shann updated their cover photo.",,0,"01/02/2026 18:43",N/A,https://www.facebook.com/photo.php?fbid=122109845013149417&set=a.122099315145149417&type=3,0,0,Photos,,,,,Lifetime,0,0,1,1,0,0,0,,,,,,,,
122109841551149417,61584482528597,"Juankada Shann","EP 1 : 𝗗𝗮𝘆 𝗶𝗻 𝘁𝗵𝗲 𝗹𝗶𝗳𝗲 𝗼𝗳 𝘆𝗼𝘂𝗿 𝗝𝘂𝗮𝗻𝗸𝗮𝗱𝗮 𝗵𝗼𝘀𝘁, 𝗦𝗵𝗮𝗻𝗻 🎥✨

Simula pa lang ito! let’s connect, Juankada Family & Shanshines! 💖
Drop a ❤️ kung excited ka sa series!

#DayInTheLife #JuankadaHost #ShannVibes #Shanshines #JuankadaFamily
#Juan365 #SeriesLaunch #GoodVibesOnly","EP 1 : 𝗗𝗮𝘆 𝗶𝗻 𝘁𝗵𝗲 𝗹𝗶𝗳𝗲 𝗼𝗳 𝘆𝗼𝘂𝗿 𝗝𝘂𝗮𝗻𝗸𝗮𝗱𝗮 𝗵𝗼𝘀𝘁, 𝗦𝗵𝗮𝗻𝗻 🎥✨

Simula pa lang ito! let’s connect, Juankada Family & Shanshines! 💖
Drop a ❤️ kung excited ka sa series!

#DayInTheLife #JuankadaHost #ShannVibes #Shanshines #JuankadaFamily
#Juan365 #SeriesLaunch #GoodVibesOnly",223,"01/02/2026 18:00",N/A,https://www.facebook.com/reel/1032106505782973/,1,0,Videos,,,,,Lifetime,253,190,19,15,3,1,32,32,,7359.937,36.078,0,0,0,
122109831669149417,61584482528597,"Juankada Shann","A day in 3 snapshots ✨📸

Ready na sa Color Game LIVE sa Juan365! 🎨
Pick your lucky color at manalo sa saya! 💙🧡

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #ColorGameLive #ShanshineVibes #Juan365Moments #LuckyColor #GoodVibesOnly",,0,"01/02/2026 16:00",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0UQGKKXdkRC8gQaVPFmTpdpJt3eCy7pz9NsNCgCicC6kVGL87nVPJzKSbaEUPPT96l,0,0,Photos,,,,,Lifetime,96,43,6,6,0,0,12,8,4,,,,,,
122109743853149417,61584482528597,"Juankada Shann","Shanshines! Samahan niyo kami ni 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐋𝐨𝐢𝐬𝐚
sa pagbibigay ng saya dito lang sa 𝗝𝘂𝗮𝗻𝟯𝟲𝟱!🥰

Huwag palampasin ang kulitan, good vibes, at surprises.
 comment 💖 kung excited ka at share sa tropa para sama-sama tayo!

#Juan365Live #ShanshineVibes #GoodVibesOnly #FunTimesPH #Juan365Moments #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",,0,"01/02/2026 07:31",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0cfUj4qQp72j5aNqpR3QxkUK7fEZVyTWphm6M3cXpcBo5nog8sNxPcuJELLYbvxVdl,0,0,Photos,,,,,Lifetime,110,47,3,2,1,0,9,5,4,,,,,,
122109669927149417,61584482528597,"Juankada Shann","Grabe talaga si juankada sabbie jusme for more tawanan and saya donwload now juan 365 and catch us on color game🥰🤗💗🌈✨",,0,"01/02/2026 00:03",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02WWMsptXcuP9MRtiemiRiY3SJxAQBDDnuwrEaNL8HzDSGwSWT1unWNpCkGjczKpXVl,0,1,Text,,,,,Lifetime,,39,0,0,0,0,7,7,,,,,,,
122109669537149417,61584482528597,"Juankada Shann",,,0,"01/01/2026 23:59",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0uv4YKgHwpvVhGRT8yFHexgE7tzvQWvFWsp6nyho5uPhJcq7HKhQ2bDH572FQrVBxl,0,1,Photos,,,,,Lifetime,86,39,0,0,0,0,5,1,3,,,,,,1
122109632745149417,61584482528597,"Juankada Shann","𝙎𝙝𝙖𝙣𝙨𝙝𝙞𝙣𝙚𝙨! 🌟 Sama-sama tayo sa Juan365 kasama ang aming energy queen, Criselda Alvarez! 😘💖

Color Game LIVE na pick your color, feel the vibe!
Follow me for more Shanshine magic! ✨❤️

#Juan365Live #ColorGameVibes #ShanshineEnergy #LuckyColor #GoodVibesOnly #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",,0,"01/01/2026 18:51",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid026ipSEniXjwfwfCULsryjqdvmATeucqwZHQ5Xd6P4C8Pn8Vs52RvH1T6CXVcJv7ecl,0,0,Photos,,,,,Lifetime,1219,438,67,52,0,15,64,29,35,,,,,,
1304956921670058,100064672885113,"Juankada host Drae",,,0,"01/01/2026 23:37",N/A,https://www.facebook.com/JuankadaDrae/posts/pfbid02q2zFBuUrDmMYqsDsMNceppMp1Fvqbojn5g2NC9Hh5mvzTfgVjjcvch2aLeu8FS8ql,0,1,Photos,,,,,Lifetime,190,61,10,9,1,0,23,14,9
1305580501607700,100064672885113,"Juankada host Drae","Juankada host Drae updated their profile picture.",,0,"01/02/2026 20:14",N/A,https://www.facebook.com/photo.php?fbid=1305580501607700&set=a.467750008724091&type=3,0,0,Photos,,,,,Lifetime,129,47,12,10,2,0,4,3,1
1305562984942785,100064672885113,"Juankada host Drae","Juankada host Drae updated their cover photo.",,0,"01/02/2026 19:39",N/A,https://www.facebook.com/photo.php?fbid=1305562984942785&set=a.467749982057427&type=3,0,0,Photos,,,,,Lifetime,0,0,7,7,0,0,0,,
1304962158336201,100064672885113,"Juankada host Drae","Nood na, Juankada! 🎉 LIVE na sa Juan365 App at website — Maki-All In Juan sa Saya ngayon!

#Juan365 #JuankadaHostDrae
#Juan365ColorGame #Juan365Studios #ALLINJUANLIVE #JuankadaHosts #JuankadaHosts",,0,"01/01/2026 23:49",N/A,https://www.facebook.com/JuankadaDrae/posts/pfbid02MxmLfBYMxnuxB8agYhzmw47fcvQrLAbaN5Mi8WUy5T3jcBWAwzc5KbWES5tDCXRAl,0,0,Photos,,,,,Lifetime,332,117,28,19,7,2,60,36,24
