Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Total clicks,Other Clicks,Link Clicks,Matched Audience Targeting Consumption (Photo Click),Approximate content monetization earnings,Negative feedback from users: Hide all,Ad CPM (USD),Ad impressions
1.2212E+17,6.1584E+13,Juankada Jedi,"just keeping it sexy with a cute twist 😉

#JuankadaJedi #JediBabes #ootd #ootdfashion #styleph #fashionph #fitcheck #ootd",,0,2/3/2026 23:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02VeUZgg5MVi8sTijarbmoTHUSRq5gmHAZ6cfSvmzNjthTEkBuKoU5ejJuB9Zs3BzFl,0,0,Photos,,,,,Lifetime,382,176,10,6,2,2,,,,11,6,,5,0,,,
1.2212E+17,6.1584E+13,Juankada Jedi,"shut uf with an f ka nalang! 😆

#JuankadaJedi #JediBabes #fbreels #reelsviral #fyp #trending #reelsph","shut uf with an f ka nalang! 😆

#JuankadaJedi #JediBabes #fbreels #reelsviral #fyp #trending #reelsph",16,2/3/2026 19:05,N/A,https://www.facebook.com/reel/886968197406650/,1,0,Videos,,,,,Lifetime,1176,106,6,5,1,0,1188.947,3.798,0,6,6,,,0,,0,0
1.2212E+17,6.1584E+13,Juankada Jedi,"no big guy, no problem 💪🏻🩷

#JuankadaJedi #JediBabes #fyp #dancetrend #bigguy #trending","no big guy, no problem 💪🏻🩷

#JuankadaJedi #JediBabes #fyp #dancetrend #bigguy #trending",16,2/3/2026 6:00,N/A,https://www.facebook.com/reel/3966483833649726/,1,0,Videos,,,,,Lifetime,2145,92,10,9,1,0,1438.819,2.788,0,5,5,,,0,,0,0
1.2212E+17,6.1584E+13,Juankada Jedi,"𝐬𝐨𝐧𝐠𝐞𝐫𝐢𝐬𝐭 muna yan shea after 𝐥𝐢𝐯𝐞! may 𝐫𝐞𝐪𝐮𝐞𝐬𝐭 ba kayo diyan, 𝐣𝐞𝐝𝐢 𝐛𝐚𝐛𝐞𝐬? 🙈

#Juan365Studios #JuankadaJedi #JediBabes #hurtssogood #astrids #karaoke","𝐬𝐨𝐧𝐠𝐞𝐫𝐢𝐬𝐭 muna yan shea after 𝐥𝐢𝐯𝐞! may 𝐫𝐞𝐪𝐮𝐞𝐬𝐭 ba kayo diyan, 𝐣𝐞𝐝𝐢 𝐛𝐚𝐛𝐞𝐬? 🙈

#Juan365Studios #JuankadaJedi #JediBabes #hurtssogood #astrids #karaoke",25,2/3/2026 3:00,N/A,https://www.facebook.com/reel/2774520276225797/,1,0,Videos,,,,,Lifetime,2175,114,13,10,3,0,1661.623,3.213,0,10,10,,,0,,0,0
1.2212E+17,6.1584E+13,Juankada Jedi,"Feeling meow-del today 🐱🖤 𝐎𝐎𝐓𝐃 slay muna tayo!

#JuankadaJedi #JediBabes #OOTD #model #cat",,0,2/2/2026 19:27,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0tA5panqBap9dFBWopvconiA3dvoPoqhmEr3CiDUj4CsdqGcxAFT2z9LnUveP2sWkl,0,0,Photos,,,,,Lifetime,1232,593,27,14,2,11,,,,11,4,,7,0,1,,
1.2212E+17,6.1584E+13,Juankada Jedi,😎🖤🤘✨,,0,2/2/2026 16:10,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0367nWgv1T9xSE2Vi18VS5Zwa7QASQc7PQXZjV1R6nzAPqyUpFzGA7rHMbrNBV5BpHl,0,1,Text,,,,,Lifetime,76,49,3,2,1,0,,,,3,3,,,0,,,
1.2212E+17,6.1584E+13,Juankada Jedi,❤️‍🔥,,0,2/2/2026 14:49,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02DYBbnrKRHsgE7f28BFg1GdFgBcJUTH3A9p6n4HEVdcZiYEmNGmJ31rQw5F9Mojhul,0,1,Photos,,,,,Lifetime,227,101,5,4,1,0,,,,5,1,,4,0,,,
1.2212E+17,6.1584E+13,Juankada Jedi,"𝗞𝗮𝘆𝗼 ba, 𝗽𝗮𝗻𝗴𝗮𝗿𝗮𝗽 niyo rin bang masampal ng 𝗽𝗲𝗿𝗮? 🤣

#Juan365Studios #JuankadaJedi #JediBabes #trendingpost #relatablememe #kimchiu #kimpau #stella","𝗞𝗮𝘆𝗼 ba, 𝗽𝗮𝗻𝗴𝗮𝗿𝗮𝗽 niyo rin bang masampal ng 𝗽𝗲𝗿𝗮? 🤣

#Juan365Studios #JuankadaJedi #JediBabes #trendingpost #relatablememe #kimchiu #kimpau #stella",12,2/2/2026 6:00,N/A,https://www.facebook.com/reel/749886221109553/,1,0,Videos,,,,,Lifetime,2230,116,11,8,2,1,1577.132,2.877,0,3,3,,,0,,0,0
1.2212E+17,6.1584E+13,Juankada Jedi,"Hindi ko maipaliwanag kung ba't marahil 𝗸𝗮𝘆𝗼 ang 𝗹𝗮𝗴𝗶𝗻𝗴 𝗵𝗶𝗻𝗮𝗵𝗮𝗻𝗮𝗽 𝗸𝗼, 𝗝𝗲𝗱𝗶 𝗕𝗮𝗯𝗲𝘀! 🥹

#Juan365Studios #JuankadaJedi #JediBabes #gayuma #trendingpost","Hindi ko maipaliwanag kung ba't marahil 𝗸𝗮𝘆𝗼 ang 𝗹𝗮𝗴𝗶𝗻𝗴 𝗵𝗶𝗻𝗮𝗵𝗮𝗻𝗮𝗽 𝗸𝗼, 𝗝𝗲𝗱𝗶 𝗕𝗮𝗯𝗲𝘀! 🥹

#Juan365Studios #JuankadaJedi #JediBabes #gayuma #trendingpost",16,2/2/2026 3:00,N/A,https://www.facebook.com/reel/27029486416638252/,1,0,Videos,,,,,Lifetime,2173,101,21,8,2,11,1131.223,2.13,0,5,5,,,0,,0,0
1.22119E+17,6.1584E+13,Juankada Jedi,"𝑷𝑰𝑵𝑲 𝑪𝑶𝑸𝑼𝑬𝑻𝑻𝑬 𝑶𝑶𝑻𝑫 🎀 watch na kayo ng 𝑪𝑶𝑳𝑶𝑹 𝑮𝑨𝑴𝑬 𝑳𝑰𝑽𝑬, Jedi Babes! See youuu!

#Juan365Studios #JuankadaJedi #ootd #colormania",,0,2/1/2026 17:02,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0Nwub8odPnX4odpf9B4CozPxFXXAZjnWXb2sUP1PKrs2jZPMA4XjKrz535yDMCVr5l,0,0,Photos,,,,,Lifetime,484,201,12,10,2,0,,,,10,4,,6,0,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"𝐀𝐘𝐆 𝐏𝐀𝐓𝐀𝐊𝐀! May entry na rin ba kayo nitong sayaw, Jedi Babes? 💃🏻

 #Juan365Studios #JuankadaJedi #highlights #fypシ゚ #trendingpost #fypviralシ #aygpataka #dancetrend","𝐀𝐘𝐆 𝐏𝐀𝐓𝐀𝐊𝐀! May entry na rin ba kayo nitong sayaw, Jedi Babes? 💃🏻

 #Juan365Studios #JuankadaJedi #highlights #fypシ゚ #trendingpost #fypviralシ #aygpataka #dancetrend",16,2/1/2026 3:01,N/A,https://www.facebook.com/reel/1254749643218148/,1,0,Videos,,,,,Lifetime,1193,114,13,10,3,0,1493.01,4.565,0,13,13,,,0,,0,0
1.22119E+17,6.1584E+13,Juankada Jedi,"New month, new opportunities… hello, February! 🌹

#Juan365Studios #JuankadaJedi #highlights #fypシ゚ #trendingpost #fypviralシ",,0,1/31/2026 20:52,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02k6E7BLeX238iznV3LgbtyMLJXL6XQ1qaWARJEhVhCAX7skL4tPQaiDqmGPzuitgPl,0,0,Photos,,,,,Lifetime,1044,499,12,10,2,0,,,,12,7,,5,0,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"Stealing hearts, one smile at a time
#Juan365Studios #JuankadaJedi #Juan365 #followerseveryonehighlights #highlights",,0,1/31/2026 16:23,N/A,https://www.facebook.com/photo.php?fbid=122119316355133214&set=a.122103321699133214&type=3,0,0,Photos,,,,,Lifetime,575,238,11,8,2,1,,,,4,3,,1,0,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"Spreading love, laughter, and a little bit of magic this Valentine’s 🌹✨
 #JuankadaJedi #Juan365Studios #followerseveryonehighlights #highlightsシ゚ #fypシ゚",,0,1/31/2026 16:21,N/A,https://www.facebook.com/photo.php?fbid=122119316151133214&set=a.122110480779133214&type=3,0,0,Photos,,,,,Lifetime,0,0,3,3,0,0,,,,0,,,,0,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"Stealing hearts, one smile at a time 💕

#Juan365Studios #JuankadaJedi #Juan365 #followerseveryonehighlights #fypシ゚ #highlightsシ゚",,0,1/31/2026 16:20,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0K3qpjHKv4bZKDe8hqJ5AcQgk5TBYqNmjUDiQMZwpxumAXkCv3ht6ff8VSqXbxd31l,0,0,Photos,,,,,Lifetime,979,552,25,22,2,1,,,,29,24,,5,0,,,
1.22119E+17,6.1584E+13,Juankada Jedi,,,0,1/31/2026 15:11,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02kZ6HuxfyZ8xdXtBPJGAQpc7roSSKyofAA6aUBfnp5aR8FWbMnS8Wbh76nU5J9LHyl,0,1,Text,,,,,Lifetime,52,48,1,1,0,0,,,,0,,,,0,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"𝐈𝐜𝐞 𝐢𝐧 𝐭𝐡𝐞 𝐚𝐢𝐫, 𝐟𝐢𝐫𝐞 𝐢𝐧 𝐦𝐞.❤️‍🔥❄️

#fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #Juan365 #Juan365Studios #JuankadaJed #lipsync #cosplay #cosplayers #CosplayersOfFacebook","𝐈𝐜𝐞 𝐢𝐧 𝐭𝐡𝐞 𝐚𝐢𝐫, 𝐟𝐢𝐫𝐞 𝐢𝐧 𝐦𝐞.❤️‍🔥❄️

#fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #Juan365 #Juan365Studios #JuankadaJed #lipsync #cosplay #cosplayers #CosplayersOfFacebook",16,1/31/2026 2:05,N/A,https://www.facebook.com/reel/780637071199943/,0,0,Videos,,,,,Lifetime,3420,2538,4,2,1,1,4773.451,1.974,0,6,6,,,0,,0,0
1.22124E+17,6.15842E+13,Juankada Lance,"Intense game against telemarketing🔥

#JuankadaLance #foryourpage #reels #fyp #basketball #highlights","Intense game against telemarketing🔥

#JuankadaLance #foryourpage #reels #fyp #basketball #highlights",71,1/31/2026 2:00,N/A,https://www.facebook.com/reel/2047982545985614/,1,0,Videos,,,,,Lifetime,57,46,7,7,0,0,402.654,8.217,0,5,5,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,Gusto niyo paba?!🤣,,0,2/15/2026 11:08,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid052Z8z1pGVWBBzbCjpq5gmLaYyyxsiSyMLczsSphvEsRivMM4MmjvcS99Auosu139l&id=61584243275518,0,1,Videos,,,,,Lifetime,25,29,8,5,3,0,,,,8,8,,,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Juankada host Drae tayo ka jaan nak picturan kita!😎

#JuankadaLance #JuankadaDrae #Juan365 #fypageシ",,0,2/15/2026 5:04,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0FNtAG5bPjyZjBqA4zvsVDk318GjF5K64PM74UmGZHcbmFN5g4nirEWmwQrqcq17Pl&id=61584243275518,0,0,Photos,,,,,Lifetime,292,126,27,13,13,1,,,,30,25,,5,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Totoo ba suplado si aljur?

#JuankadaLance #AljurAbrenica #interview #fypageシ","Tara! KwentuJUAN!😎

Totoo ba suplado si aljur?

#JuankadaLance #AljurAbrenica #interview #fypageシ",92,2/15/2026 2:30,N/A,https://www.facebook.com/reel/890537813868944/,1,0,Videos,,,,,Lifetime,47,46,5,4,1,0,656.037,16.4,0,8,8,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Humihina nanga ba ang GILAS? ikaw sa tingin mo?

#JuankadaLance #GilasPilipinas #basketball #ballislife","Tara! KwentuJUAN!😎

Humihina nanga ba ang GILAS? ikaw sa tingin mo?

#JuankadaLance #GilasPilipinas #basketball #ballislife",42,2/14/2026 5:12,N/A,https://www.facebook.com/reel/4305228719739312/,0,0,Videos,,,,,Lifetime,188,161,5,5,0,0,1304.889,7.956,0,1,1,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"Masaya sila diko alam bakit 🥱👻

#JuankadaLance #JuankadaLigaya #JuankadaStar #JuankadaAlexchoozy #valentinesday #squad",,0,2/14/2026 2:27,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0341aXttpYUG8BFQBKczdpuMsShSpW2gKtAGF9W1yeyHCmucDjNWiXFDQ5wM7BnYG7l&id=61584243275518,0,0,Photos,,,,,Lifetime,235,114,13,8,4,1,,,,15,12,,3,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Hindi to tama! mali to! 😳

#JuankadaLance #funny #comedy #reels","Hindi to tama! mali to! 😳

#JuankadaLance #funny #comedy #reels",16,2/13/2026 2:00,N/A,https://www.facebook.com/reel/664837946686701/,1,0,Videos,,,,,Lifetime,77,61,11,8,3,0,444.405,7.406,0,11,11,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"🎉 𝐇𝐀𝐏𝐏𝐘 𝟏.𝟓𝐊 𝐅𝐎𝐋𝐋𝐎𝐖𝐄𝐑𝐒, 𝐉𝐔𝐀𝐍𝐊𝐀𝐃𝐀! 🎉

Maraming salamat sa walang sawang suporta! 💙 Dahil sa inyo, mas lumalakas at mas sumasaya ang Juan365 Studios community!

#Juan365 #Juan365Studios #Juan365ColorGame #Allinjuansasaya #JuankadaLance",,0,2/12/2026 18:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0ik2s8DWwttKhgebPxrgPr6xQM2M75nFPXBG4WgxiMMAsMA9f4zv35P3rBzDj3WFkl&id=61584243275518,0,0,Photos,,,,,Lifetime,1854,657,62,48,10,4,,,,75,63,,12,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Good morning sa lahat ng may ambag sa mundo 🤣☀️

#JuankadaLance #morningvibes #trending","Good morning sa lahat ng may ambag sa mundo 🤣☀️

#JuankadaLance #morningvibes #trending",16,2/11/2026 14:49,N/A,https://www.facebook.com/reel/1248746383868482/,0,0,Videos,,,,,Lifetime,106,85,21,16,5,0,665.865,8.12,0,10,10,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending","Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending",45,2/11/2026 8:03,N/A,https://www.facebook.com/reel/942634911955938/,0,0,Videos,,,,,Lifetime,59,50,8,8,0,0,261.811,4.939,0,0,,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending","Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending",45,2/11/2026 6:10,N/A,https://www.facebook.com/reel/950859817368885/,0,0,Videos,,,,,Lifetime,47,44,7,6,1,0,193.039,4.708,0,3,3,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"Apateu apateu, apateu apateu✨🎶

#JuankadaLance #apateu #fyp","Apateu apateu, apateu apateu✨🎶

#JuankadaLance #apateu #fyp",16,2/11/2026 2:26,N/A,https://www.facebook.com/reel/1280863984088972/,0,0,Videos,,,,,Lifetime,70,48,12,10,2,0,338.285,6.505,0,4,4,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"Happiness isn’t luck, it’s a habit.😇

 #JuankadaLance #fyp #fitcheck #ootd #trending","Happiness isn’t luck, it’s a habit.😇

 #JuankadaLance #fyp #fitcheck #ootd #trending",9,2/10/2026 2:30,N/A,https://www.facebook.com/reel/2193941158011586/,1,0,Videos,,,,,Lifetime,73,57,13,12,1,0,265.243,4.653,0,4,4,,,0,,0,0
1.22126E+17,6.15842E+13,Juankada Lance,"As for me, all i know is that i know nothing -Socrates

#JuankadaLance #fyp #fitcheck #happy #life",,0,2/9/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02KFCX58vKBR24Fd7pNkKWFqJJHmH3LdDK2d2xRPZ7m1cQhbi7S852oBAski68MGk2l&id=61584243275518,0,0,Photos,,,,,Lifetime,135,73,10,9,0,1,,,,2,,,2,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Clean fit💪

#JuankadaLance #ootd #fitcheck  #fyp","Clean fit💪

#JuankadaLance #ootd #fitcheck  #fyp",21,2/9/2026 16:00,N/A,https://www.facebook.com/reel/2366774453836960/,1,0,Videos,,,,,Lifetime,115,90,18,15,3,0,647.746,6.89,0,5,5,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"Kulitan with Shann🤪

#JuankadaLance #JuankadaShann #reels #fyp #trending #monday","Kulitan with Shann🤪

#JuankadaLance #JuankadaShann #reels #fyp #trending #monday",13,2/9/2026 2:30,N/A,https://www.facebook.com/reel/1570750624179458/,1,0,Videos,,,,,Lifetime,105,85,13,11,2,0,508.331,6.434,0,8,8,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"Yellow fits, happy hits 💛🌼

#JuankadaLance #JuankadaIkay #JuankadaCharm #JuankadaEllise #happy #squadgoal",,0,2/8/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02jeEYdsP4DyzBQBDrcg4oGKUndmxHzgzrLnYyGjwXj493J5zvqp1nemMNMTyC8qAXl&id=61584243275518,0,0,Photos,,,,,Lifetime,203,105,13,10,2,1,,,,10,9,,1,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"Monday feels like: 🤯

#JuankadaLance #reels #fyp #trending #monday #relate","Monday feels like: 🤯

#JuankadaLance #reels #fyp #trending #monday #relate",14,2/8/2026 16:00,N/A,https://www.facebook.com/reel/884374041069928/,1,0,Videos,,,,,Lifetime,170,132,14,10,4,0,988.009,7.6,0,3,3,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"𝐇𝐢, 𝐢𝐭’𝐬 𝐦𝐞  𝐆𝐰𝐚𝐩𝐢𝐭𝐨𝐧𝐠 𝐓𝐢𝐭𝐨, 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐋𝐚𝐧𝐜𝐞! 😎
Umuulan ng panalo ngayon sa Juan365! 🎰✨

#JuankadaLance #Juan365ColorGame #sunday #trending #fyp #reels","𝐇𝐢, 𝐢𝐭’𝐬 𝐦𝐞  𝐆𝐰𝐚𝐩𝐢𝐭𝐨𝐧𝐠 𝐓𝐢𝐭𝐨, 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐋𝐚𝐧𝐜𝐞! 😎
Umuulan ng panalo ngayon sa Juan365! 🎰✨

#JuankadaLance #Juan365ColorGame #sunday #trending #fyp #reels",12,2/8/2026 2:00,N/A,https://www.facebook.com/reel/884002881049300/,1,0,Videos,,,,,Lifetime,59,50,7,6,1,0,201.431,4.196,0,4,4,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"𝐱𝟏𝟓 𝐧𝐚 𝐩𝐚𝐧𝐚𝐥𝐨, 𝐧𝐨𝐭 𝐛𝐚𝐝! 😎
Kaya ikaw, wag palampasin ang chance mo sa Juan365! 🔥 

#JuankadaLance #Juan365ColorGame #sunday #trending #fyp #picture",,0,2/7/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02nQLVGDTm4BfQbcSULs7CMpkhLHPEeSJLJ345UGoTuDJ2Xtu95yV3iAUpfrgsNxMZl&id=61584243275518,0,0,Photos,,,,,Lifetime,174,78,13,9,3,1,,,,10,9,,1,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐣𝐚𝐜𝐤𝐩𝐨𝐭 𝐚𝐟𝐭𝐞𝐫 𝐣𝐚𝐜𝐤𝐩𝐨𝐭! 🔥💯

#JuankadaLance #goodvibes  #sunday #trending #fyp","𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐣𝐚𝐜𝐤𝐩𝐨𝐭 𝐚𝐟𝐭𝐞𝐫 𝐣𝐚𝐜𝐤𝐩𝐨𝐭! 🔥💯

#JuankadaLance #goodvibes  #sunday #trending #fyp",20,2/7/2026 15:30,N/A,https://www.facebook.com/reel/896197229995621/,1,0,Videos,,,,,Lifetime,63,45,6,5,1,0,312.218,6.371,0,5,5,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"𝐎𝐮𝐭𝐟𝐢𝐭 𝐜𝐡𝐞𝐜𝐤! 𝐜𝐡𝐞𝐜𝐤 𝐦𝐲 𝐭𝐢𝐭𝐨 𝐯𝐢𝐛𝐞𝐬 𝐨𝐮𝐭𝐟𝐢𝐭😎

#JuankadaLance #outfitcheck #ootd #saturday  #fyp","𝐎𝐮𝐭𝐟𝐢𝐭 𝐜𝐡𝐞𝐜𝐤! 𝐜𝐡𝐞𝐜𝐤 𝐦𝐲 𝐭𝐢𝐭𝐨 𝐯𝐢𝐛𝐞𝐬 𝐨𝐮𝐭𝐟𝐢𝐭😎

#JuankadaLance #outfitcheck #ootd #saturday  #fyp",22,2/7/2026 3:00,N/A,https://www.facebook.com/reel/1894852811417462/,1,0,Videos,,,,,Lifetime,99,95,13,9,4,0,547.482,6.083,0,6,6,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"𝐀𝐋𝐋 𝐈𝐍 𝐉𝐔𝐀𝐍 𝐒𝐀 𝐒𝐀𝐘𝐀! dito lang sa  𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐂𝐎𝐋𝐎𝐑 𝐆𝐀𝐌𝐄 𝐋𝐈𝐕𝐄!

#Juan365 #JuankadaLance #Juan365ColorGame",,0,2/6/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid05dHQiTpbiWbxKbnJ753Km8tUw9S8tMLBiYd1z6GWE1bPPEdemBvWYp98hFBogRgel&id=61584243275518,0,0,Photos,,,,,Lifetime,171,80,12,9,2,1,,,,4,3,,1,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"Unli sa panalo, Unli sa saya? dito lang yan sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞🦾

#Juan365 #JuankadaLance #Juan365ColorGame #reels","Unli sa panalo, Unli sa saya? dito lang yan sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞🦾

#Juan365 #JuankadaLance #Juan365ColorGame #reels",11,2/6/2026 16:00,mixed,https://www.facebook.com/reel/1400785118192532/,1,0,Videos,,,,,Lifetime,55,38,8,8,0,0,221.683,5.684,0,0,,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"𝐁𝐞𝐡𝐢𝐧𝐝 𝐞𝐯𝐞𝐫𝐲 𝐫𝐞𝐬𝐮𝐥𝐭 𝐢𝐬 𝐚 𝐩𝐫𝐨𝐜𝐞𝐬𝐬 𝐧𝐨𝐛𝐨𝐝𝐲 𝐜𝐥𝐚𝐩𝐬 𝐟𝐨𝐫.

#JuankadaLance #trending #fyp #reels","𝐁𝐞𝐡𝐢𝐧𝐝 𝐞𝐯𝐞𝐫𝐲 𝐫𝐞𝐬𝐮𝐥𝐭 𝐢𝐬 𝐚 𝐩𝐫𝐨𝐜𝐞𝐬𝐬 𝐧𝐨𝐛𝐨𝐝𝐲 𝐜𝐥𝐚𝐩𝐬 𝐟𝐨𝐫.

#JuankadaLance #trending #fyp #reels",16,2/6/2026 2:00,N/A,https://www.facebook.com/reel/747411145113482/,1,0,Videos,,,,,Lifetime,172,152,10,8,2,0,713.773,4.695,0,10,10,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"𝐒𝐪𝐮𝐚𝐝 𝐢𝐧, 𝐬𝐭𝐫𝐞𝐬𝐬 𝐨𝐮𝐭. 🔥

#JuankadaLance #JuankadaLigaya #JuankadaJedi #JuankadaAlexchoozy #picture #squad #fyp",,0,2/5/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0BTcieKzPocnq6M8BypPVozfrQKvvfp8NzyVHRwiwDGBvjtX88r3BoL1DDxxaBhTLl&id=61584243275518,0,0,Photos,,,,,Lifetime,199,94,10,7,2,1,,,,5,5,,,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"𝐊𝐮𝐧𝐠 𝐭𝐢𝐧𝐢𝐠𝐢𝐝𝐢𝐠 𝐭𝐢𝐠𝐢𝐝𝐢𝐠 𝐧𝐚𝐥𝐚𝐧𝐠 𝐩𝐚𝐥𝐚 𝐤𝐢𝐭𝐚🤣

#JuankadaLance  #fyp #coffeetime #reels #trending #mentality #throwback","𝐊𝐮𝐧𝐠 𝐭𝐢𝐧𝐢𝐠𝐢𝐝𝐢𝐠 𝐭𝐢𝐠𝐢𝐝𝐢𝐠 𝐧𝐚𝐥𝐚𝐧𝐠 𝐩𝐚𝐥𝐚 𝐤𝐢𝐭𝐚🤣

#JuankadaLance  #fyp #coffeetime #reels #trending #mentality #throwback",21,2/5/2026 2:00,N/A,https://www.facebook.com/reel/1305082931423051/,1,0,Videos,,,,,Lifetime,73,48,8,6,2,0,479.786,9.226,0,6,6,,,0,,0,0
1.22125E+17,6.15842E+13,Juankada Lance,"𝐌𝐨𝐫𝐞 𝐞𝐬𝐩𝐫𝐞𝐬𝐬𝐨, 𝐥𝐞𝐬𝐬 𝐝𝐞𝐩𝐫𝐞𝐬𝐬𝐨📸☕

#JuankadaLance #Juan365Studios  #coffeetime #fyp",,0,2/4/2026 23:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0DxRpoq8SytX5BbRhkSHbnDkZpXQoge7ktQFniC3k9ssJn4qLe4fR7ndcouJ9b4f7l&id=61584243275518,0,0,Photos,,,,,Lifetime,102,49,6,5,0,1,,,,0,,,,0,,,
