"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Matched Audience Targeting Consumption (Video Click)","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
122107526781170300,61585109026232,"Juankada Charm","✨Lucky Charms!✨

Last na for today! BTS ulit tayo before mag live kagabi!

Hmm, do I look good? Share niyo thoughts niyo! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms!✨

Last na for today! BTS ulit tayo before mag live kagabi!

Hmm, do I look good? Share niyo thoughts niyo! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",6,"01/03/2026 06:18",N/A,https://www.facebook.com/reel/1401228511395702/,0,0,Videos,,,,,Lifetime,133,82,12,9,2,1,1,1,,,,366.791,4.215,0,0,0
122107662213170300,61585109026232,"Juankada Charm","✨Sunday Funday, Lucky Charms! ✨

Just woke up pero still serving looks 😘

Ano kaya maganda gawin today? Drop your thoughts!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Sunday Funday, Lucky Charms! ✨

Just woke up pero still serving looks 😘

Ano kaya maganda gawin today? Drop your thoughts!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"01/03/2026 20:30",N/A,https://www.facebook.com/reel/889989420197082/,0,0,Videos,,,,,Lifetime,88,58,12,11,1,0,1,1,,,,306.685,4.718,0,0,0
122107662291170300,61585109026232,"Juankada Charm","✨Happy Sunday, Lucky Charms!✨

Pababa nang pababa ang music pero pataas nang pataas ang swerte! 😘

What song naman ang sunod nating sasayawin?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Happy Sunday, Lucky Charms!✨

Pababa nang pababa ang music pero pataas nang pataas ang swerte! 😘

What song naman ang sunod nating sasayawin?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",9,"01/04/2026 00:30",N/A,https://www.facebook.com/reel/1933472250622659/,0,0,Videos,,,,,Lifetime,239,102,30,23,6,1,15,15,,,,1268.45,10.067,0,0,0
122107930461170300,61585109026232,"Juankada Charm","✨Hi Lucky Charms!✨

Handa na ba kayo sa isa nanamang unlimited bigayan ng swerte?

Samahan niyo kami sa ating Color Game Live ngayon na! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,"01/04/2026 22:50",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0KwazRb648cUjaVUBJvsCYFCFaESP3Hdx6NxsBnpf5FdVV2qJ6gtAodrtLKh5SfAMl&id=61585109026232,0,0,Photos,,,,,Lifetime,1158,504,95,63,18,14,25,18,7,,,,,,,
122108152851170300,61585109026232,"Juankada Charm","✨Hi Lucky Charms!✨

Missed you guys over the weekend! 😘

Nakapanood ba ang lahat sa live natin kahapon? Drop a ""❤️"" naman if yes!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Hi Lucky Charms!✨

Missed you guys over the weekend! 😘

Nakapanood ba ang lahat sa live natin kahapon? Drop a ""❤️"" naman if yes!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"01/05/2026 20:30",N/A,https://www.facebook.com/reel/958302457359826/,0,0,Videos,,,,,Lifetime,52,34,7,6,1,0,1,1,,,,286.311,7.341,0,0,0
122108187447170300,61585109026232,"Juankada Charm","✨Hi Lucky Charms!✨

We're live later sa Color Game Live ng Juan365 Studios! 2PM - 10PM 😘

Kita-kits tayo, Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,"01/05/2026 22:36",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0mwLmRcxZCb4jhuTk32rztGZD3C14jStoNj9H1UrDuGgDoN78QWuKywoGW2zb3TU3l&id=61585109026232,0,0,Photos,,,,,Lifetime,146,60,11,9,1,1,6,2,4,,,,,,,
122108152893170300,61585109026232,"Juankada Charm","✨Lucky Charms!✨

BTS: Before live natin kahapon. Pakitaan ko muna kayo ng hidden talent ko 💃

Anong dance trend naman next?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms!✨

BTS: Before live natin kahapon. Pakitaan ko muna kayo ng hidden talent ko 💃

Anong dance trend naman next?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"01/06/2026 02:00",N/A,https://www.facebook.com/reel/891342876918947/,0,0,Videos,,,,,Lifetime,96,60,22,16,5,1,6,6,,,,552.184,8.002,0,0,0
122108379495170300,61585109026232,"Juankada Charm","""Your world is my world"" 🌎

✨Tapusin niyo yung video para sa small surprise for my Lucky Charms 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","""Your world is my world"" 🌎

✨Tapusin niyo yung video para sa small surprise for my Lucky Charms 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"01/06/2026 20:30",N/A,https://www.facebook.com/reel/1973032816977627/,0,0,Videos,,,,,Lifetime,81,49,12,8,2,2,3,3,,,,469.368,8.381,0,0,0
122108379549170300,61585109026232,"Juankada Charm","✨Another BTS content for my Lucky Charms✨

Short talent portion again from me to you! 

What dance-craze next? 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Another BTS content for my Lucky Charms✨

Short talent portion again from me to you! 

What dance-craze next? 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,"01/07/2026 00:30",N/A,https://www.facebook.com/reel/805002865919303/,0,0,Videos,,,,,Lifetime,116,55,23,19,2,2,9,9,,,,589.078,8.662,0,0,0
122108442357170300,61585109026232,"Juankada Charm","✨Lucky Charms, What you doin'? Where you at? ✨

Dapat nanonood kayo ng live ah! 

Drop sa comments section kung saan kayo nanonood ngayon! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Lucky Charms, What you doin'? Where you at? ✨

Dapat nanonood kayo ng live ah! 

Drop sa comments section kung saan kayo nanonood ngayon! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",13,"01/07/2026 05:00",N/A,https://www.facebook.com/reel/1535347794244781/,0,0,Videos,,,,,Lifetime,56,39,16,11,3,2,2,2,,,,231.603,5.263,0,0,0
122108603055170300,61585109026232,"Juankada Charm","✨Dance with me Lucky Charms!✨

Drop your suggestions sa next dance-craze natin! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Dance with me Lucky Charms!✨

Drop your suggestions sa next dance-craze natin! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,"01/07/2026 20:30",N/A,https://www.facebook.com/reel/1567416104410619/,0,0,Videos,,,,,Lifetime,89,51,23,16,4,3,7,7,,,,575.984,10.285,0,0,0
122108669685170300,61585109026232,"Juankada Charm","✨What’s up Lucky Charms?✨

Fit check muna tayo before we give out unlimited lucky charms sa ating Color Game Live! 😘

Watch me and other Juankada hosts today Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨What’s up Lucky Charms?✨

Fit check muna tayo before we give out unlimited lucky charms sa ating Color Game Live! 😘

Watch me and other Juankada hosts today Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",22,"01/08/2026 01:34",N/A,https://www.facebook.com/reel/2106549283427191/,0,0,Videos,,,,,Lifetime,51,29,12,10,1,1,3,3,,,,374.249,8.91,0,0,0
122108603109170300,61585109026232,"Juankada Charm","✨Sleepy Head Charm😴

Still the same hottie kahit antok na! 😘

Agree ba kayo, Lucky Charms?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Sleepy Head Charm😴

Still the same hottie kahit antok na! 😘

Agree ba kayo, Lucky Charms?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"01/08/2026 05:00",N/A,https://www.facebook.com/reel/2040219196552971/,0,0,Videos,,,,,Lifetime,51,32,12,9,2,1,9,9,,,,296.437,8.718,0,0,0
122108981229170300,61585109026232,"Juankada Charm","Thank you and congrats to us, Lucky Charms and Juankada! 

Follow Juan365 Studios for more updates! ✨",,0,"01/08/2026 19:40",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0qzuc8mvRhDMSvBUU93hm8UYydBqPDs9WjwdadcFEXTCNRWtWkgnYxwiizGcoyWmNl&id=61585109026232,0,1,Photos,,,,,Lifetime,56,33,4,4,0,0,1,,1,,,,,,,
122108973297170300,61585109026232,"Juankada Charm","✨Hi Lucky Charms!✨

Off to somewhere! 🚗

Hulaan niyo saan ang ating adventure today!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Hi Lucky Charms!✨

Off to somewhere! 🚗

Hulaan niyo saan ang ating adventure today!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",11,"01/08/2026 20:30",N/A,https://www.facebook.com/reel/1788117208519308/,0,0,Videos,,,,,Lifetime,62,52,10,10,0,0,0,,,,,251.539,4.932,0,0,0
122108999157170300,61585109026232,"Juankada Charm","✨What’s up Lucky Charms?✨

Fit check muna tayo before we give out unlimited lucky charms sa ating Color Game Live! 😘

Watch me and other Juankada hosts today Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨What’s up Lucky Charms?✨

Fit check muna tayo before we give out unlimited lucky charms sa ating Color Game Live! 😘

Watch me and other Juankada hosts today Lucky Charms!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",21,"01/08/2026 22:18",N/A,https://www.facebook.com/reel/1275774521045885/,0,0,Videos,,,,,Lifetime,49,31,11,7,2,2,1,1,,,,433.605,10.84,0,0,0
122108973423170300,61585109026232,"Juankada Charm","✨Hello Lucky Charms!✨

Aminin niyo, ako ba ang gusto niyo? 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","✨Hello Lucky Charms!✨

Aminin niyo, ako ba ang gusto niyo? 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,"01/09/2026 00:30",N/A,https://www.facebook.com/reel/878665644759010/,0,0,Videos,,,,,Lifetime,57,46,14,10,2,2,0,,,,,288.018,6.4,0,0,0
122106981825170300,61585109026232,"Juankada Charm","Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,"01/01/2026 02:30",N/A,https://www.facebook.com/reel/877055318037017/,0,0,Videos,,,,,Lifetime,62,40,7,6,1,0,3,3,,,,171.024,3.49,0,0,0
122106527385189322,61585679673115,"Juankada Ellise","𝐓𝐚𝐤𝐢𝐧𝐠 𝐢𝐭 𝐞𝐚𝐬𝐲 𝐭𝐨𝐝𝐚𝐲 🤎🤍
𝐒𝐥𝐨𝐰 𝐝𝐚𝐲𝐬 𝐨𝐧𝐥𝐲 ✨

👉 Watch Color game live sa Juan365 app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,"01/09/2026 00:49",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid05GHz2ZHjebDKJCwxk3x93dE8cieSC2SBSfwzXNJ2XpcV2AhbBfUccNmVXpEQiYs6l&id=61585679673115,0,0,Photos,,,,,Lifetime,172,76,12,10,1,1,9,1,8,,,,,,,
122106527001189322,61585679673115,"Juankada Ellise","Kulayan muna ang swerte mo!! ❤️",,0,"01/09/2026 00:47",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0oFTfoeNNSD9rR2UqYJT9UGANzzDmwcLVT8kk7dhgbhrqPSh3HxmW6sgC2EuwUnz3l&id=61585679673115,0,1,Photos,,,,,Lifetime,62,34,11,5,4,2,4,4,,,,,,,,
122106456669189322,61585679673115,"Juankada Ellise","𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👀✨

Throwback feels muna… pero mas solid ang LIVE action 😎
Manood na ng 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞 🎨🔥

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ","𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👀✨

Throwback feels muna… pero mas solid ang LIVE action 😎
Manood na ng 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞 🎨🔥

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ",14,"01/08/2026 18:00",uploaded,https://www.facebook.com/reel/920119870439255/,1,0,Videos,,,,,Lifetime,192,132,18,13,4,1,8,8,,,,993.472,7.045,0,0,0
122106351855189322,61585679673115,"Juankada Ellise","𝐄𝐲𝐞𝐬 𝐢𝐜𝐞, 𝐛𝐞𝐲𝐛𝐞 🧊✨
𝐭𝐢𝐧𝐠𝐢𝐧𝐢𝐧𝐠𝐧𝐠𝐢𝐧𝐢𝐧𝐠 𝐧𝐢𝐧𝐠…

👉Watch Color Game live at Juan365 app at Website.

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ","𝐄𝐲𝐞𝐬 𝐢𝐜𝐞, 𝐛𝐞𝐲𝐛𝐞 🧊✨
𝐭𝐢𝐧𝐠𝐢𝐧𝐢𝐧𝐠𝐧𝐠𝐢𝐧𝐢𝐧𝐠 𝐧𝐢𝐧𝐠…

👉Watch Color Game live at Juan365 app at Website.

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ",11,"01/08/2026 07:59",N/A,https://www.facebook.com/reel/639016315935255/,1,0,Videos,,,,,Lifetime,152,90,10,9,1,0,7,7,,,,727.102,6.859,0,0,0
122106315501189322,61585679673115,"Juankada Ellise","𝐇𝐢 𝐛𝐞𝐬𝐭𝐢𝐞𝐬! 💫 𝐃𝐚𝐲 𝐨𝐟𝐟 + 𝐦𝐲 𝐛𝐮𝐝𝐝𝐲 𝐁𝐔𝐃𝐎𝐘 = 𝐩𝐞𝐫𝐟𝐞𝐜𝐭 𝐜𝐨𝐦𝐛𝐨 🐾💖
𝐓𝐚𝐠 𝐲𝐨𝐮𝐫 𝐝𝐚𝐲-𝐨𝐟𝐟 𝐛𝐮𝐝𝐝𝐲 🥰👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシ゚viralシ #fypchallenge #reelsfypシ","𝐇𝐢 𝐛𝐞𝐬𝐭𝐢𝐞𝐬! 💫 𝐃𝐚𝐲 𝐨𝐟𝐟 + 𝐦𝐲 𝐛𝐮𝐝𝐝𝐲 𝐁𝐔𝐃𝐎𝐘 = 𝐩𝐞𝐫𝐟𝐞𝐜𝐭 𝐜𝐨𝐦𝐛𝐨 🐾💖
𝐓𝐚𝐠 𝐲𝐨𝐮𝐫 𝐝𝐚𝐲-𝐨𝐟𝐟 𝐛𝐮𝐝𝐝𝐲 🥰👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシ゚viralシ #fypchallenge #reelsfypシ",20,"01/08/2026 05:16",N/A,https://www.facebook.com/reel/768582542953923/,0,0,Videos,,,,,Lifetime,169,117,16,12,4,0,19,19,,,,1195.629,9.565,0,0,0
122106233007189322,61585679673115,"Juankada Ellise","𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👋 𝐈𝐭’𝐬 𝐦𝐞, 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐄𝐥𝐥𝐢𝐬𝐞 😘

Nandito para maghatid ng saya, swerte, at good vibes lang palagi! ✨🍀 

🎥 Watch Color Game LIVE sa Juan365 App & Website!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fyp",,0,"01/07/2026 23:00",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02aN8oEoTY1SsKarvNaU2VD8yff7Rd4iiUT7TZtw46uuTFi3HSN5BaSxZZvtSAKAhHl&id=61585679673115,0,0,Photos,,,,,Lifetime,269,118,22,15,6,1,13,10,3,,,,,,,
122106187947189322,61585679673115,"Juankada Ellise","𝐆𝐨𝐨𝐝 𝐦𝐨𝐫𝐧𝐢𝐧𝐠, 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 🌸

Last night was on fire, jackpot after jackpot and triple color all the way! 💙🤍

👉Watch Color Game live at Juan365 app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp","𝐆𝐨𝐨𝐝 𝐦𝐨𝐫𝐧𝐢𝐧𝐠, 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 🌸

Last night was on fire, jackpot after jackpot and triple color all the way! 💙🤍

👉Watch Color Game live at @[61572881214141:2048:Juan365] app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",25,"01/07/2026 18:04",N/A,https://www.facebook.com/reel/1183151343976536/,0,0,Videos,,,,,Lifetime,759,186,36,28,5,3,83,83,,,,7340.587,13.468,0,0,0
122106187059189322,61585679673115,"Juankada Ellise","Beshies naka follow kanaba sa Juan365 Studios? Kung hindi pa hit that follow button 🥳",,0,"01/07/2026 17:58",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid09hA1pU4m1wxzKtkk9SEpfw4yoMwaTR7Wh8ZTUJLmiuZ4WnNwFVGaMwuJhfckhEBWl&id=61585679673115,0,1,Photos,,,,,Lifetime,194,82,10,9,1,0,17,13,4,,,,,,,
122106058755189322,61585679673115,"Juankada Ellise","They called it freaky… 𝐖𝐞 𝐜𝐚𝐥𝐥 𝐢𝐭 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 👀👑

Freaky? ❌
Queen✅

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #TrendingPH #fyp","They called it freaky… 𝐖𝐞 𝐜𝐚𝐥𝐥 𝐢𝐭 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 👀👑

Freaky? ❌
Queen✅

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #TrendingPH #fyp",25,"01/07/2026 07:00",N/A,https://www.facebook.com/reel/1939505730253502/,1,0,Videos,,,,,Lifetime,910,378,40,33,4,3,60,60,,,,7421.132,10.152,0,0,0
122105962677189322,61585679673115,"Juankada Ellise",,,0,"01/07/2026 00:03",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02pmvJQaoeysjfcqVs6c2e5hrtZQroVMKbgujVD7iJYVGzt1RKbbaBBMy8b7P9XEeql&id=61585679673115,0,1,Photos,,,,,Lifetime,168,85,3,3,0,0,8,3,5,,,,,,,
122105962563189322,61585679673115,"Juankada Ellise","Hi Beshies! 👋💖
𝐋𝐮𝐜𝐤𝐲 𝐬𝐭𝐚𝐫𝐭 𝐭𝐨𝐝𝐚𝐲! 🌟 𝐏𝐞𝐫𝐨 𝐦𝐚𝐬 𝐞𝐱𝐜𝐢𝐭𝐢𝐧𝐠 𝐩𝐚 𝐬𝐚 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 🎨💸

👉 Huwag palampasin—tune in na!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,"01/07/2026 00:03",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02xG2h4BsoFeyuj243JEfMKJobkKKSv7PL6Wn5bQvaT87ie8UuCBnd8co3X9oVRwdxl&id=61585679673115,0,0,Photos,,,,,Lifetime,261,123,12,11,1,0,19,9,10,,,,,,,
122105864253189322,61585679673115,"Juankada Ellise","𝐀𝐥𝐥 𝐛𝐥𝐚𝐜𝐤, 𝐚𝐥𝐥 𝐠𝐥𝐚𝐦 🖤💫

👉 Watch now sa Juan365 app & website!

 #Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllies #fypageシ #fypシviralシfypシ゚ #fypviralシ","𝐀𝐥𝐥 𝐛𝐥𝐚𝐜𝐤, 𝐚𝐥𝐥 𝐠𝐥𝐚𝐦 🖤💫

👉 Watch now sa Juan365 app & website!

 #Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllies #fypageシ #fypシviralシfypシ゚ #fypviralシ",18,"01/06/2026 18:00",N/A,https://www.facebook.com/reel/1607243464048769/,1,0,Videos,,,,,Lifetime,1921,392,70,65,4,1,190,190,,,,16611.523,12.232,0,0,0
122105707617189322,61585679673115,"Juankada Ellise","𝐁𝐥𝐚𝐜𝐤 𝐢𝐬 𝐬𝐥𝐚𝐲… 𝐛𝐮𝐭 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐢𝐬 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐞𝐥𝐬𝐞 👀🔥
👉 Watch it live on Juan365 at website

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ","𝐁𝐥𝐚𝐜𝐤 𝐢𝐬 𝐬𝐥𝐚𝐲… 𝐛𝐮𝐭 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐢𝐬 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐞𝐥𝐬𝐞 👀🔥
👉 Watch it live on Juan365 at website

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ",11,"01/06/2026 07:59",N/A,https://www.facebook.com/reel/1388803426236332/,1,0,Videos,,,,,Lifetime,589,429,12,12,0,0,2,2,,,,2533.831,5.312,0,0,0
122105672925189322,61585679673115,"Juankada Ellise","Beshies! What a glamorous day today ✨

Live pa rin ang Color Game sa Juan365 app & website! 🎉
🎯 Join na, play na, tap 🩷⬜️🟦🟥🟨🟩—huwag mahuli!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ","Beshies! What a glamorous day today ✨

Live pa rin ang Color Game sa Juan365 app & website! 🎉
🎯 Join na, play na, tap 🩷⬜️🟦🟥🟨🟩—huwag mahuli!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",10,"01/06/2026 05:10",N/A,https://www.facebook.com/reel/840929568780561/,0,0,Videos,,,,,Lifetime,378,154,23,20,1,2,8,8,,,,1301.725,4.519,0,0,0
122105612583189322,61585679673115,"Juankada Ellise","Beshies! Breezy ang panahon 🌬️
Black on. Game face ready.

Color Game LIVE sa Juan365  App at Website🖤

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",,0,"01/06/2026 01:10",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0sLzXQSvBe5ygw8TCxVJSvQGD3sJaegUtrCCXJejUSimPcFvQh1RHsRbZSXtW8rVjl&id=61585679673115,0,0,Photos,,,,,Lifetime,399,167,27,22,5,0,27,15,12,,,,,,,
122105333577189322,61585679673115,"Juankada Ellise","𝐖𝐡𝐚𝐭 𝐚 𝐭𝐢𝐫𝐢𝐧𝐠 𝐝𝐚𝐲 😮‍💨

Tapos, nasan kana kaya? 🥲

👉 Comment monga saan ka Beshy

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise  #fypviralシ","𝐖𝐡𝐚𝐭 𝐚 𝐭𝐢𝐫𝐢𝐧𝐠 𝐝𝐚𝐲 😮‍💨

Tapos, nasan kana kaya? 🥲

👉 Comment monga saan ka Beshy

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise  #fypviralシ",16,"01/05/2026 06:27",N/A,https://www.facebook.com/reel/2092813801533156/,0,0,Videos,,,,,Lifetime,1942,1677,25,20,5,0,34,12,,22,,17809.894,10.136,0,0,0
122105208423189322,61585679673115,"Juankada Ellise","𝐕𝐢𝐛𝐢𝐧𝐠 𝐢𝐧 𝐫𝐞𝐝 💃🔴 𝐓𝐡𝐞𝐲 𝐬𝐚𝐲 𝐫𝐞𝐝 𝐢𝐬 𝐥𝐮𝐜𝐤𝐲 𝐭𝐨𝐝𝐚𝐲 👀

Watch Color Game live at Juan365 app and Website💯❤️ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ","𝐕𝐢𝐛𝐢𝐧𝐠 𝐢𝐧 𝐫𝐞𝐝 💃🔴 𝐓𝐡𝐞𝐲 𝐬𝐚𝐲 𝐫𝐞𝐝 𝐢𝐬 𝐥𝐮𝐜𝐤𝐲 𝐭𝐨𝐝𝐚𝐲 👀

Watch Color Game live at Juan365 app and Website💯❤️ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",13,"01/05/2026 01:00",N/A,https://www.facebook.com/reel/923268066697366/,0,0,Videos,,,,,Lifetime,2607,1961,31,24,7,0,36,29,,7,,17597.416,8.914,0,0,0
