Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Negative feedback from users: Hide all,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Matched Audience Targeting Consumption (Video Click)
1.22107E+17,6.15857E+13,Juankada Ellise,"BESHIES 💞
A beautiful morning deserves love, laughter, and good vibes 💞☀️

𝐂𝐚𝐭𝐜𝐡 𝐭𝐡𝐞 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐨𝐧 𝐭𝐡𝐞 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐨𝐫 𝐨𝐧 𝐭𝐡𝐞 𝐰𝐞𝐛𝐬𝐢𝐭𝐞 🔥🎮

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/10/2026 15:49,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0YG9sLTzeXfamsYZvXhfeEZJ3NbbsG7QdvwwwyBfyokjB7SEQFhcMZviaJ3dgzQuDl&id=61585679673115,0,0,Photos,,,,,Lifetime,327,131,27,21,4,2,,22,17,5,,,,,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"Start your day with a smile—manood, mag-libang, at maki-enjoy sa 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐰𝐞𝐛𝐬𝐢𝐭𝐞! 🎉

Tara na, good vibes all the way! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise","Start your day with a smile—manood, mag-libang, at maki-enjoy sa 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐰𝐞𝐛𝐬𝐢𝐭𝐞! 🎉

Tara na, good vibes all the way! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",12,1/10/2026 1:06,N/A,https://www.facebook.com/reel/870500685834080/,0,0,Videos,,,,,Lifetime,5696,4924,47,39,5,3,,78,,27,51,33367.788,6.347,0,0,0,
1.22107E+17,6.15857E+13,Juankada Ellise,"Hi beshies~ ❄️🔥

Maginaw ang tanghali pero mainit ang live ngayon
Watch Color Game Live sa Juan 365 app at website 💖

👉 Red rhyme’s with?
Drop your answers now 🔴✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/9/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0FbyM6hVd5nv5VVWTNmjLhJqSs1BZThUsdw2oCRAARwdbkWxQVEgTcL1hMFASw276l&id=61585679673115,0,0,Photos,,,,,Lifetime,333,140,21,17,2,2,,24,13,11,,,,,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"You Know it's 𝐱𝟏𝟓𝟎 pag ganto na kataas ang energy ko!🤩

👉𝐖𝐚𝐭𝐜𝐡 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐥𝐢𝐯𝐞 𝐚𝐭 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシviralシ #fypchallenge #reelsfypシ","You Know it's 𝐱𝟏𝟓𝟎 pag ganto na kataas ang energy ko!🤩

👉𝐖𝐚𝐭𝐜𝐡 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐥𝐢𝐯𝐞 𝐚𝐭 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシviralシ #fypchallenge #reelsfypシ",28,1/9/2026 18:00,N/A,https://www.facebook.com/reel/1554806892393431/,1,0,Videos,,,,,Lifetime,1167,285,45,32,3,10,,152,,152,,11329.164,12.314,0,0,0,
1.22107E+17,6.15857E+13,Juankada Ellise,"𝐓𝐚𝐤𝐢𝐧𝐠 𝐢𝐭 𝐞𝐚𝐬𝐲 𝐭𝐨𝐝𝐚𝐲 🤎🤍
𝐒𝐥𝐨𝐰 𝐝𝐚𝐲𝐬 𝐨𝐧𝐥𝐲 ✨

👉 Watch Color game live sa Juan365 app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/9/2026 0:49,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid04sUV7VWFNoNTerYLRf3jrVWHZQsnxQ66JR19hbGPYXEtQkqUV5HUH194jhejC2CMl&id=61585679673115,0,0,Photos,,,,,Lifetime,349,159,19,13,3,3,,10,9,1,,,,,,,
1.22107E+17,6.15857E+13,Juankada Ellise,Kulayan muna ang swerte mo!! ❤️,,0,1/9/2026 0:47,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0nreAtaatAM1s6HiKoeSfF49ntVKzT3LHvV4dRpfEsGrvKUaY9isZHzGcfaMXdg9Tl&id=61585679673115,0,1,Photos,,,,,Lifetime,163,75,14,8,4,2,,4,,4,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👀✨

Throwback feels muna… pero mas solid ang LIVE action 😎
Manood na ng 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞 🎨🔥

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ","𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👀✨

Throwback feels muna… pero mas solid ang LIVE action 😎
Manood na ng 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞 🎨🔥

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ",14,1/8/2026 18:00,uploaded,https://www.facebook.com/reel/920119870439255/,1,0,Videos,,,,,Lifetime,278,189,20,15,4,1,,8,,8,,1351.741,6.316,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐄𝐲𝐞𝐬 𝐢𝐜𝐞, 𝐛𝐞𝐲𝐛𝐞 🧊✨
𝐭𝐢𝐧𝐠𝐢𝐧𝐢𝐧𝐠𝐧𝐠𝐢𝐧𝐢𝐧𝐠 𝐧𝐢𝐧𝐠…

👉Watch Color Game live at Juan365 app at Website.

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ","𝐄𝐲𝐞𝐬 𝐢𝐜𝐞, 𝐛𝐞𝐲𝐛𝐞 🧊✨
𝐭𝐢𝐧𝐠𝐢𝐧𝐢𝐧𝐠𝐧𝐠𝐢𝐧𝐢𝐧𝐠 𝐧𝐢𝐧𝐠…

👉Watch Color Game live at Juan365 app at Website.

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ",11,1/8/2026 7:59,N/A,https://www.facebook.com/reel/639016315935255/,1,0,Videos,,,,,Lifetime,229,139,12,11,1,0,,7,,7,,1025.583,5.962,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐇𝐢 𝐛𝐞𝐬𝐭𝐢𝐞𝐬! 💫 𝐃𝐚𝐲 𝐨𝐟𝐟 + 𝐦𝐲 𝐛𝐮𝐝𝐝𝐲 𝐁𝐔𝐃𝐎𝐘 = 𝐩𝐞𝐫𝐟𝐞𝐜𝐭 𝐜𝐨𝐦𝐛𝐨 🐾💖
𝐓𝐚𝐠 𝐲𝐨𝐮𝐫 𝐝𝐚𝐲-𝐨𝐟𝐟 𝐛𝐮𝐝𝐝𝐲 🥰👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシ゚viralシ #fypchallenge #reelsfypシ","𝐇𝐢 𝐛𝐞𝐬𝐭𝐢𝐞𝐬! 💫 𝐃𝐚𝐲 𝐨𝐟𝐟 + 𝐦𝐲 𝐛𝐮𝐝𝐝𝐲 𝐁𝐔𝐃𝐎𝐘 = 𝐩𝐞𝐫𝐟𝐞𝐜𝐭 𝐜𝐨𝐦𝐛𝐨 🐾💖
𝐓𝐚𝐠 𝐲𝐨𝐮𝐫 𝐝𝐚𝐲-𝐨𝐟𝐟 𝐛𝐮𝐝𝐝𝐲 🥰👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシ゚viralシ #fypchallenge #reelsfypシ",20,1/8/2026 5:16,N/A,https://www.facebook.com/reel/768582542953923/,0,0,Videos,,,,,Lifetime,241,166,19,15,4,0,,19,,19,,1575.158,8.56,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👋 𝐈𝐭’𝐬 𝐦𝐞, 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐄𝐥𝐥𝐢𝐬𝐞 😘

Nandito para maghatid ng saya, swerte, at good vibes lang palagi! ✨🍀 

🎥 Watch Color Game LIVE sa Juan365 App & Website!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fyp",,0,1/7/2026 23:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02aTGptPFFZELfr2qgSjttbGcB9xWdbMaFfk3gnWcECrZi62qArhiZDn5gCApx1q3il&id=61585679673115,0,0,Photos,,,,,Lifetime,519,219,24,17,6,1,,13,3,10,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐆𝐨𝐨𝐝 𝐦𝐨𝐫𝐧𝐢𝐧𝐠, 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 🌸

Last night was on fire, jackpot after jackpot and triple color all the way! 💙🤍

👉Watch Color Game live at Juan365 app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp","𝐆𝐨𝐨𝐝 𝐦𝐨𝐫𝐧𝐢𝐧𝐠, 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 🌸

Last night was on fire, jackpot after jackpot and triple color all the way! 💙🤍

👉Watch Color Game live at @[61572881214141:2048:Juan365] app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",25,1/7/2026 18:04,N/A,https://www.facebook.com/reel/1183151343976536/,0,0,Videos,,,,,Lifetime,912,235,38,30,5,3,,91,,91,,8589.876,12.801,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,Beshies naka follow kanaba sa Juan365 Studios? Kung hindi pa hit that follow button 🥳,,0,1/7/2026 17:58,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid09nJ3U3rUZZcPmC4c5a1zPUhFibDQzAMzjpfP2wUYgFoM76J8ge91UMthfC1EmZ66l&id=61585679673115,0,1,Photos,,,,,Lifetime,264,107,13,12,1,0,,18,5,13,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"They called it freaky… 𝐖𝐞 𝐜𝐚𝐥𝐥 𝐢𝐭 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 👀👑

Freaky? ❌
Queen✅

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #TrendingPH #fyp","They called it freaky… 𝐖𝐞 𝐜𝐚𝐥𝐥 𝐢𝐭 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 👀👑

Freaky? ❌
Queen✅

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #TrendingPH #fyp",25,1/7/2026 7:00,N/A,https://www.facebook.com/reel/1939505730253502/,1,0,Videos,,,,,Lifetime,1050,423,44,36,5,3,,65,,65,,8320.385,9.8,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,,,0,1/7/2026 0:03,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02ps4L4AbNXpFSQ8xq7J9HbeZVpeyKbQyFKA6kwUKtkCC7Pf7uKykcaDauStawLVyml&id=61585679673115,0,1,Photos,,,,,Lifetime,206,101,4,4,0,0,,8,5,3,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"Hi Beshies! 👋💖
𝐋𝐮𝐜𝐤𝐲 𝐬𝐭𝐚𝐫𝐭 𝐭𝐨𝐝𝐚𝐲! 🌟 𝐏𝐞𝐫𝐨 𝐦𝐚𝐬 𝐞𝐱𝐜𝐢𝐭𝐢𝐧𝐠 𝐩𝐚 𝐬𝐚 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 🎨💸

👉 Huwag palampasin—tune in na!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/7/2026 0:03,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02wsDC986JybCwVkd735g9iGtv3fax893Z9VaGyPabi7p2WJoyW566P3k6Fzk6sRfrl&id=61585679673115,0,0,Photos,,,,,Lifetime,306,139,15,14,1,0,,19,10,9,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐀𝐥𝐥 𝐛𝐥𝐚𝐜𝐤, 𝐚𝐥𝐥 𝐠𝐥𝐚𝐦 🖤💫

👉 Watch now sa Juan365 app & website!

 #Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllies #fypageシ #fypシviralシfypシ゚ #fypviralシ","𝐀𝐥𝐥 𝐛𝐥𝐚𝐜𝐤, 𝐚𝐥𝐥 𝐠𝐥𝐚𝐦 🖤💫

👉 Watch now sa Juan365 app & website!

 #Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllies #fypageシ #fypシviralシfypシ゚ #fypviralシ",18,1/6/2026 18:00,N/A,https://www.facebook.com/reel/1607243464048769/,1,0,Videos,,,,,Lifetime,2082,436,77,71,5,1,,195,,195,,17707.03,11.996,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐁𝐥𝐚𝐜𝐤 𝐢𝐬 𝐬𝐥𝐚𝐲… 𝐛𝐮𝐭 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐢𝐬 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐞𝐥𝐬𝐞 👀🔥
👉 Watch it live on Juan365 at website

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ","𝐁𝐥𝐚𝐜𝐤 𝐢𝐬 𝐬𝐥𝐚𝐲… 𝐛𝐮𝐭 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐢𝐬 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐞𝐥𝐬𝐞 👀🔥
👉 Watch it live on Juan365 at website

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ",11,1/6/2026 7:59,N/A,https://www.facebook.com/reel/1388803426236332/,1,0,Videos,,,,,Lifetime,626,454,13,13,0,0,,2,,2,,2668.279,5.252,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,"Beshies! What a glamorous day today ✨

Live pa rin ang Color Game sa Juan365 app & website! 🎉
🎯 Join na, play na, tap 🩷⬜️🟦🟥🟨🟩—huwag mahuli!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ","Beshies! What a glamorous day today ✨

Live pa rin ang Color Game sa Juan365 app & website! 🎉
🎯 Join na, play na, tap 🩷⬜️🟦🟥🟨🟩—huwag mahuli!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",10,1/6/2026 5:10,N/A,https://www.facebook.com/reel/840929568780561/,0,0,Videos,,,,,Lifetime,453,182,25,22,1,2,,10,,10,,1570.995,4.527,0,0,0,
1.22106E+17,6.15857E+13,Juankada Ellise,"Beshies! Breezy ang panahon 🌬️
Black on. Game face ready.

Color Game LIVE sa Juan365  App at Website🖤

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",,0,1/6/2026 1:10,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0sS8Z42huBjTkaig8ctv1urypd4BuW5txv8HevVzRBe1ckuNjub463tDRrcA53dznl&id=61585679673115,0,0,Photos,,,,,Lifetime,422,175,27,22,5,0,,27,12,15,,,,,,,
1.22105E+17,6.15857E+13,Juankada Ellise,"𝐖𝐡𝐚𝐭 𝐚 𝐭𝐢𝐫𝐢𝐧𝐠 𝐝𝐚𝐲 😮‍💨

Tapos, nasan kana kaya? 🥲

👉 Comment monga saan ka Beshy

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise  #fypviralシ","𝐖𝐡𝐚𝐭 𝐚 𝐭𝐢𝐫𝐢𝐧𝐠 𝐝𝐚𝐲 😮‍💨

Tapos, nasan kana kaya? 🥲

👉 Comment monga saan ka Beshy

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise  #fypviralシ",16,1/5/2026 6:27,N/A,https://www.facebook.com/reel/2092813801533156/,0,0,Videos,,,,,Lifetime,1973,1684,28,23,5,0,,34,,12,22,17931.147,10.045,0,0,0,
1.22105E+17,6.15857E+13,Juankada Ellise,"𝐕𝐢𝐛𝐢𝐧𝐠 𝐢𝐧 𝐫𝐞𝐝 💃🔴 𝐓𝐡𝐞𝐲 𝐬𝐚𝐲 𝐫𝐞𝐝 𝐢𝐬 𝐥𝐮𝐜𝐤𝐲 𝐭𝐨𝐝𝐚𝐲 👀

Watch Color Game live at Juan365 app and Website💯❤️ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ","𝐕𝐢𝐛𝐢𝐧𝐠 𝐢𝐧 𝐫𝐞𝐝 💃🔴 𝐓𝐡𝐞𝐲 𝐬𝐚𝐲 𝐫𝐞𝐝 𝐢𝐬 𝐥𝐮𝐜𝐤𝐲 𝐭𝐨𝐝𝐚𝐲 👀

Watch Color Game live at Juan365 app and Website💯❤️ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",13,1/5/2026 1:00,N/A,https://www.facebook.com/reel/923268066697366/,0,0,Videos,,,,,Lifetime,2642,1985,33,26,7,0,,36,,29,7,17708.808,8.841,0,0,0,
1.22105E+17,6.15857E+13,Juankada Ellise,"Nothing beats a fine day like this ✨

Watch the Color Game live on the Juan365 app at website.🤩

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/4/2026 23:15,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0jkt6nzHr4eJDFd4p3fqtQNCyzBvU7QUVaHbs8EXJz5AUoFrXDBiB6yGt3GefCECPl&id=61585679673115,0,0,Photos,,,,,Lifetime,271,137,14,12,2,0,,10,3,7,,,,,,,
1.22105E+17,6.15857E+13,Juankada Ellise,"Confidence looks good on me and it will look good on you too, besties 💖

Kaya always own your glow! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise","Confidence looks good on me and it will look good on you too, besties 💖

Kaya always own your glow! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise",9,1/4/2026 7:50,N/A,https://www.facebook.com/reel/1976957859554832/,0,0,Videos,,,,,Lifetime,6952,5376,29,25,3,1,,14,,4,10,30522.545,5.734,0,0,0,
1.22105E+17,6.15857E+13,Juankada Ellise,Juankada Ellise updated their cover photo.,,0,1/4/2026 7:50,N/A,https://www.facebook.com/photo.php?fbid=122104966581189322&set=a.122097515811189322&type=3,0,0,Photos,,,,,Lifetime,0,0,11,11,0,0,,0,,,,,,,,,
1.22105E+17,6.15857E+13,Juankada Ellise,"Beshies! Feeling cute in ORANGE 🧡✨
Soft vibes, sweet moments—LIVE NA sa Color Game.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise","Beshies! Feeling cute in ORANGE 🧡✨
Soft vibes, sweet moments—LIVE NA sa Color Game.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",16,1/4/2026 7:20,N/A,https://www.facebook.com/reel/1917906995599706/,0,0,Videos,,,,,Lifetime,1577,1069,33,31,1,1,,42,,29,13,12200.359,8.892,0,0,0,
1.22105E+17,6.15857E+13,Juankada Ellise,"Hi Juankada! I’m JuanKada Ellise, ang mag rerelease sa inyo ng kaswertehan at mabibigay ng papremyong malaki dito lang sa Color Game ng Juan365 Studios! ❤️

Kitakits everyJUAN!

#Juan365Studios #Juan365 #ALLINJUANLIVE  #JuankadaEllise  #Juan365ColorGame #AllInJuanSaSaya",,0,1/4/2026 1:15,N/A,https://www.facebook.com/photo.php?fbid=122104848573189322&set=a.122097504951189322&type=3,0,0,Photos,,,,,Lifetime,341,149,25,20,5,0,,19,1,18,,,,,,,
1.22105E+17,6.15857E+13,Juankada Ellise,"OOTD check ✨

Ready na ang fit, ready na mag-live!

Catch me live NOW sa Color Game 2PM–10PM 💖

See you, Beshies! 🫶

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise",,0,1/4/2026 1:01,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02mU9pHzSpX5Rqmxb84JXD6xfRNSwgYV2SoW3MmMZF5rgTmogrdTbWA3XZeNh3vazal&id=61585679673115,0,0,Photos,,,,,Lifetime,254,118,13,13,0,0,,14,5,9,,,,,,,
1.22104E+17,6.15857E+13,Juankada Ellise,"Good vibes only, beshies! ✨

Don’t forget to leave a little smile wherever you go 💖

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise","Good vibes only, beshies! ✨

Don’t forget to leave a little smile wherever you go 💖

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise",7,1/3/2026 4:48,N/A,https://www.facebook.com/reel/870130355748155/,0,0,Videos,,,,,Lifetime,534,244,41,22,17,2,,44,,44,,2260.339,7.688,0,0,0,
1.22104E+17,6.15857E+13,Juankada Ellise,"Watch me live now, beshies! ✨

Tara na at samahan niyo ako sa isa na namang colorful at fun na color game!🔥

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise",,0,1/3/2026 1:33,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02Ch2GziP1d5nJixBzBMYohpt1ept5uyVLb5vMpgBVjs6CKyJ4Y2JdwvM1UEa5KHsTl&id=61585679673115,0,0,Photos,,,,,Lifetime,377,163,27,23,3,1,,15,2,13,,,,,,,
1.22103E+17,6.15857E+13,Juankada Ellise,"Hello Beshies! Don’t miss it! 🎥 Live na kami — one click, pwede ka nang sumali! 💫

#Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ",,0,1/1/2026 23:23,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0vk85TZAo6rUDGjYa57haBe5MFRRcNGXRzDZn2qQnfp2mvYFxQA7jx23UVd2TjXUSl&id=61585679673115,0,0,Photos,,,,,Lifetime,527,208,37,30,7,0,,47,20,27,,,,,,,
1.22103E+17,6.15857E+13,Juankada Ellise,"3 things about me na dapat mo malaman 😎✨

Watch till the end para malaman mo🤪

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise","3 things about me na dapat mo malaman 😎✨

Watch till the end para malaman mo🤪

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise",8,1/1/2026 19:27,N/A,https://www.facebook.com/reel/3327671754040105/,0,0,Videos,,,,,Lifetime,455,253,24,20,4,0,,18,,18,,1650.111,5.914,0,0,0,
1.22102E+17,6.15857E+13,Juankada Ellise,Type “LUCKY” sa comment section ⬇️,,0,1/1/2026 4:05,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02HnKwXxphmqQQxkzxWTZZtsrkxYrYuuRkS37g1ZsHyAWubxJivoN1uNWZ8Tzpg7Whl&id=61585679673115,0,1,Photos,,,,,Lifetime,287,114,20,12,6,2,,18,3,15,,,,,,,
1.22102E+17,6.15857E+13,Juankada Ellise,Happy Birthday JUANKada Host Ikay ❤️🥳🎉,,0,1/1/2026 2:42,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02ZLBejbRaFKnewfyhsoRACM18Z9T4bPZaSJasLJucnHCdW8wutqeS7zZs2secYkGel&id=61585679673115,0,1,Text,,,,,Lifetime,,126,10,9,1,0,,15,,15,,,,,,,
1.22102E+17,6.15857E+13,Juankada Ellise,"Happy New Year, beshies 🥳🤍
May our unhealed parts find healing, our heavy days get lighter, and may we all grow into better, kinder versions of ourselves this year ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #2026 #Happynewyear2026 #fypviralシ","Happy New Year, beshies 🥳🤍
May our unhealed parts find healing, our heavy days get lighter, and may we all grow into better, kinder versions of ourselves this year ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #2026 #Happynewyear2026 #fypviralシ",14,1/1/2026 2:17,N/A,https://www.facebook.com/reel/2029117287885991/,0,0,Videos,,,,,Lifetime,225,158,17,16,1,0,,9,,9,,1387.469,8.161,0,0,0,
1.22101E+17,6.15857E+13,Juankada Ellise,"Hi Beshies, 2026 na 🌸
New year, new vibes, more blessings 🌿
‘Be thankful for what you have; you’ll end up having more.’ Ano ang thankful ka sa 2025? ✨","Hi Beshies, 2026 na 🌸
New year, new vibes, more blessings 🌿
‘Be thankful for what you have; you’ll end up having more.’ Ano ang thankful ka sa 2025? ✨",24,12/31/2025 7:09,N/A,https://www.facebook.com/reel/737062378999255/,0,0,Videos,,,,,Lifetime,182,132,18,16,2,0,,2,,2,,701.942,4.359,0,0,0,
