Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Negative feedback from users: Hide all,Matched Audience Targeting Consumption (Video Click)
1.22187E+17,6.15615E+13,JUANKada Host Ikay,🤍,🤍,15,1/25/2026 6:15,N/A,https://www.facebook.com/reel/1180648704058401/,0,0,Videos,,,,,Lifetime,1526,634,117,102,12,3,50,,50,,0,9016.73,7.799,0,0,0,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Siya'y magandang babae na lalake pumorma 😎

Comment “present!” sa mga Kikays kong magaganda pero astig din kung pumorma! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Siya'y magandang babae na lalake pumorma 😎

Comment “present!” sa mga Kikays kong magaganda pero astig din kung pumorma! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",22,1/24/2026 19:36,N/A,https://www.facebook.com/reel/899800145871995/,0,0,Videos,,,,,Lifetime,2139,792,113,92,13,8,82,,82,,0,23061.658,14.449,0,0,0,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Baby, I like your style 🎶

Nagustuhan niyo rin ba ang style ko today, Kikays? Heart this if yes! 🥰🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Baby, I like your style 🎶

Nagustuhan niyo rin ba ang style ko today, Kikays? Heart this if yes! 🥰🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",12,1/24/2026 2:59,N/A,https://www.facebook.com/reel/887589417500124/,0,0,Videos,,,,,Lifetime,2471,967,136,113,18,5,98,,98,,0,14907.498,8.412,0,0,0,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Hindi ko maipaliwanag 🎶

Kung bakit palagi ko kayong hinahanap, Kikays! Kaya dapat lagi tayong magkasama sa LIVE para walang miss-miss 😘✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Hindi ko maipaliwanag 🎶

Kung bakit palagi ko kayong hinahanap, Kikays! Kaya dapat lagi tayong magkasama sa LIVE para walang miss-miss 😘✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",23,1/23/2026 2:55,mixed,https://www.facebook.com/reel/1632292444427492/,0,0,Videos,,,,,Lifetime,1540,639,122,101,18,3,74,,74,,0,11528.525,9.449,0,0,0,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Week’s OOTD Recap!

Which outfit deserves a round two, Kikays? 😍",,0,1/22/2026 20:50,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02YLy8b3J5w7JJbsmBp5x44VHgHW4xxqRG2TV8w1yidY5hrexC2YDoWqyhZKd3JjSSl,0,0,Photos,,,,,Lifetime,1228,503,44,31,7,6,114,61,53,,0,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,🥰❤️,,0,1/22/2026 19:37,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid031u3HAgLCmTcCACcsehq2MputWKs7mdCbMNCqfQFBihb97NVVAVJCu3ZfZEKGsjr8l,0,1,Text,,,,,Lifetime,204,169,10,8,2,0,3,,3,,0,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Kapag naririnig niyo 'to nasa kabilang banda kami ng hinahanap niyo 🎶😜

Drop a “🧡” kung napahataw ka rin nung nakita mo ’to!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Kapag naririnig niyo 'to nasa kabilang banda kami ng hinahanap niyo 🎶😜

Drop a “🧡” kung napahataw ka rin nung nakita mo ’to!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/22/2026 3:02,N/A,https://www.facebook.com/reel/2272510593232016/,0,0,Videos,,,,,Lifetime,1660,720,81,71,7,3,40,,40,,0,9803.271,7.737,0,0,0,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"On Thursdays, we wear white! Fresh look, fresh vibes 🤍✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabie",,0,1/21/2026 21:30,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0834pcaviGvsxrP94K7ySmns3jvzZCyqYWGkg6HAdGzcxHEpQGjUraPJuv36FVXUGl,0,0,Photos,,,,,Lifetime,1001,428,49,37,11,1,77,49,28,,0,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Hataw kung hataw! Sabayan niyo ‘ko, Kikays! 

Kung ready kayo sa saya, alam niyo na… watch and support niyo ako sa Color Game! 💯🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Hataw kung hataw! Sabayan niyo ‘ko, Kikays! 

Kung ready kayo sa saya, alam niyo na… watch and support niyo ako sa Color Game! 💯🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/21/2026 2:50,N/A,https://www.facebook.com/reel/746824325163140/,0,0,Videos,,,,,Lifetime,4012,1833,185,156,22,7,503,,503,,0,29416.875,11.833,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"It’s giving Wednesday vibes 🌤️

Kamusta, Kikays? Surviving the week so far? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/20/2026 20:42,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02ScCsBWcoC9xFfYxP9WTT2PYt9xzubjMiy6LCsEzvhMUQAHk57V5v9LoLidmZVCMol,0,0,Photos,,,,,Lifetime,2379,931,79,66,10,3,149,86,63,,0,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Ikaw na lang ang katabi 🎶💕

Heart this if gusto niyo rin akong katabi, Kikays 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ikaw na lang ang katabi 🎶💕

Heart this if gusto niyo rin akong katabi, Kikays 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/20/2026 2:50,uploaded,https://www.facebook.com/reel/920087397343191/,1,0,Videos,,,,,Lifetime,3426,766,159,125,27,7,142,,142,,0,25654.426,11.982,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Blue never looked this sexy! 💙

Nanonood ka ba ng Color Game palagi? If yes, drop a 💙 and stay tuned lagi! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/19/2026 20:12,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02Y8Qg8VruL5xuBxHyQGVT26wujYngWgDYuggbCY9124LRta9NuuSw7X9j9Y9Ubgvol,0,0,Photos,,,,,Lifetime,3394,1256,93,65,19,9,375,224,151,,0,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Maki-dance muna with me, Kikays! 

Start your week right with confidence, consistency, and the mindset to win! 💪

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Maki-dance muna with me, Kikays! 

Start your week right with confidence, consistency, and the mindset to win! 💪

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",14,1/19/2026 2:20,N/A,https://www.facebook.com/reel/4178504942401185/,0,0,Videos,,,,,Lifetime,2774,1063,138,117,19,2,93,,93,,0,17784.104,9.157,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Gawin nating fun at makulay ang gabi niyo! 🥰🌸
Seeyou later again 10pm-5am

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/18/2026 19:51,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid044k3iPq8Bbv9Vj3QXX27W5E42qPwmxLrwtEpd7ndh4yyzHDYg3UA7RQur1fb1r6Pl,0,0,Photos,,,,,Lifetime,2901,1154,99,79,16,4,215,161,54,,0,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Impossibleng hindi niyo alam ‘tong sikat na dance craze na ‘to 10 years ago 😱🥰

Pusuan niyo nga ‘to kung alam niyo rin ‘to 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Impossibleng hindi niyo alam ‘tong sikat na dance craze na ‘to 10 years ago 😱🥰

Pusuan niyo nga ‘to kung alam niyo rin ‘to 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/18/2026 2:55,N/A,https://www.facebook.com/reel/846009598263652/,0,0,Videos,,,,,Lifetime,2533,855,133,106,21,6,146,,146,,0,15526.667,8.206,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Kikays! Kung hanap niyo ay saya at excitement, nasa Color Game na lahat yan! 🥳

Panoorin ako palagi LIVE at maki-kulay na sa kasiyahan! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/17/2026 21:05,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02VR38wgvmPZfbZxfgwypQG4YPG5ykbjeERAZdpTnqbSHftxdQKQgAyUzxLEFz9Vxzl,0,0,Photos,,,,,Lifetime,3824,1474,95,73,15,7,352,232,120,,0,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Mahal niyo naman ako diba, Kikays? 🥰

If yes, samahan niyo ako palagi sa Color Game! Your love + support means everything 🥹🩷
 
#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Mahal niyo naman ako diba, Kikays? 🥰

If yes, samahan niyo ako palagi sa Color Game! Your love + support means everything 🥹🩷
 
#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",8,1/17/2026 2:56,mixed,https://www.facebook.com/reel/2341608916354732/,0,0,Videos,,,,,Lifetime,959,474,45,30,13,2,37,,37,,0,3698.886,5.761,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Just come be the man I need 🎶

Don’t be shy Kikays, heart this post if you also know your worth 🌸🩷

SEEYOU AGAIN LATER 10pm-5am

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Just come be the man I need 🎶

Don’t be shy Kikays, heart this post if you also know your worth 🌸🩷

SEEYOU AGAIN LATER 10pm-5am

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",25,1/16/2026 20:00,N/A,https://www.facebook.com/reel/1376967053676452/,1,0,Videos,,,,,Lifetime,1412,544,89,73,11,5,56,,56,,0,10683.35,9.547,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"My big guy sa likod 👀🏍️ TARA MAMAYA COLOR GAME 10pm-5am 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","My big guy sa likod 👀🏍️ TARA MAMAYA COLOR GAME 10pm-5am 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/15/2026 20:41,N/A,https://www.facebook.com/reel/1196608699324022/,0,0,Videos,,,,,Lifetime,3772,1416,152,131,16,5,165,,165,,0,28920.86,11.359,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Time to unwind 🏍️✨

Pahinga muna, breathe in, let go ng stress sa bawat takbo.

Kayo ba, paano kayo nagre-relieve ng stress? Comment below!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Time to unwind 🏍️✨

Pahinga muna, breathe in, let go ng stress sa bawat takbo.

Kayo ba, paano kayo nagre-relieve ng stress? Comment below!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",41,1/14/2026 22:21,N/A,https://www.facebook.com/reel/894551869725857/,0,0,Videos,,,,,Lifetime,1028,504,61,45,14,2,28,,28,,0,7077.791,8.191,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Bigla kong namiss mag-rides 🏍️

Kayo ba Kikays, may nag rirides din ba sa inyo? Kailan last ride niyo? Share niyo naman dito 🌸",,0,1/14/2026 17:57,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02rHxbUsRq9n5Cu9ZWnfECt4XbCEVmsRtMHHr71XSVdA2VZqtdyD93K2biFVGnCNdHl,0,0,Photos,,,,,Lifetime,2063,781,50,45,4,1,165,111,54,,0,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Dressed in black, powered by confidence 🖤

Which look should I rock next, Kikays? Comment below! 👇

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Dressed in black, powered by confidence 🖤

Which look should I rock next, Kikays? Comment below! 👇

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/13/2026 21:40,N/A,https://www.facebook.com/reel/1891182855122516/,0,0,Videos,,,,,Lifetime,1409,692,74,62,9,3,26,,26,,0,6462.729,5.694,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"OOTD recap of the week✨

Thank you sa laging pang-subaybay sakin,Kikays! 🌸

Kitakits ulit sa Color Game, 10PM–5AM! See you!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/13/2026 17:19,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0TNDaVB32vAf9PCcYUKersbPiV7u3yvsubDdQnUJ2Nce3fGBR3VcbN4aQPAVVyRGzl,0,0,Photos,,,,,Lifetime,3495,1311,108,90,12,6,370,247,123,,0,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Just here, doing my thing ✨

Hope this brightens your feed, Kikays! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Just here, doing my thing ✨

Hope this brightens your feed, Kikays! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,1/12/2026 20:21,N/A,https://www.facebook.com/reel/1590438222291331/,0,0,Videos,,,,,Lifetime,2367,823,148,130,13,5,63,,63,,0,13525.023,7.48,0,0,0,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Attention, Kikays! 🚨

Color Game na! 🕕 6AM–2PM

Exclusive fun, exciting prizes, at good vibes lang! See you!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/12/2026 17:56,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid023ZFjTDWiFZWHY8sBvTc6h2XK8p8BdcX3K6x28WQjsd74E4JmpXA1Ek22QEmRG6vUl,0,0,Photos,,,,,Lifetime,4083,1606,136,98,19,19,112,35,77,,0,,,,,,,
