"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Matched Audience Targeting Consumption (Video Click)","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
122185202126383179,61561495390240,"JUANKada Host Ikay","Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",14,"01/07/2026 20:51",N/A,https://www.facebook.com/reel/1538065327450829/,0,0,Videos,,,,,Lifetime,1103,356,67,49,16,2,34,34,,,,6823.288,8.55,0,0,0
122185101356383179,61561495390240,"JUANKada Host Ikay","To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",36,"01/06/2026 22:35",N/A,https://www.facebook.com/reel/894560389655814/,0,0,Videos,,,,,Lifetime,2519,737,129,114,12,3,106,106,,,,30809.96,16.198,0,0,0
122184997124383179,61561495390240,"JUANKada Host Ikay","Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,"01/06/2026 02:55",N/A,https://www.facebook.com/reel/1217464026992525/,0,0,Videos,,,,,Lifetime,1286,430,59,47,9,3,49,49,,,,7407.451,7.55,0,0,0
122184985280383179,61561495390240,"JUANKada Host Ikay","Still me, just in different moods ✨

How’s your year so far, Kikays? So far so good? Drop a “💖” if yes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,"01/06/2026 00:13",N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02vk1QpYUkWBg8u6Rgs5HhKwC5bhhZqz9xttWYDYUtHecCqgTxdxvGqca7ddXWjW3wl,0,0,Photos,,,,,Lifetime,1906,844,34,31,1,2,118,32,86,,,,,,,
122184904130383179,61561495390240,"JUANKada Host Ikay","Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,"01/05/2026 04:15",N/A,https://www.facebook.com/reel/4167437183516019/,0,0,Videos,,,,,Lifetime,2153,716,72,67,2,3,43,43,,,,14058.522,8.983,0,0,0
122184886364383179,61561495390240,"JUANKada Host Ikay","Heads up, Kikays! 👀 

Live na ako now until 10PM!

Stay tuned and samahan ako sa saya! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,"01/05/2026 00:21",N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02iwhRbrx3BPhWVbpXDLqarV1tvvKibhGNhMigcnqdyKUofPsKZwejT3vhhZK9LbMel,0,0,Photos,,,,,Lifetime,2728,1129,68,61,4,3,164,90,74,,,,,,,
122184789542383179,61561495390240,"JUANKada Host Ikay","And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,"01/03/2026 23:21",N/A,https://www.facebook.com/reel/862805923201086/,0,0,Videos,,,,,Lifetime,1703,587,87,71,15,1,40,40,,,,9676.371,7.386,0,0,0
122184689018383179,61561495390240,"JUANKada Host Ikay","LIVE na ako, Kikays! 🌸

Watch me NOW para good vibes from afternoon hanggang gabi niyo ✨

Hihintayin ko kayo sa live ha! 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,"01/02/2026 23:44",N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0oiDcu1CTQUZhueGQ3bQiuhpSqFRZLUv6Ft94wu1PA7MruQAYJQ5DS4DnJPEtMgA1l,0,0,Photos,,,,,Lifetime,2488,914,73,55,13,5,104,76,28,,,,,,,
122184669344383179,61561495390240,"JUANKada Host Ikay","JUANKada Host Ikay updated their cover photo.",,0,"01/02/2026 18:39",N/A,https://www.facebook.com/photo.php?fbid=122184669344383179&set=a.122140909430383179&type=3,0,0,Photos,,,,,Lifetime,2,1,19,17,1,1,0,,,,,,,,,
122184577460383179,61561495390240,"JUANKada Host Ikay","Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni Juankada Lance sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni @[61584243275518:2048:Juankada Lance] sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",15,"01/01/2026 20:14",N/A,https://www.facebook.com/reel/856971900558109/,0,0,Videos,,,,,Lifetime,2772,1049,57,53,1,3,53,53,,,,19422.935,9.539,0,0,0
122104516509185509,61585565286734,"JuanKada Star","Star Babies, nasaan na kayo? 👀🔥

Tara na! Live na live ako now sa Color Game!

See you there! 😍

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/01/2026 16:52",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid031XBaNuzkhvZTFWfmkD58Y1sNggUhkJ63gHB9wbTEZtz9uWGAGQvyqjrASrqaDyhpl,0,0,Photos,,,,,Lifetime,1271,531,38,35,0,3,104,51,53,,,,,,,
122104633419185509,61585565286734,"JuanKada Star","Salamat sa lahat ng sumama sa amin nina Juankada Alexchoozy, at Juankada Papa Joe sa live kanina! 😎

Nag-enjoy ba kayo, Star Babies? 🌟 Abangan niyo lang kami palagi sa Color Game para sa mas maraming fun, tawa, at syempre surpresa pa rin sa inyo!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/02/2026 02:11",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0vC1Z8PEwvbPuEjxL64Vw6mpw6L7Rgu9j6ZxRtEDv8QDB7rgfcCfSzEnoDPif2Xwil,0,0,Photos,,,,,Lifetime,393,183,21,18,2,1,31,20,11,,,,,,,
122104826343185509,61585565286734,"JuanKada Star","Star Babies! Abangan niyo ako sa Color Game from 6AM–2PM! ⭐️✨ 

Marami pang shining moments ang mangyayari kaya stay tuned! 😎

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/02/2026 14:17",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0dqX9UDNK2u5BFRzwQmLwDnuyN2hmCFnZH4mEj7rYw4Hx7MRm695Pat3RzKw1Dsucl,0,0,Photos,,,,,Lifetime,610,305,18,16,0,2,20,8,12,,,,,,,
122104867689185509,61585565286734,"JuanKada Star","JuanKada Star updated their cover photo.",,0,"01/02/2026 18:38",N/A,https://www.facebook.com/photo.php?fbid=122104867689185509&set=a.122101646277185509&type=3,0,0,Photos,,,,,Lifetime,670,316,25,23,1,1,1,1,,,,,,,,
122104886637185509,61585565286734,"JuanKada Star",⭐️,"Serving looks, serving energy, and maybe stealing your attention too! 🥰

Strong, fearless, unstoppable — that’s how we do it, Star Babies! Own your power every single day ⭐️🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,"01/02/2026 20:07",N/A,https://www.facebook.com/reel/1574867356880699/,0,0,Videos,,,,,Lifetime,495,221,28,24,1,3,7,7,,,,1623.88,3.829,0,0,0
122104920183185509,61585565286734,"JuanKada Star","Pink mood, pretty vibe, confident heart 🌸

Sabay-sabay tayong mag-glow, Star Babies! ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/02/2026 23:36",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02S27jX3kb9wMymn2vkQtUPvr3ue6stnRBhwWPgAiT4Rpb938HwfmcjUrKvAoVV1ZCl,0,0,Photos,,,,,Lifetime,432,163,37,27,7,3,40,15,25,,,,,,,
122105143581185509,61585565286734,"JuanKada Star","Set your alarms na para hindi mahuli sa fun! 🌟

What’s up, Star Babies?! 🎉 Color Game LIVE is on! 

Catch me 6AM–2PM for colors, fun, and prizes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/03/2026 14:35",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02dLFXQgCYoEQvh5WpmffBWEL2DJLvMFpsmRZTREr4tGZzRrA9R6D6n96jx7tKRZE1l,0,0,Photos,,,,,Lifetime,1143,515,33,29,0,4,46,16,30,,,,,,,
122105180277185509,61585565286734,"JuanKada Star",🫶🫰❤️,,0,"01/03/2026 19:09",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02nKHvmc3J3uzAXnmxJ63Jn2tiNzHPUBLRXzFdtQMJXF3LTrPZojwWvj3wCRn24USzl,0,1,Photos,,,,,Lifetime,169,100,7,6,0,1,4,3,1,,,,,,,
122105180325185509,61585565286734,"JuanKada Star",🫰🫶❤️,,0,"01/03/2026 19:09",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0mNUE564bSTy3LWVS6pdAmVvd1vjarm6zE8VFVY3uLS1C7a9AHMRpEpWfHnefw3NMl,0,1,Photos,,,,,Lifetime,170,99,6,6,0,0,3,1,2,,,,,,,
122105219841185509,61585565286734,"JuanKada Star","Iba ang saya at kulitan kapag kasama c Juankada Shann 😊🫶🫰❤️",,0,"01/03/2026 23:12",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02RVKVZtv9Maeq4wr97i94DYqmYi5WjRfuEt16Pe5cjGvXaMxeh6HaiaL4bkLXAxxBl,0,1,Photos,,,,,Lifetime,213,116,8,8,0,0,8,1,7,,,,,,,
122105234577185509,61585565286734,"JuanKada Star","Star Babies! 🌟 Checking in—kamusta kayo diyan?

Sending you light, love, and shining moments today 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Star Babies! 🌟 Checking in—kamusta kayo diyan?

Sending you light, love, and shining moments today 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",7,"01/04/2026 00:23",N/A,https://www.facebook.com/reel/821548457603598/,0,0,Videos,,,,,Lifetime,491,253,25,18,6,1,14,14,,,,1659.859,5.076,0,0,0
122105242689185509,61585565286734,"JuanKada Star",🔥,"Sino ba naman nga ang ’di mahuhumaling sa ganda ko at gaan sa loob, diba Star babies? ⭐

Heart react niyo nga 'to if you agree 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",21,"01/04/2026 01:04",N/A,https://www.facebook.com/reel/2058033188264950/,0,0,Videos,,,,,Lifetime,4220,723,231,202,20,9,58,58,,,,36297.586,13.329,0,0,0
122105253903185509,61585565286734,"JuanKada Star","Star Babies! Sana nag-enjoy kayo sa Color Game Live kanina kasama sina JuankadaPapa Joe at Juankada Jedi! ✨

Masaya ba kayo habang naglaro? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,"01/04/2026 02:00",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02DN1LJiRYerA3BNPW17jDYzs37AcaYVzm28yya2pu7Ayuu3AJpx7dGJmdke9Kdpobl,0,0,Photos,,,,,Lifetime,431,179,14,12,1,1,21,8,13,,,,,,,
122105447139185509,61585565286734,"JuanKada Star",,,0,"01/04/2026 14:19",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02XKyq5bzN4z8DBgK4XAM3kbFY86aJoNok4Exbjsaw8rmSrKDJ6b5YaLHK6y8uJuCfl,0,1,Photos,,,,,Lifetime,173,95,6,6,0,0,0,,,,,,,,,
122105452143185509,61585565286734,"JuanKada Star","Live now at 6am-2pm. See you Star Babies 🫶🫰❤️",,0,"01/04/2026 15:05",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid028Km3vNkeLanzLPx1uTPZzEpZjABNsa5fDvtWyJZMNJ8GqUZpNuKPvSPJJ9B5xdpyl,0,1,Photos,,,,,Lifetime,287,131,11,10,1,0,13,4,9,,,,,,,
122105462469185509,61585565286734,"JuanKada Star","Stop scrolling at mag-join na, Star Babies! ✨

Color Game LIVE na! Catch me from 6AM–2PM at sabay-sabay tayong mag-ALL IN sa SAYA! 🔥

Wala pa ang app? Download na ang Juan365 now sa App Store & Play Store!","Stop scrolling at mag-join na, Star Babies! ✨

Color Game LIVE na! Catch me from 6AM–2PM at sabay-sabay tayong mag-ALL IN sa SAYA! 🔥

Wala pa ang app? Download na ang Juan365 now sa App Store & Play Store!",10,"01/04/2026 16:48",N/A,https://www.facebook.com/reel/1424385785877905/,0,0,Videos,,,,,Lifetime,334,207,11,11,0,0,2,2,,,,1302.486,5.028,0,0,0
122105754789185509,61585565286734,"JuanKada Star","If you see this, it’s your sign to join the fun! ✨

Abangan niyo ko sa Color Game!
Download the Juan365 App sa Play Store and App Store — then watch me live! 📲

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","If you see this, it’s your sign to join the fun! ✨

Abangan niyo ko sa Color Game!
Download the Juan365 App sa Play Store and App Store — then watch me live! 📲

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",12,"01/05/2026 17:00",mixed,https://www.facebook.com/reel/1373359894569140/,1,0,Videos,,,,,Lifetime,916,330,50,44,2,4,14,14,,,,4020.058,5.742,0,0,0
122105765583185509,61585565286734,"JuanKada Star","Perfect talaga 🔥❤️",,0,"01/05/2026 18:51",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0339KfnrDaoVkzJaCtsLfDCzZVnuCzrNayQxUgNu1eSdKKA1xE6tMWrHaQu64ohrDel,0,1,Photos,,,,,Lifetime,255,112,9,5,1,3,2,1,1,,,,,,,
122105792577185509,61585565286734,"JuanKada Star","Trying the cutest trend 🥰

Kayo na lang kulang, Star Babies!Sumali din kayo 😁

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Trying the cutest trend 🥰

Kayo na lang kulang, Star Babies!Sumali din kayo 😁

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",6,"01/05/2026 22:00",N/A,https://www.facebook.com/reel/1420020165786870/,1,0,Videos,,,,,Lifetime,520,251,16,14,0,2,6,6,,,,1577.541,5.293,0,0,0
122105844945185509,61585565286734,"JuanKada Star","Food trip time! With Juankada Jedi and Marco 🥰

Kumain na rin ba kayo, Star Babies? ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Food trip time! With Juankada Jedi and Marco 🥰

Kumain na rin ba kayo, Star Babies? ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",12,"01/06/2026 03:00",mixed,https://www.facebook.com/reel/1374712500328362/,1,0,Videos,,,,,Lifetime,591,276,17,13,1,3,17,17,,,,3891.346,9.679,0,0,0
122105889177185509,61585565286734,"JuanKada Star","Senti muna! 

Star Babies, bagay ba sakin ang emote era? 🤣🤣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Senti muna! 

Star Babies, bagay ba sakin ang emote era? 🤣🤣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",16,"01/06/2026 06:56",N/A,https://www.facebook.com/reel/1977967359601304/,0,0,Reels,,,,,Lifetime,3501,920,186,142,38,6,87,87,,,,24643.942,10.17,0,,0
122106002685185509,61585565286734,"JuanKada Star","Beautiful Girls ✨️🫶","Shoutout to all my beautiful girls out there! ✨

Keep shining, queens! 💫

Like, follow & drop a ""💖"" if you feel this!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",21,"01/06/2026 17:25",N/A,https://www.facebook.com/reel/1239649934250454/,0,0,Videos,,,,,Lifetime,483,301,29,23,2,4,7,7,,,,3430.005,9.295,0,0,0
122106077259185509,61585565286734,"JuanKada Star","Follow na Star babies ✨️⭐️🫶🫰",,0,"01/07/2026 01:27",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0QhEXVbKR1ujiMoNiNubjVvLmdeEsM9Ef3t9dXS6i75FFMb59mes3byUCc6rauXNnl,0,1,Photos,,,,,Lifetime,162,84,7,5,0,2,1,1,,,,,,,,
122106091275185509,61585565286734,"JuanKada Star","Me, myself and I 🫶","Learning to love myself more every day ✨

You should too, Star Babies!⭐

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",17,"01/07/2026 03:02",N/A,https://www.facebook.com/reel/1933268847286240/,0,0,Videos,,,,,Lifetime,680,244,67,57,4,6,12,12,,,,3318.831,5.915,0,0,0
122106145635185509,61585565286734,"JuanKada Star","Eenie Meenie 🎶","You seem like the type to love ’em and leave ’e 🎶

Pero ako? Hindi ko kayo iiwan! Sama-sama tayo sa Color Game, kaya huwag palampasin ang saya!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies@",11,"01/07/2026 06:48",N/A,https://www.facebook.com/reel/1069929268595721/,0,0,Videos,,,,,Lifetime,287,196,25,21,1,3,11,11,,,,902.361,3.889,0,0,0
122106255369185509,61585565286734,"JuanKada Star","Hindi lang kami babae.

BABAE kami — may boses, may pangarap, may lakas. 

Drop a “⭐️” kung proud din kayong maging babae, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Hindi lang kami babae.

BABAE kami — may boses, may pangarap, may lakas. 

Drop a “⭐️” kung proud din kayong maging babae, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",29,"01/07/2026 17:00",mixed,https://www.facebook.com/reel/1636849521065349/,1,0,Videos,,,,,Lifetime,447,157,57,41,10,6,12,12,,,,2494.811,6.635,0,0,0
122106255501185509,61585565286734,"JuanKada Star","Follow Juan365 Studios for more updates ✨️⭐️🫰🫰",,0,"01/07/2026 17:00",N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid04Us35xEny93Ums2G7UqeZpQkxWrb88DQosYKrTzhBkMYmXoGhhQVoH2kPeBqBz7yl,0,1,Photos,,,,,Lifetime,182,84,7,7,0,0,8,7,1,,,,,,,
122106288531185509,61585565286734,"JuanKada Star","Sip, relax, repeat ☕💛

Kayo rin ba, Star babies, mahilig sa coffee?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Sip, relax, repeat ☕💛

Kayo rin ba, Star babies, mahilig sa coffee?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",25,"01/07/2026 22:00",mixed,https://www.facebook.com/reel/1196601555384497/,1,0,Videos,,,,,Lifetime,222,132,25,18,3,4,10,10,,,,1222.93,6.756,0,0,0
122106340647185509,61585565286734,"JuanKada Star","Some people leave, some people stay… pero ako... gutom lang ako 😂

Tara samgyup, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Some people leave, some people stay… pero ako... gutom lang ako 😂

Tara samgyup, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,"01/08/2026 03:01",mixed,https://www.facebook.com/reel/852659351107222/,1,0,Videos,,,,,Lifetime,477,166,23,19,1,3,8,8,,,,2229.227,5.913,0,0,0
