Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Negative feedback from users: Hide all,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Matched Audience Targeting Consumption (Video Click)
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝑮𝒐𝒐𝒅 𝒎𝒐𝒓𝒏𝒊𝒏𝒈, 𝑲𝒂-𝑪𝒉𝒐𝒐𝒛𝒊𝒏𝒆𝒔𝒔! ✨

Throwback Thursday? No no! Dito tayo sa 𝐋𝐢𝐯𝐞, 𝐂𝐨𝐥𝐨𝐫𝐠𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓. Catch us today from 6am to 2pm. Kasama Team Morning Juankada host Drae & Juankada Jedi 🩷💙💚

👉 Comment HERE kung present ka na at game na makilaro ⬇️

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #TeamMorning",,0,1/7/2026 15:22,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0UumY5ezvfDX7j9YBoNdbd8SumCSB7pJqZwZ2fbfe2QBKByrsJ326tKyUZEtD1TFVl,0,0,Photos,,,,,Lifetime,706,319,25,21,1,3,16,4,12,,,,,,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝑻𝑶𝑫𝑨𝒀’𝒔 𝑴𝑶𝑴𝑬𝑵𝑻: Balikan natin ang mga kaganapan kanina Juankada.,"𝑻𝑶𝑫𝑨𝒀’𝒔 𝑴𝑶𝑴𝑬𝑵𝑻: Balikan natin ang mga kaganapan kanina Juankada.

𝐓𝐡𝐞 𝐍𝐄𝐖𝐄𝐒𝐓 𝐆𝐀𝐌𝐄 𝐨𝐟𝐟𝐞𝐫𝐢𝐧𝐠 𝐨𝐟 𝐉𝐔𝐀𝐍𝟑𝟔𝟓, 𝐂𝐎𝐋𝐎𝐑𝐆𝐀𝐌𝐄 𝐋𝐈𝐕𝐄

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",23,1/7/2026 4:00,N/A,https://www.facebook.com/reel/1387801529495112/,0,0,Videos,,,,,Lifetime,198,158,19,17,2,0,3,3,,,,1176.013,7.686,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝐄𝐏𝟕: 𝐀𝐥𝐞𝐱𝐜𝐡𝐨𝐨𝐳𝐲 𝐚𝐬 𝐚 𝐒𝐢𝐧𝐠𝐞𝐫 🥰🤣,"𝐄𝐏𝟕: 𝐀𝐥𝐞𝐱𝐜𝐡𝐨𝐨𝐳𝐲 𝐚𝐬 𝐚 𝐒𝐢𝐧𝐠𝐞𝐫 🥰🤣

Smash that ❤️ if I made you smile! 😆✨

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #JuankadaVibes #GoodVibesOnly #AllInJuan #Juan365PH",128,1/7/2026 0:00,N/A,https://www.facebook.com/reel/1877206239567220/,0,0,Videos,,,,,Lifetime,167,120,22,11,11,0,6,6,,,,1426.251,11.595,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝐘𝐮𝐧𝐠 𝐬𝐢𝐧𝐚𝐩𝐢𝐚𝐧 𝐤𝐚 𝐧𝐢 𝐖𝐡𝐢𝐭𝐧𝐞𝐲 𝐇𝐨𝐮𝐬𝐭𝐨𝐧,"𝐘𝐮𝐧𝐠 𝐬𝐢𝐧𝐚𝐩𝐢𝐚𝐧 𝐤𝐚 𝐧𝐢 𝐖𝐡𝐢𝐭𝐧𝐞𝐲 𝐇𝐨𝐮𝐬𝐭𝐨𝐧

Tap that ♥️ and comment para hindi ka masapian! 

Music used belongs to its rightful owner. No copyright infringement intended.
#BreakTimeVibes #FeelingSinger #JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",58,1/6/2026 20:30,N/A,https://www.facebook.com/reel/1586408845814713/,0,0,Videos,,,,,Lifetime,250,160,22,15,6,1,14,14,,,,1844.207,9.267,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝐖𝐡𝐞𝐧 𝐛𝐨𝐫𝐞𝐝𝐨𝐦 𝐬𝐭𝐫𝐢𝐤𝐞𝐬 𝐝𝐮𝐫𝐢𝐧𝐠 𝐛𝐫𝐞𝐚𝐤 🤣,"𝐖𝐡𝐞𝐧 𝐛𝐨𝐫𝐞𝐝𝐨𝐦 𝐬𝐭𝐫𝐢𝐤𝐞𝐬 𝐝𝐮𝐫𝐢𝐧𝐠 𝐛𝐫𝐞𝐚𝐤 🤣

Tara, 𝐂𝐡𝐨𝐨𝐳𝐢𝐧𝐞𝐬𝐬, join the fun at Juan365! 🧡💙

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #BreakTimeFun #GoodVibesOnly #MakulayNaSaya",15,1/6/2026 18:00,N/A,https://www.facebook.com/reel/2116962832409436/,0,0,Videos,,,,,Lifetime,282,177,26,15,11,0,13,13,,,,1372.885,6.864,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝑮𝒐𝒐𝒅 𝒎𝒐𝒓𝒏𝒊𝒏𝒈, 𝑲𝒂-𝑪𝒉𝒐𝒐𝒛𝒊𝒏𝒆𝒔𝒔! ✨

Wednesday Energy! 𝐂𝐨𝐥𝐨𝐫𝐠𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓. Catch us today from 6am to 2pm. Kasama Team Morning Juankada host Drae and Juankada Jedi 🧡💙

👉 Comment HERE kung present ka na at game na makilaro ⬇️

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #TeamMorning",,0,1/6/2026 15:41,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid05Fyr7BQwFTYcEJ7wLdZA1FRMx2Gmc2qpKLgC4JRcvWxLNuU8H8HPdRAgRXXxzSshl,0,0,Photos,,,,,Lifetime,478,207,16,12,2,2,12,6,6,,,,,,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝐇𝐢𝐧𝐝𝐢 𝐦𝐚𝐰𝐚𝐰𝐚𝐥𝐚𝐧 𝐧𝐠 𝐩𝐚𝐠 𝐚𝐬𝐚 𝐤𝐚𝐩𝐚𝐠 𝐧𝐚𝐧𝐝𝐲𝐚𝐧 𝐤𝐚𝐲𝐨 𝐦𝐠𝐚 𝐊𝐚-𝐜𝐡𝐨𝐨𝐳𝐢𝐧𝐞𝐬,"𝐇𝐢𝐧𝐝𝐢 𝐦𝐚𝐰𝐚𝐰𝐚𝐥𝐚𝐧 𝐧𝐠 𝐩𝐚𝐠 𝐚𝐬𝐚 𝐤𝐚𝐩𝐚𝐠 𝐧𝐚𝐧𝐝𝐲𝐚𝐧 𝐤𝐚𝐲𝐨 𝐦𝐠𝐚 𝐊𝐚-𝐜𝐡𝐨𝐨𝐳𝐢𝐧𝐞𝐬

Click ♥️, mag-comment, at i-share para malaman rin ng iba!

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #GoodVibesOnly #SpreadTheLove #MakulayNaSaya #PositiveVibes",15,1/6/2026 3:00,N/A,https://www.facebook.com/reel/1180392924305002/,0,0,Videos,,,,,Lifetime,184,106,33,18,14,1,1,1,,,,819.863,7.129,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐁𝐞𝐬𝐭 𝐛𝐥𝐞𝐬𝐬𝐢𝐧𝐠 𝐰𝐞 𝐡𝐚𝐯𝐞 𝐢𝐬 𝐨𝐮𝐫 𝐌𝐨𝐦.

Always love and appreciate your parents, mga Ka-Chooziness! Date muna kami today! 😎✨

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #GoodVibesOnly #Blessed #LoveYourParents",,0,1/6/2026 0:06,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0qmVLqqqa3vKosJ2wBYB1BUnZ6g37g4QYsutRXAoycYr5tXnVbuTYwiAbsoJmuVgGl,0,0,Photos,,,,,Lifetime,641,288,34,26,7,1,36,21,15,,,,,,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"It's your Juankada, 𝐀𝐥𝐞𝐱𝐜𝐡𝐨𝐨𝐳𝐲! Ang inyong 𝐇𝐎𝐒𝐓 na 𝐖𝐈𝐓𝐓𝐘 at magbibigay ng 𝐒𝐖𝐄𝐑𝐓𝐘. 😎✨","It's your Juankada, 𝐀𝐥𝐞𝐱𝐜𝐡𝐨𝐨𝐳𝐲! Ang inyong 𝐇𝐎𝐒𝐓 na 𝐖𝐈𝐓𝐓𝐘 at magbibigay ng 𝐒𝐖𝐄𝐑𝐓𝐘. 😎✨

Leave a ♥️ and Follow para swertehin kana!!

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #KaChooziness #FunVibes #HostWithTheMost",18,1/5/2026 22:05,N/A,https://www.facebook.com/reel/1406266457901282/,0,0,Videos,,,,,Lifetime,209,162,11,10,0,1,5,5,,,,751.166,4.196,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐌𝐚𝐢𝐭𝐢𝐦. 𝐌𝐚𝐝𝐢𝐥𝐢𝐦. 𝐓𝐚𝐫𝐚,𝐤𝐮𝐥𝐚𝐲𝐚𝐧 𝐧𝐚𝐭𝐢𝐧! 🎨✨

Sama sama tayo sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐜𝐨𝐥𝐨𝐫𝐠𝐚𝐦𝐞 𝐥𝐢𝐯𝐞 mga Ka-Chooziness! 🧡💙

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #MakulayNaSaya #GoodVibesOnly",,0,1/5/2026 18:33,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02nojFUxQA7DfzQYVZwRbV2gQYL1c6JCJWSehKu9Ewx15nYpq9NSiNySbD8j7W4f8l,0,0,Photos,,,,,Lifetime,602,257,25,18,6,1,18,13,5,,,,,,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝑮𝒐𝒐𝒅 𝒎𝒐𝒓𝒏𝒊𝒏𝒈, 𝑲𝒂-𝑪𝒉𝒐𝒐𝒛𝒊𝒏𝒆𝒔𝒔! ✨

First Tuesday of 2026! Simulan na natin ang good vibes at saya dito sa 𝐂𝐨𝐥𝐨𝐫𝐠𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓. Catch us today from 6am to 2pm. Kasama Team Morning Juankada host Drae, Juankada Jedi at Juankada Papa Joe 💛

👉 Comment HERE kung present ka na at game na makilaro ⬇️

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #TeamMorning #YellowTeam",,0,1/5/2026 14:51,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02Hq4pEy8BcTt1cP7VZdJ38BChho9yyH39kK1tJiUDHH7HKzvAr21yYCSCj34z35qyl,0,0,Photos,,,,,Lifetime,510,221,20,19,0,1,30,13,17,,,,,,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝐄𝐏𝟔: 𝐏𝐚𝐬𝐢𝐠 𝐑𝐢𝐯𝐞𝐫 𝐄𝐬𝐩𝐥𝐚𝐧𝐚𝐝𝐞 𝐅𝐨𝐨𝐝 𝐓𝐫𝐢𝐩!,"𝐄𝐏𝟔: 𝐏𝐚𝐬𝐢𝐠 𝐑𝐢𝐯𝐞𝐫 𝐄𝐬𝐩𝐥𝐚𝐧𝐚𝐝𝐞 𝐅𝐨𝐨𝐝 𝐓𝐫𝐢𝐩!

Street food, food trip, at solid vibes by the river 😋🌆

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #EP6 #PasigRiverEsplanade #FoodTrip",48,1/5/2026 4:00,N/A,https://www.facebook.com/reel/813605525063570/,0,0,Videos,,,,,Lifetime,554,179,14,13,1,0,5,5,,,,2650.394,5.556,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐑𝐞𝐬𝐭𝐝𝐚𝐲 𝐯𝐢𝐛𝐞𝐬! 𝐂𝐡𝐢𝐥𝐥, 𝐫𝐞𝐜𝐡𝐚𝐫𝐠𝐞, 𝐫𝐞𝐩𝐞𝐚𝐭","𝐑𝐞𝐬𝐭𝐝𝐚𝐲 𝐯𝐢𝐛𝐞𝐬! 𝐂𝐡𝐢𝐥𝐥, 𝐫𝐞𝐜𝐡𝐚𝐫𝐠𝐞, 𝐫𝐞𝐩𝐞𝐚𝐭

Tap that ♥️ and follow for more good vibes!

#RestdayVibes #SelfCareMode #JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",15,1/5/2026 3:00,N/A,https://www.facebook.com/reel/1943718866541335/,0,0,Videos,,,,,Lifetime,204,145,14,12,2,0,0,,,,,2099.208,13.286,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐄𝐏𝟓: 𝐆𝐞𝐭𝐭𝐢𝐧𝐠 𝐭𝐨 𝐤𝐧𝐨𝐰 𝐀𝐥𝐞𝐱𝐜𝐡𝐨𝐨𝐳𝐲

Leave a ♥️ and comment kung sino ang Idol mo sa kanila? 

#EP5 #Alexchoozy #AskMeAnything #JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes","𝐄𝐏𝟓: 𝐆𝐞𝐭𝐭𝐢𝐧𝐠 𝐭𝐨 𝐤𝐧𝐨𝐰 𝐀𝐥𝐞𝐱𝐜𝐡𝐨𝐨𝐳𝐲

Leave a ♥️ and comment kung sino ang Idol mo sa kanila? 

#EP5 #Alexchoozy #AskMeAnything #JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",124,1/4/2026 19:18,N/A,https://www.facebook.com/reel/2089367851838118/,0,0,Videos,,,,,Lifetime,171,122,17,16,1,0,7,7,,,,1613.508,11.777,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"Good morning, Ka-Chooziness! ✨

Simula na ang good vibes at saya today dito sa Juan365 Colorgame Live. Catch us today from 6am to 2pm. Kasama sina Juankada Papa Joe, Juankada Jedi at JuanKada Star.

👉 Comment HERE kung present ka na at game na makilaro ⬇️

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",,0,1/4/2026 15:03,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0CabBtPTnbHCDG1JoGQeqD7CCZFVEkZFh9HSBvv2vrVqJMUZFTnZp2q3ruLpEmCaZl,0,0,Photos,,,,,Lifetime,911,397,32,26,2,4,34,16,18,,,,,,,,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,BACK TO WORK,"Tama na ang gala, back to ipon tayo. Monday na bukas, WORK na tayo ulit! Choozy paba??? 🤣 See you all tomorrow mga juankada!

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",29,1/4/2026 6:32,N/A,https://www.facebook.com/reel/742473622254065/,0,0,Videos,,,,,Lifetime,164,115,17,15,1,1,3,3,,,,769.87,5.788,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐆𝐮𝐬𝐭𝐨 𝐚𝐰𝐚𝐲!! 𝐊𝐚𝐢𝐧 𝐚𝐲𝐚𝐰? Aba, all in sa saya! 🎉","𝐆𝐮𝐬𝐭𝐨 𝐚𝐰𝐚𝐲!! 𝐊𝐚𝐢𝐧 𝐚𝐲𝐚𝐰? Aba, all in sa saya! 🎉

Tara na, Ka-Chooziness, mag-enjoy tayo! 🧡💙

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #MakulayNaSaya #FunMode",29,1/4/2026 2:00,N/A,https://www.facebook.com/reel/2231752854250733/,0,0,Videos,,,,,Lifetime,224,157,30,24,6,0,20,20,,,,1382.402,7.99,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,"𝐋𝐞𝐭’𝐬 𝐝𝐚𝐧𝐜𝐞 𝐚𝐧𝐝 𝐞𝐧𝐣𝐨𝐲, 𝐊𝐚-𝐂𝐡𝐨𝐨𝐳𝐢𝐧𝐞𝐬𝐬","𝐋𝐞𝐭’𝐬 𝐝𝐚𝐧𝐜𝐞 𝐚𝐧𝐝 𝐞𝐧𝐣𝐨𝐲, 𝐊𝐚-𝐂𝐡𝐨𝐨𝐳𝐢𝐧𝐞𝐬𝐬!

Hit ❤️ kung ready ka na sa good vibes! ✨

 #JuankadaVibes #GoodVibesOnly #FeelTheVibes #DanceMode #JuankadaAlexchoozy #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",15,1/3/2026 23:04,N/A,https://www.facebook.com/reel/1531720057942254/,0,0,Videos,,,,,Lifetime,342,235,23,20,3,0,31,31,,,,2082.351,8.329,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,𝑺𝑼𝑵𝑫𝑨𝒀 𝒊𝒔 💚,"𝑺𝑼𝑵𝑫𝑨𝒀 𝒊𝒔 💚

Let’s make our SUNDAY a fruitful JUAN! Inhale, exhale at bukas, BACK to WORK na! Kayod na tayo ulit! See you tom mga ka-chooziness! All in JUAN sa SAYA ang everyJUAN! 🥰

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",34,1/3/2026 19:16,N/A,https://www.facebook.com/reel/1882152469077005/,0,0,Videos,,,,,Lifetime,130,99,12,12,0,0,5,5,,,,668.364,5.914,0,0,0,
1.22111E+17,6.15843E+13,Juankada Alexchoozy,COLORGAME ❤️💚🩷🤍💙💛,"Ka-chooziness! It’s a COLORFUL SUNDAY! Ano sa tingen mo ang KULAY that best describes you? Pakulitan tayo ng sagot!

TARA! Magtawanan tayo 🤣

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",36,1/3/2026 16:00,N/A,https://www.facebook.com/reel/1359256842547950/,0,0,Videos,,,,,Lifetime,135,96,14,13,0,1,4,4,,,,672.385,5.95,0,0,0,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"Ka-Chooziness! 6 colors, 1 choice anong trip mo ngayon?

Alin sa kulay ang swak sa feelings mo tonight? I-Comment na yan at piliin natin ang pinaka nakakatawang sagot o hugot? 🤣

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes #ColorTrip #PinakaNakakatawa #CommentGame #FunVibes #TrendingNow",,0,1/3/2026 6:19,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid029RfKME6vTh9VgJwgVv4Abu3aKBqea7Bj3nxzGyLEpeLTRGimEeDjhsH3F2kYcYhYl,0,0,Photos,,,,,Lifetime,525,242,22,17,2,3,13,2,11,,,,,,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,NANDITO AKO 🥰,"“Ngunit ganun pa man, nais kong malaman mo, Ang puso kong ito’y para lang sayo”

Sabado-Oke tayo Juankada, sa Lunes, kakantahan ko ulit kayo. Miss you all 🥰

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",41,1/3/2026 0:31,N/A,https://www.facebook.com/reel/1446191056864412/,0,0,Videos,,,,,Lifetime,231,159,20,17,2,1,5,5,,,,1505.165,8.455,0,0,0,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"Hi Juankada, today is my restday pero di tayo titigil to give FUN and SHARE our Talent to everyJUAN. Sharing you some clips from my Hosting Gig. See you all on Monday 🥰 

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes","Hi Juankada, today is my restday pero di tayo titigil to give FUN and SHARE our Talent to everyJUAN. Sharing you some clips from my Hosting Gig. See you all on Monday 🥰 

#JuankadaAlexchoozy  #CommentYourThoughts #TagAFriend #Followme #KaChooziness! #Juan365 #AllInJuanSaSaya #Juan365Studios #SweetEnergy #DailyBeautyVibes",78,1/2/2026 18:50,N/A,https://www.facebook.com/reel/962830533003582/,0,0,Videos,,,,,Lifetime,226,138,32,22,9,1,8,8,,,,1936.552,10.64,0,0,0,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,Juankada Alexchoozy updated his cover photo.,,0,1/2/2026 18:39,N/A,https://www.facebook.com/photo.php?fbid=122110408779144249&set=a.122095215045144249&type=3,0,0,Photos,,,,,Lifetime,2,1,26,24,2,0,0,,,,,,,,,,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"𝗙𝗶𝗿𝘀𝘁 𝗧𝗚𝗜𝗙 𝗳𝗼𝗿 𝟮𝟬𝟮𝟲! Let’s make this day 𝐂𝐎𝐋𝐎𝐑𝐅𝐔𝐋 and 𝐖𝐎𝐍𝐃𝐄𝐑𝐅𝐔𝐋 🥰🌈

Catch me here in 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 from 6AM–2PM! See you, mga Ka-Chooziness 🧡💙

#TGIF2026 #ColorGameLive #Juan365PH #KaChooziness #JuankadaVibes #ColorfulDay #AllInJuanLive #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness","𝗙𝗶𝗿𝘀𝘁 𝗧𝗚𝗜𝗙 𝗳𝗼𝗿 𝟮𝟬𝟮𝟲! Let’s make this day 𝐂𝐎𝐋𝐎𝐑𝐅𝐔𝐋 and 𝐖𝐎𝐍𝐃𝐄𝐑𝐅𝐔𝐋 🥰🌈

Catch me here in 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 from 6AM–2PM! See you, mga Ka-Chooziness 🧡💙

#TGIF2026 #ColorGameLive #Juan365PH #KaChooziness #JuankadaVibes #ColorfulDay #AllInJuanLive #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness",29,1/1/2026 20:01,N/A,https://www.facebook.com/reel/1170557828398733/,0,0,Videos,,,,,Lifetime,186,135,11,11,0,0,5,5,,,,927.431,6.022,0,0,0,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"Muli nating balikan ang makulay at masayang 𝑪𝒐𝒍𝒐𝒓 𝑮𝒂𝒎𝒆 kahapon! Isang solid na simula para sa unang araw ng 2026. Salamat Juankada sa walang kupas na saya at energy! 💖🔥

Comment kung nanuod ka | ❤️ React kung ready ulit!

#Juan365PH #ColorGame #JuankadaVibes #2026Start #AllInJuanLive #ColorfulDay #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness","Muli nating balikan ang makulay at masayang 𝑪𝒐𝒍𝒐𝒓 𝑮𝒂𝒎𝒆 kahapon! Isang solid na simula para sa unang araw ng 2026. Salamat Juankada sa walang kupas na saya at energy! 💖🔥

Comment kung nanuod ka | ❤️ React kung ready ulit!

#Juan365PH #ColorGame #JuankadaVibes #2026Start #AllInJuanLive #ColorfulDay #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness",55,1/1/2026 18:40,N/A,https://www.facebook.com/reel/2236221213568818/,0,0,Videos,,,,,Lifetime,184,119,13,12,0,1,3,3,,,,1189.844,7.578,0,0,0,
1.2211E+17,6.15843E+13,Juankada Alexchoozy,"𝐉𝐮𝐚𝐧𝟑𝟔𝟓 : 𝟏𝐬𝐭 𝐝𝐚𝐲 𝐨𝐟 𝟑𝟔𝟓 𝐝𝐚𝐲𝐬 (𝟏/𝟑𝟔𝟓)

Mga juankada at ka-chooziness! Sabay-sabay nating simulan paikutin ang ating kapalaran. Let’s start 2026 with full of Fun, Excitement and Good Vibes! 😎 

👉 Let’s make our lives 𝑪𝑶𝑳𝑶𝑹𝑭𝑼𝑳. 𝑫𝒐𝒖𝒃𝒍𝒆 𝒕𝒉𝒆 𝑭𝒖𝒏, 𝑻𝒓𝒊𝒑𝒍𝒆 𝒕𝒉𝒆 𝑬𝒙𝒄𝒊𝒕𝒆𝒎𝒆𝒏𝒕 with 𝑪𝑶𝑳𝑶𝑹𝑮𝑨𝑴𝑬 𝑳𝑰𝑽𝑬 only in 𝑱𝑼𝑨𝑵365.

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness! #1of365 #NewBeginnings #GoodVibesOnly #DayOne #FreshStart #TrendingNow",,0,12/31/2025 21:06,N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02swxGfJvRfmB83jmszTchz2jPfpJSdbxd3r35AULNStknwxD5pz7BYCwYtWCSsRHel,0,0,Photos,,,,,Lifetime,1098,426,24,22,1,1,11,10,1,,,,,,,,
