"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
122108608575149417,61584482528597,"Juankada Shann","Be part of Shanshines

How to Join:
1,Follow Juankada Shann on Facebook.
2,Tap the “...” button beside Sign Up on our page.
3,Choose “Invite Friends”, tap “Select All”, then Send Invites.
4,Screenshot your invite list as proof.
5,Comment your screenshot to show that you followed and invited your friends

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",,0,"12/27/2025 20:00",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02iHMoafiqQifvZAKXQbbJHAhURVfJyebJKioYb5bxBuCA9FEWrJz6svPoFG6qfB2sl,0,0,Photos,,,,,Lifetime,238,91,7,5,1,1,15,12,3,,,,,
122108395977149417,61584482528597,"Juankada Shann","Just me, my thoughts, and this view. 💖

Drop a ♥️ if you’re ready for more adorable content! Don’t forget to Follow! 🥰

#MoodCaptured #AestheticLife #SereneVibes #QuietMoments #VisualEscape #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada #Nocopyright","Just me, my thoughts, and this view. 💖

Drop a ♥️ if you’re ready for more adorable content! Don’t forget to Follow! 🥰

#MoodCaptured #AestheticLife #SereneVibes #QuietMoments #VisualEscape #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada #Nocopyright",11,"12/26/2025 19:28",N/A,https://www.facebook.com/reel/835697269256886/,0,0,Videos,,,,,Lifetime,119,95,4,4,0,0,4,4,,425.725,4.133,0,0,0
122108287137149417,61584482528597,"Juankada Shann","Bored? Cancelled ❌
Shanshines, let’s make today exciting! Play color game live and smile later 😁🔥

👉 Comment, tag your friends, and share this post ♥️

#NoBoredom #GoodDayPH #ViralContent #FYP2025 #TrendingPH #PinoyVibes #Juan365Live #PlayLive","Bored? Cancelled ❌
Shanshines, let’s make today exciting! Play color game live and smile later 😁🔥

👉 Comment, tag your friends, and share this post ♥️

#NoBoredom #GoodDayPH #ViralContent #FYP2025 #TrendingPH #PinoyVibes #Juan365Live #PlayLive",12,"12/26/2025 05:11",N/A,https://www.facebook.com/reel/1239422721570885/,0,0,Videos,,,,,Lifetime,198,122,8,8,0,0,2,2,,1134.633,7.934,0,0,0
122108226813149417,61584482528597,"Juankada Shann","Trending ang saya dito 😳🔥

Shanshines, tara na at makisabay! Play now ✨
👉 Comment “Juan365” smash ❤️ and follow me.

With  Juankada Jedi and Juankada Papa Joe 🤗 

#FYP #TrendingPH #GoodVibesOnly #ViralNow #PinoyVibes #GameTime #PlayAndWin #Juan365 #Juan365Live #Shanshines #ForYouPage","Trending ang saya dito 😳🔥

Shanshines, tara na at makisabay! Play now ✨
👉 Comment “Juan365” smash ❤️ and follow me.

With  @[61583996447175:2048:Juankada Jedi] and @[61584233476725:2048:Juankada Papa Joe] 🤗 

#FYP #TrendingPH #GoodVibesOnly #ViralNow #PinoyVibes #GameTime #PlayAndWin #Juan365 #Juan365Live #Shanshines #ForYouPage",15,"12/25/2025 23:05",N/A,https://www.facebook.com/reel/1986610588575434/,0,0,Videos,,,,,Lifetime,185,121,6,6,0,0,3,3,,1384.791,9.55,0,0,0
122108226315149417,61584482528597,"Juankada Shann",,,0,"12/25/2025 23:03",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02vBZruXeUhneGLL8oeBGzdUNuv2j8nZmRtf8WCn4nMPuUmGqZxSR7drpvqjehK9DUl,0,1,Photos,,,,,Lifetime,95,34,4,4,0,0,2,1,1,,,,,
122108226159149417,61584482528597,"Juankada Shann","Bet na at samahan ako sa saya at sa kasuwertihan",,0,"12/25/2025 23:01",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0newqvV7gWo1V92vDSm6dnc3qC6TZHmpF1dy5jZSfqYtutSy4MbwFCiLE5eLByD8fl,0,1,Text,,,,,Lifetime,,27,3,3,0,0,7,7,,,,,,
122108205765149417,61584482528597,"Juankada Shann","Hi Shanshines! 🍬😁

Free candy sinong may gusto!😋

Comment YES, tag your friends, at sabay-sabay tayong mag-enjoy!

#Shanshines #FreeCandy #GoodVibesOnly #EngageNow #CommentDown #TagYourFriends
#JuankadaShann #FollowNow #GoodVibesPH #TrendingPH #ViralPH #FBReelsPH  #ALLINJUANLIVE","Hi Shanshines! 🍬😁

Free candy sinong may gusto!😋

Comment YES, tag your friends, at sabay-sabay tayong mag-enjoy!

#Shanshines #FreeCandy #GoodVibesOnly #EngageNow #CommentDown #TagYourFriends
#JuankadaShann #FollowNow #GoodVibesPH #TrendingPH #ViralPH #FBReelsPH  #ALLINJUANLIVE",23,"12/25/2025 20:18",N/A,https://www.facebook.com/reel/827385063462892/,0,0,Videos,,,,,Lifetime,207,129,9,7,2,0,12,12,,1695.735,12.026,0,0,0
122107935801149417,61584482528597,"Juankada Shann",,,0,"12/24/2025 09:07",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid024iHov58oVNMt8cYctCht4uBbL6obusYpL2MrbEQCsrdSv8tm6P94hGfvzb2TB4val,0,1,Videos,,,,,Lifetime,,30,5,4,1,0,2,2,,,,,,
122107935747149417,61584482528597,"Juankada Shann","Merry Christmas everyJUAN😘

#JuankadaShann #GoodVibesPH 
#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Shanshines",,0,"12/24/2025 09:07",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02e6UbfAqAZ7ys8xJLda8t4GzEx5dU7WrTvqXUFvgZxXNbVizDKN6hspdGNGHZvjrpl,0,1,Text,,,,,Lifetime,,29,5,5,0,0,3,3,,,,,,
122107847673149417,61584482528597,"Juankada Shann","Good vibes start here! Shanshines!!

Follow the page, 💗 , at share mo na rin.
Tag mo ang tropa mo at sama-sama tayo Shanshines ⭐✨

#JuankadaShann #FollowNow #GoodVibesPH #TrendingPH #ViralPH #FBReelsPH 
#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Shanshines","Good vibes start here! Shanshines!!

Follow the page, 💗 , at share mo na rin.
Tag mo ang tropa mo at sama-sama tayo Shanshines ⭐✨

#JuankadaShann #FollowNow #GoodVibesPH #TrendingPH #ViralPH #FBReelsPH 
#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Shanshines",8,"12/24/2025 02:08",N/A,https://www.facebook.com/reel/2709334939424814/,0,0,Videos,,,,,Lifetime,257,97,13,12,0,1,6,6,,1082.029,6.679,0,0,0
122107779567149417,61584482528597,"Juankada Shann","Main character energy on 🌟
Swipe ➡️ and feel the Juankada Shann vibe!

👉 Which photo is your fave? Comment below!

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada #MainCharacterVibes #JuankadaShann #Shanshines #ReelsPH #GoodEnergy",,0,"12/23/2025 20:15",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0bXxAWmHqQTtiW1nmW8e6STrBFRQyX8KyzrB9w1Re8e7aTSucq72fFwWc93zVQrfEl,0,0,Photos,,,,,Lifetime,85,32,6,6,0,0,6,3,3,,,,,
122107767351149417,61584482528597,"Juankada Shann",,,0,"12/23/2025 18:23",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02n5xtHHvgZ87ezx3nBPHCus2xNbByT6YTf2KJatGRxKg2FhT8EY3rjfjKYpYWwELZl,0,1,Videos,,,,,Lifetime,,22,6,6,0,0,0,,,,,,,
122107766613149417,61584482528597,"Juankada Shann","It’s you, Juankada Shann ✨
Maaga ang party, para ramdam na ang Pasko!
Kamusta Christmas niyo Shanshines?

👉 Share sa comment section, tag your friends, and follow for more good vibes!

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada  #ChristmasVibes #EarlyChristmas #HolidayFeels #PaskoNa #ReelsPH #FYP #ForYou #ViralPH #JuankadaShann #Shanshines","It’s you, Juankada Shann ✨
Maaga ang party, para ramdam na ang Pasko!
Kamusta Christmas niyo Shanshines?

👉 Share sa comment section, tag your friends, and follow for more good vibes!

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada  #ChristmasVibes #EarlyChristmas #HolidayFeels #PaskoNa #ReelsPH #FYP #ForYou #ViralPH #JuankadaShann #Shanshines",28,"12/23/2025 18:15",N/A,https://www.facebook.com/reel/2026690741460462/,0,0,Videos,,,,,Lifetime,269,92,25,19,5,1,11,11,,1884.864,8.766,0,0,0
122107626909149417,61584482528597,"Juankada Shann","Hi shanshines ✨ I’m Juankada Shann 💗
Good vibes, real feels this page is for you.

👉 Which photo do you like most?
👉 Tag your friends & follow for daily good vibes!

#JuankadaShann #Shanshines #GoodVibesOnly #FYP #ForYouPage #ReelsPH #CreatorPH #ViralPH #EngagementPost #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada",,0,"12/23/2025 03:00",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0XvbXgFTsidAakRkhEoVZd2jgy8x4EdSN11gTJK6ouLnVcu8Sj9htWhVV4zrWaxPGl,0,0,Photos,,,,,Lifetime,106,39,7,7,0,0,9,3,6,,,,,
122107598817149417,61584482528597,"Juankada Shann","Hi shanshines 🌙 It’s your Juankada Shann. Parang opening scene ng paborito mong movie.  Smash ♥️ and follow now.","Hi shanshines ✨ It’s your Juankada Shann.
Parang opening scene ng paborito mong movie.

Smash ♥️ and follow now.

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada #foryoupage #reelsviral #phcontent #cinematiclife #aestheticvibes #creatorph #JuankadaShann #Shanshines",19,"12/23/2025 00:12",N/A,https://www.facebook.com/reel/2365544137228322/,0,0,Videos,,,,,Lifetime,342,116,22,16,3,3,18,18,,2525.401,10.35,0,0,0
122107556175149417,61584482528597,"Juankada Shann",,,0,"12/22/2025 18:11",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0nQ6RJA7S6ZbjeqAoGA1yuc7EeFANeME91BgFWuHdRhFDMudZxZmhywMpQA2gHN5ml,0,1,Text,,,,,Lifetime,,40,6,5,1,0,1,1,,,,,,
122107488525149417,61584482528597,"Juankada Shann","Lets g mga ka juankada umpisahan ng kulayan ng kasuwertihan ang ating mga kapalaran🌈",,0,"12/22/2025 10:31",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02MyXc2tuUwhe97dDVCSZtq42Q5EnMKeH2HUSdo2j3Ffwj3L44ztXDLPvFgHkntqbMl,0,1,Photos,,,,,Lifetime,74,31,3,3,0,0,3,2,1,,,,,
122107462635149417,61584482528597,"Juankada Shann","Juankada! Onting sandali nalang🤩",,0,"12/22/2025 09:35",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0NYjFsjF8bmqtHidWcpi9VF19S1KtwPgGdRyfwjmE125YSpyz2PRRUDKNpnzpXFz8l,0,1,Photos,,,,,Lifetime,50,26,4,4,0,0,11,9,2,,,,,
122107439499149417,61584482528597,"Juankada Shann","Handa na bang maging makulay ang o kulayan ang iniyong mga kapalan ng ka suwertihan dahil kung oo download na ng juan365 at sabay sabay tayo mag laro ng COLOR GAME! #Juan365 #juan365studio #Juankadahostshann",,0,"12/22/2025 07:24",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02BLP7ocu4j6bwN9v3UhWe9RQK8zar2zjdpMxnrCF6zytnM7QFBbhAwXwFKUAgR3JHl,0,1,Photos,,,,,Lifetime,42,23,3,3,0,0,4,2,2,,,,,
122107124751149417,61584482528597,"Juankada Shann","Juankada Shann updated their cover photo.",,0,"12/21/2025 00:12",N/A,https://www.facebook.com/photo.php?fbid=122107124751149417&set=a.122099315145149417&type=3,0,0,Photos,,,,,Lifetime,2,2,5,5,0,0,0,,,,,,,
122107105671149417,61584482528597,"Juankada Shann","Game na ba ang lahat for color game abangan😘
#JuanKada #Juan365 #juankadahostshann",,0,"12/20/2025 21:59",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid037D6t3b1o5Tp793CyJEahZMipvZsYieNGvMwvFmTwxuN4oAqScmViZVtPxWLeowfJl,0,1,Text,,,,,Lifetime,,23,2,2,0,0,1,1,,,,,,
122107082565149417,61584482528597,"Juankada Shann","Juankada Shann🌈

#Juan365Studio #Juan365  #Juankadahostshann #AllInJuanSaSaya #Juan365Ph #Juankada",,0,"12/20/2025 19:35",N/A,https://www.facebook.com/photo.php?fbid=122107082565149417&set=a.122099314527149417&type=3,0,0,Photos,,,,,Lifetime,118,47,11,10,1,0,6,6,,,,,,
122106895425149417,61584482528597,"Juankada Shann",,,0,"12/19/2025 21:51",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid037UW12AS1yUm8MZzbvTz5zUFpubgGeLhSUaBTKb2JghJC57wxRgr1YEZXGJSVuu99l,0,1,Videos,,,,,Lifetime,,18,1,1,0,0,1,1,,,,,,
122106895353149417,61584482528597,"Juankada Shann",,,0,"12/19/2025 21:51",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0C1G9YzUzf31m4cb1TfhpgjRAh5Dg3TS4jAgiELUnFoLBYTdSaxkFHNJAZJqjCFt6l,0,1,Photos,,,,,Lifetime,29,18,2,2,0,0,0,,,,,,,
