Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Link Clicks,Negative feedback from users: Hide all,Negative feedback from users: Hide
1.22189E+17,6.15615E+13,JUANKada Host Ikay,"Ready na ‘ko sa saya at swerte! Join na sa Color Game live, Kikays! 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,2/15/2026 21:36,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0QCkjpLS5QV2iYZhQxJBkr2532aSUcVMg3SPfaxazDgtzF17f77bgnmUrrNHTEJ6Pl,0,0,Photos,,,,,Lifetime,854,353,30,23,7,0,92,68,24,0,,,,,,,,
1.22189E+17,6.15615E+13,JUANKada Host Ikay,#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays,#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays,15,2/15/2026 3:28,N/A,https://www.facebook.com/reel/928548366531327/,0,0,Videos,,,,,Lifetime,321,189,25,23,2,0,23,,23,0,2192.521,9.701,0,0,0,,,
1.22189E+17,6.15615E+13,JUANKada Host Ikay,"Looking so sweet 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Looking so sweet 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/14/2026 20:42,N/A,https://www.facebook.com/reel/2025623075028589/,0,0,Videos,,,,,Lifetime,1066,328,59,42,7,10,19,,19,0,4646.141,5.537,0,0,0,,,
1.22189E+17,6.15615E+13,JUANKada Host Ikay,"❤️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","❤️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/14/2026 3:35,N/A,https://www.facebook.com/reel/1673548960747318/,0,0,Videos,,,,,Lifetime,361,212,31,27,3,1,16,,16,0,2246.971,8.642,0,0,0,,,
1.22189E+17,6.15615E+13,JUANKada Host Ikay,"💅

How’s your week, Kikays? Comment mo na yan below! 👇

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","💅

How’s your week, Kikays? Comment mo na yan below! 👇

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",17,2/13/2026 21:19,N/A,https://www.facebook.com/reel/1298377039011848/,0,0,Videos,,,,,Lifetime,889,270,39,35,3,1,15,,15,0,5973.892,9.437,0,0,0,,,
1.22189E+17,6.15615E+13,JUANKada Host Ikay,"Outfit check: clean, classy, and a little main character energy 😘

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Outfit check: clean, classy, and a little main character energy 😘

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,2/13/2026 3:40,N/A,https://www.facebook.com/reel/2230998657423777/,0,0,Videos,,,,,Lifetime,1151,356,66,56,3,7,36,,36,0,6443.3,7.272,0,0,0,,,
1.22189E+17,6.15615E+13,JUANKada Host Ikay,"Can I be your valentine? 💝 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Can I be your valentine? 💝 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/12/2026 22:53,N/A,https://www.facebook.com/reel/1648613956308946/,0,0,Videos,,,,,Lifetime,1375,383,38,25,3,10,24,,24,0,3339.859,2.99,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Eya eya 🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Eya eya 🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",19,2/12/2026 2:57,N/A,https://www.facebook.com/reel/1587521662395224/,0,0,Videos,,,,,Lifetime,702,343,42,34,5,3,29,,29,0,3691.486,6.487,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Do it how you do it and walk it out! 💋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Do it how you do it and walk it out! 💋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",30,2/11/2026 22:36,N/A,https://www.facebook.com/reel/1641931436814846/,0,0,Videos,,,,,Lifetime,629,221,45,42,2,1,15,,15,0,4199.958,8.03,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"💙 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","💙 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/11/2026 2:40,N/A,https://www.facebook.com/reel/24894487450227208/,0,0,Videos,,,,,Lifetime,813,326,53,49,2,2,25,,25,0,4715.701,7.266,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Miss Independent it is! 💅

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Miss Independent it is! 💅

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",27,2/10/2026 20:09,N/A,https://www.facebook.com/reel/910307121857004/,0,0,Videos,,,,,Lifetime,849,288,54,47,6,1,36,,36,0,6957.583,10.277,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Baby shake it if you got it 😘

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Baby shake it if you got it 😘

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/10/2026 2:33,N/A,https://www.facebook.com/reel/3876960919104712/,0,0,Videos,,,,,Lifetime,957,284,73,63,9,1,44,,44,0,5812.549,8.268,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Game ka na ba? Join na sa Color Game LIVE!

Tap in at subukan ang swerte mo! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Game ka na ba? Join na sa Color Game LIVE!

Tap in at subukan ang swerte mo! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",22,2/9/2026 19:09,N/A,https://www.facebook.com/reel/1586573722465069/,0,0,Videos,,,,,Lifetime,1032,281,65,55,7,3,33,,33,0,8024.234,10.183,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Soft girl vibes lang 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Soft girl vibes lang 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/9/2026 2:31,N/A,https://www.facebook.com/reel/1170309945175228/,0,0,Videos,,,,,Lifetime,1068,287,58,53,4,1,17,,17,0,7650.229,10.079,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Sand, sea, and a quiet reset 🌴

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Sand, sea, and a quiet reset 🌴

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",21,2/8/2026 19:00,N/A,https://www.facebook.com/reel/1442640640795262/,1,0,Videos,,,,,Lifetime,946,400,70,65,4,1,48,,48,0,5994.279,8.035,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Lets take it slowly 🫣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Lets take it slowly 🫣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/8/2026 3:06,N/A,https://www.facebook.com/reel/2151363275641560/,0,0,Videos,,,,,Lifetime,757,305,55,52,2,1,17,,17,0,3781.812,6.08,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"LF kasama sa beach 🥺

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","LF kasama sa beach 🥺

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",18,2/7/2026 19:00,N/A,https://www.facebook.com/reel/2219405752129641/,1,0,Videos,,,,,Lifetime,724,329,53,50,2,1,29,,29,0,4177.732,7.165,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Can you be my big guy?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Can you be my big guy?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",12,2/7/2026 2:33,uploaded,https://www.facebook.com/reel/3235295393317978/,0,0,Videos,,,,,Lifetime,1904,512,95,83,6,6,136,,136,0,12345.396,10.506,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"I-heart niyo ’to kung gusto niyo akong humarap 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","I-heart niyo ’to kung gusto niyo akong humarap 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",20,2/6/2026 19:01,N/A,https://www.facebook.com/reel/1469733324493375/,1,0,Videos,,,,,Lifetime,1490,457,80,71,7,2,67,,67,0,11626.708,11.277,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Twinning with Juankada Host Sabbie! 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Twinning with Juankada Host Sabbie! 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/6/2026 2:39,N/A,https://www.facebook.com/reel/763771716307540/,0,0,Videos,,,,,Lifetime,807,537,36,32,4,0,27,,27,0,5747.363,9.807,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Take me on a date? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Take me on a date? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",13,2/5/2026 19:00,N/A,https://www.facebook.com/reel/3980741358884919/,1,0,Videos,,,,,Lifetime,1191,617,55,50,4,1,36,,36,0,7291.817,7.986,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Soft girl vibes lang 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Soft girl vibes lang 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/5/2026 2:01,N/A,https://www.facebook.com/reel/2665778017128713/,1,0,Videos,,,,,Lifetime,688,278,48,43,4,1,14,,14,0,4642.179,8.364,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Let’s take it slowly 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Let’s take it slowly 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/4/2026 19:00,N/A,https://www.facebook.com/reel/1691724915125863/,1,0,Videos,,,,,Lifetime,1054,592,62,52,8,2,41,,41,0,5709.455,6.724,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Bagay ba tayo? 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Bagay ba tayo? 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/4/2026 2:31,N/A,https://www.facebook.com/reel/852529014448826/,0,0,Videos,,,,,Lifetime,1914,1175,95,86,6,3,39,,39,0,12710.062,8.069,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Baby come over 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Baby come over 🫦

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/3/2026 21:20,N/A,https://www.facebook.com/reel/1802309527122874/,0,0,Videos,,,,,Lifetime,685,308,62,50,10,2,26,,26,0,3752.417,6.885,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"Comment 🤍 kung napanood moto

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Comment 🤍 kung napanood moto

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",13,2/3/2026 3:16,N/A,https://www.facebook.com/reel/1548386326395651/,0,0,Videos,,,,,Lifetime,1681,414,115,98,11,6,81,,81,0,9969.807,8.492,0,0,0,,,
1.22188E+17,6.15615E+13,JUANKada Host Ikay,"I wanna… LOVE YOU! 😋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","I wanna… LOVE YOU! 😋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",18,2/2/2026 3:42,N/A,https://www.facebook.com/reel/894506406528525/,0,0,Videos,,,,,Lifetime,1100,398,90,80,6,4,36,,36,0,6382.092,7.464,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"I got you, babe 💋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","I got you, babe 💋

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,2/1/2026 3:07,N/A,https://www.facebook.com/reel/2137974016608757/,0,0,Videos,,,,,Lifetime,1023,457,79,73,4,2,27,,27,0,6333.04,7.799,0,0,0,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,❤️,,0,1/31/2026 22:43,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02nvGJW6f1phjArs9UNyYXJzZgKY7Vjc4z2wAGBEQm7Zr4owbtztw1giugMGntXfGBl,0,1,Photos,,,,,Lifetime,333,153,7,7,0,0,8,5,3,0,,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,JUANKada Host Ikay updated their cover photo.,,0,1/31/2026 22:41,N/A,https://www.facebook.com/photo.php?fbid=122187456146383179&set=a.122140909430383179&type=3,0,0,Photos,,,,,Lifetime,1,1,14,12,2,0,0,,,0,,,,,,,,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,Lets continue the goodvibes kikays.❤️,,0,1/31/2026 22:38,N/A,https://www.facebook.com/photo.php?fbid=122187455960383179&set=a.122102184470383179&type=3,0,0,Photos,,,,,Lifetime,302,153,16,15,1,0,10,1,9,0,,,,,,,,
1.22116E+17,6.15856E+13,JuanKada Star,"Mare, balita ko maganda at masaya daw sa Color Game Live ng Juan365? 🤨

Pano mo malalaman kung ‘di mo susubukan? Join na LIVE sa Color Game! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #highlights #followers",,0,2/23/2026 20:00,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid028adxep8w8ZrXgvE9rX95Pgsrr6npS49CPKdjcB9YEWjRG33AFQhzGadC1JjsTwtNl,0,0,Photos,,,,,Lifetime,370,155,23,13,5,5,50,30,20,0,,,,,,,,
1.22116E+17,6.15856E+13,JuanKada Star,"Salamat muli sa nakikulit, nakisaya at naglaro kasama ang team night shift. 🫶🫰 Abangan muli kami mamayang 10pm-5am ✨️",,0,2/23/2026 13:17,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0ozdBZ3WVMa9cJEb7k7qQKhixEH26vMsFE2UMUjyomSMvHCt6roUxvi5MmBPqxFPCl,0,1,Text,,,,,Lifetime,65,56,10,7,3,0,20,,20,0,,,,,,,,
1.22116E+17,6.15856E+13,JuanKada Star,BTS 📹,"Pili na ng kulay, baka ito na ang lucky mo tonight! 💛💚 💙🩷❤️🤍

Join the live now! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #highlights #fbreels",25,2/23/2026 5:00,N/A,https://www.facebook.com/reel/1472615447701154/,1,0,Videos,,,,,Lifetime,1107,79,17,11,2,4,4,,4,0,601.854,1.966,0,0,0,,,
1.22116E+17,6.15856E+13,JuanKada Star,🏌️‍♀️⛳️,"Ay parang ibang golf yata ‘to? 🤣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #highlights #fbreelsvideo",10,2/23/2026 3:00,N/A,https://www.facebook.com/reel/1224823909764521/,1,0,Videos,,,,,Lifetime,1331,203,20,12,2,6,12,,12,0,1642.013,3.8,0,0,0,,,
1.22116E+17,6.15856E+13,JuanKada Star,"Golfer yan sha! 😍⛳️ 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,2/22/2026 20:36,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0hXNwfusyKL7hDCu418T7ZNzwJCsRQSTg2pkjDop7c6gsygq62co67tqs7r2q3n8Gl,0,0,Photos,,,,,Lifetime,367,189,26,16,6,4,22,10,12,0,,,,,,,,
1.22116E+17,6.15856E+13,JuanKada Star,,,0,2/22/2026 9:47,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02XmT75EJbEZKrXHbZSF9gDNiy2FvZhkyH8uwHBx6o5PLw38QwRb2mA53pVbHYkdUUl,0,1,Text,,,,,Lifetime,27,33,7,6,1,0,2,,2,0,,,,,,,,
1.22116E+17,6.15856E+13,JuanKada Star,Paldo talaga kasama ang team night shift 🤑😍❤️,,0,2/22/2026 9:45,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02ohNM33135eNbowb5vA55tQuj2ESnwHM8dK3ENGjhGGhBpAdwDivmBDXCCkufUzv3l,0,1,Photos,,,,,Lifetime,123,55,6,6,0,0,12,10,2,0,,,,,,,,
