Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Negative feedback from users: Hide all,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Matched Audience Targeting Consumption (Video Click)
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni Juankada Lance sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni @[61584243275518:2048:Juankada Lance] sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",15,1/1/2026 20:14,N/A,https://www.facebook.com/reel/856971900558109/,0,0,Videos,,,,,Lifetime,3033,1148,57,53,1,3,53,,53,,,21192.42,9.435,0,0,0,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"Kapag naririnig niyo 'to nasa kabilang banda kami ng hinahanap niyo 🎶😜

Drop a “🧡” kung napahataw ka rin nung nakita mo ’to!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Kapag naririnig niyo 'to nasa kabilang banda kami ng hinahanap niyo 🎶😜

Drop a “🧡” kung napahataw ka rin nung nakita mo ’to!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/22/2026 3:02,N/A,https://www.facebook.com/reel/2272510593232016/,0,0,Videos,,,,,Lifetime,817,317,55,46,7,2,33,,33,,,5313.602,9.193,0,0,0,
1.22187E+17,6.15615E+13,JUANKada Host Ikay,"On Thursdays, we wear white! Fresh look, fresh vibes 🤍✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabie",,0,1/21/2026 21:30,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02BqszUTJqDNH5vo8xskP36n7BMSycgFZ5ztGfHT37cFkdePHCUWDSLPgG2V5A9faml,0,0,Photos,,,,,Lifetime,604,234,38,27,10,1,64,39,25,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Hataw kung hataw! Sabayan niyo ‘ko, Kikays! 

Kung ready kayo sa saya, alam niyo na… watch and support niyo ako sa Color Game! 💯🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Hataw kung hataw! Sabayan niyo ‘ko, Kikays! 

Kung ready kayo sa saya, alam niyo na… watch and support niyo ako sa Color Game! 💯🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/21/2026 2:50,N/A,https://www.facebook.com/reel/746824325163140/,0,0,Videos,,,,,Lifetime,3258,1582,170,141,22,7,475,,475,,,24014.875,12.271,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"It’s giving Wednesday vibes 🌤️

Kamusta, Kikays? Surviving the week so far? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/20/2026 20:42,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0P1w8wYSjRyWT4g7ZANDyuN6JqWBm4mqouQWd9RcCYitWzFUFrcHn9bq7NcJGJQsNl,0,0,Photos,,,,,Lifetime,1948,746,72,59,10,3,142,81,61,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Ikaw na lang ang katabi 🎶💕

Heart this if gusto niyo rin akong katabi, Kikays 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ikaw na lang ang katabi 🎶💕

Heart this if gusto niyo rin akong katabi, Kikays 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/20/2026 2:50,uploaded,https://www.facebook.com/reel/920087397343191/,1,0,Videos,,,,,Lifetime,2797,596,151,118,27,6,135,,135,,,21527.65,12.753,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Blue never looked this sexy! 💙

Nanonood ka ba ng Color Game palagi? If yes, drop a 💙 and stay tuned lagi! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/19/2026 20:12,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0U4BRKt7dkHvm1bRWKXz2jGzntc1SGMmTTbL9sv7YBJsBttz7rWuJRjxeTQDF7E6Ql,0,0,Photos,,,,,Lifetime,2996,1107,89,62,18,9,359,216,143,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Maki-dance muna with me, Kikays! 

Start your week right with confidence, consistency, and the mindset to win! 💪

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Maki-dance muna with me, Kikays! 

Start your week right with confidence, consistency, and the mindset to win! 💪

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",14,1/19/2026 2:20,N/A,https://www.facebook.com/reel/4178504942401185/,0,0,Videos,,,,,Lifetime,2462,940,134,113,19,2,93,,93,,,16114.157,9.484,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Gawin nating fun at makulay ang gabi niyo! 🥰🌸
Seeyou later again 10pm-5am

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/18/2026 19:51,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid027sZDaGDF84Nocv5D8r98Fyo4sdB9kj2Fy2pisLQjer8bxS3WgSNHnHXAYPpBJChel,0,0,Photos,,,,,Lifetime,2704,1100,97,77,16,4,214,160,54,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Impossibleng hindi niyo alam ‘tong sikat na dance craze na ‘to 10 years ago 😱🥰

Pusuan niyo nga ‘to kung alam niyo rin ‘to 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Impossibleng hindi niyo alam ‘tong sikat na dance craze na ‘to 10 years ago 😱🥰

Pusuan niyo nga ‘to kung alam niyo rin ‘to 🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/18/2026 2:55,N/A,https://www.facebook.com/reel/846009598263652/,0,0,Videos,,,,,Lifetime,2230,743,130,103,21,6,144,,144,,,14397.154,8.821,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Kikays! Kung hanap niyo ay saya at excitement, nasa Color Game na lahat yan! 🥳

Panoorin ako palagi LIVE at maki-kulay na sa kasiyahan! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/17/2026 21:05,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0RpmQhikhdXAR5gBQanxRLnXZ9wRD1fFoAt9j7nybGBxDA1CChNNaf9LANiffFA3Sl,0,0,Photos,,,,,Lifetime,3577,1402,94,72,15,7,350,231,119,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Mahal niyo naman ako diba, Kikays? 🥰

If yes, samahan niyo ako palagi sa Color Game! Your love + support means everything 🥹🩷
 
#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Mahal niyo naman ako diba, Kikays? 🥰

If yes, samahan niyo ako palagi sa Color Game! Your love + support means everything 🥹🩷
 
#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",8,1/17/2026 2:56,mixed,https://www.facebook.com/reel/2341608916354732/,0,0,Videos,,,,,Lifetime,796,402,45,30,13,2,37,,37,,,3186.52,6.092,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Just come be the man I need 🎶

Don’t be shy Kikays, heart this post if you also know your worth 🌸🩷

SEEYOU AGAIN LATER 10pm-5am

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Just come be the man I need 🎶

Don’t be shy Kikays, heart this post if you also know your worth 🌸🩷

SEEYOU AGAIN LATER 10pm-5am

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",25,1/16/2026 20:00,N/A,https://www.facebook.com/reel/1376967053676452/,1,0,Videos,,,,,Lifetime,1248,473,86,70,11,5,55,,55,,,9670.766,9.898,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"My big guy sa likod 👀🏍️ TARA MAMAYA COLOR GAME 10pm-5am 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","My big guy sa likod 👀🏍️ TARA MAMAYA COLOR GAME 10pm-5am 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/15/2026 20:41,N/A,https://www.facebook.com/reel/1196608699324022/,0,0,Videos,,,,,Lifetime,3536,1311,148,127,16,5,164,,164,,,27352.193,11.536,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Time to unwind 🏍️✨

Pahinga muna, breathe in, let go ng stress sa bawat takbo.

Kayo ba, paano kayo nagre-relieve ng stress? Comment below!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Time to unwind 🏍️✨

Pahinga muna, breathe in, let go ng stress sa bawat takbo.

Kayo ba, paano kayo nagre-relieve ng stress? Comment below!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",41,1/14/2026 22:21,N/A,https://www.facebook.com/reel/894551869725857/,0,0,Videos,,,,,Lifetime,893,436,59,43,14,2,28,,28,,,6398.177,8.622,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Bigla kong namiss mag-rides 🏍️

Kayo ba Kikays, may nag rirides din ba sa inyo? Kailan last ride niyo? Share niyo naman dito 🌸",,0,1/14/2026 17:57,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02rFL4A4t8EqnJLqpgNj8fCuzKev5PEijv2DLicvzXzzGbzNpN8mGZzCN5Hb2JbhVSl,0,0,Photos,,,,,Lifetime,1981,736,50,45,4,1,165,111,54,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Dressed in black, powered by confidence 🖤

Which look should I rock next, Kikays? Comment below! 👇

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Dressed in black, powered by confidence 🖤

Which look should I rock next, Kikays? Comment below! 👇

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/13/2026 21:40,N/A,https://www.facebook.com/reel/1891182855122516/,0,0,Videos,,,,,Lifetime,1284,624,73,61,9,3,26,,26,,,6022.606,5.852,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"OOTD recap of the week✨

Thank you sa laging pang-subaybay sakin,Kikays! 🌸

Kitakits ulit sa Color Game, 10PM–5AM! See you!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/13/2026 17:19,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02XB2kM3R9ri4dzGyEQ8z8aBHfJ7UTBfgNeYsuSwZFrMZ1BJchk4NoRJoir9bdGUV8l,0,0,Photos,,,,,Lifetime,3415,1273,108,90,12,6,370,247,123,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Just here, doing my thing ✨

Hope this brightens your feed, Kikays! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Just here, doing my thing ✨

Hope this brightens your feed, Kikays! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,1/12/2026 20:21,N/A,https://www.facebook.com/reel/1590438222291331/,0,0,Videos,,,,,Lifetime,2240,760,146,128,13,5,63,,63,,,12976.491,7.637,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Attention, Kikays! 🚨

Color Game na! 🕕 6AM–2PM

Exclusive fun, exciting prizes, at good vibes lang! See you!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/12/2026 17:56,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid037N4uK5tqCACzTz5xa2xK3gLnun34jvuXLyS27QGSa7Xw9Bnh1Z8m2meSPi1BVM8Vl,0,0,Photos,,,,,Lifetime,4013,1567,136,98,19,19,112,35,77,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Drop a “💖” if you’re choosing confidence today, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Drop a “💖” if you’re choosing confidence today, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",24,1/11/2026 22:02,N/A,https://www.facebook.com/reel/1969683400262042/,0,0,Videos,,,,,Lifetime,3479,1157,145,116,23,6,82,,82,,,28711.857,11.224,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"CATCH ME LIVE NOW, Kikays! 

Kasama sina Juankada Charm, Lance & Ellise 🌸

Don’t miss the fun! See you sa live!🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays #JuankadaLance #JuankadaCharm #JuankadaEllise",,0,1/11/2026 18:11,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0xb3LxucZLD8LBmRbVWJqvGt5uknj3fLWsq16HEnAkk9hon8V9gtxKeEFeKTRntjKl,0,0,Photos,,,,,Lifetime,1065,419,39,26,10,3,52,42,10,,,,,,,,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Hindi niyo mapipigil ‘yon… at alam niyo ‘yon, sa akin pa rin kayo uuwi..

Talagang dito lang kayo uuwi sa’kin, Kikays! Sama sama tayo palagi sa Color Game😘🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Hindi niyo mapipigil ‘yon… at alam niyo ‘yon, sa akin pa rin kayo uuwi..

Talagang dito lang kayo uuwi sa’kin, Kikays! Sama sama tayo palagi sa Color Game😘🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/10/2026 21:05,N/A,https://www.facebook.com/reel/4032273647064179/,0,0,Videos,,,,,Lifetime,4073,898,172,149,17,6,100,,100,,,28498.202,10.864,0,0,0,
1.22186E+17,6.15615E+13,JUANKada Host Ikay,"Slayin’ in shades of orange 🍊

Kamusta Kikays? How’s your 2026 so far? 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/10/2026 18:21,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02JEeaXkGnsG8KtE2xGi66p6r24FvndpdhaWKFzoqXVWdAC73mBYMZhWu47oG7rhoyl,0,0,Photos,,,,,Lifetime,3700,1362,64,59,4,1,299,222,77,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Na-LSS na rin ba kayo sa trend na ’to, Kikays? 😆

Hop the trend na rin at ipakita niyo naman yung mga Kikays na saksakan din ng  ganda! 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Na-LSS na rin ba kayo sa trend na ’to, Kikays? 😆

Hop the trend na rin at ipakita niyo naman yung mga Kikays na saksakan din ng  ganda! 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",13,1/9/2026 22:29,mixed,https://www.facebook.com/reel/25348380054804394/,0,0,Videos,,,,,Lifetime,2169,682,80,64,14,2,44,,44,,,9947.699,6.201,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Feeling fierce in maroon 🍷✨

Catch me live, Kikays! Naka-tune in na ba kayo?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/9/2026 20:37,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02i1D1g2HugLarDeDobTxLUJtEga83J165cmQ5SqzXwNPeSUxTpw2Z5Q4nbeZWuDZ1l,0,0,Photos,,,,,Lifetime,2434,1003,35,30,4,1,89,63,26,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,🫶🏻🫶🏻,,0,1/9/2026 2:26,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0ykXsYA3H4cjdkGbrxwLqWJQajtBJ6f2C2Gpycgci3s7zg6SeCBoexENFyFCpkfdLl,0,1,Photos,,,,,Lifetime,618,303,8,6,2,0,14,3,5,6,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikays, make sure maganda ang araw niyo! 😘 Spread love and good vibes! 🌸 Bukas uli 6am-2pm ☺️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikays, make sure maganda ang araw niyo! 😘 Spread love and good vibes! 🌸 Bukas uli 6am-2pm ☺️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",27,1/8/2026 23:07,N/A,https://www.facebook.com/reel/1205261424435257/,0,0,Videos,,,,,Lifetime,2172,689,79,64,10,5,43,,43,,,16692.439,9.372,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikays, Kamusta kayo? 🌸

Join na sa Color Game, pumili ng tamang kulay at ipakita ang inyong Kikay power! 💅💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",,0,1/8/2026 19:49,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid025R9SPz38XeuxuFWx4y3NrcFiiVKGvLFPFd96JLbCjFuHtSA7w1NoFfM5SKHJHcSil,0,0,Photos,,,,,Lifetime,3100,1221,63,47,14,2,264,141,123,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,Juankada Alexchoozy Juankada host Drae,,0,1/8/2026 15:17,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0hWvWzkiSfJYjQ3NjbwW7QCTrTu44mp5Dbf5TWQpBEv1spGTz7KesnSfgRZJ3EauQl,0,1,Photos,,,,,Lifetime,603,287,20,13,6,1,36,21,15,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,🤗,,0,1/7/2026 23:14,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0WM66mHzFje5nvNeB2H8V2mscBWWGh1hHzJxptGMQkixfr8yYr5q27Xkgjt1fMxepl,0,1,Text,,,,,Lifetime,,264,17,13,4,0,16,,16,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",14,1/7/2026 20:51,N/A,https://www.facebook.com/reel/1538065327450829/,0,0,Videos,,,,,Lifetime,1547,533,70,52,16,2,34,,34,,,8886.395,7.673,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",36,1/6/2026 22:35,N/A,https://www.facebook.com/reel/894560389655814/,0,0,Videos,,,,,Lifetime,2890,876,134,118,12,4,107,,107,,,32958.502,14.753,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,1/6/2026 2:55,N/A,https://www.facebook.com/reel/1217464026992525/,0,0,Videos,,,,,Lifetime,1609,561,61,48,9,4,49,,49,,,8570.174,6.79,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Still me, just in different moods ✨

How’s your year so far, Kikays? So far so good? Drop a “💖” if yes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/6/2026 0:13,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0roYizK4uP2Qfh95yUK8JPfjLHaJdNfvA4U56BYC5QFeTc3bUZY4qXZBWMohtUQYql,0,0,Photos,,,,,Lifetime,2174,983,34,31,1,2,121,87,34,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/5/2026 4:15,N/A,https://www.facebook.com/reel/4167437183516019/,0,0,Videos,,,,,Lifetime,2466,837,75,69,2,4,45,,45,,,15284.992,8.338,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Heads up, Kikays! 👀 

Live na ako now until 10PM!

Stay tuned and samahan ako sa saya! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/5/2026 0:21,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02j2qTFSjkjAX6E7xVAqHzaMmhiUa2oCZbsgXWuBbKbknL3K6cq4JW1wvaJ7B3yc58l,0,0,Photos,,,,,Lifetime,2973,1238,68,61,4,3,166,74,92,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/3/2026 23:21,N/A,https://www.facebook.com/reel/862805923201086/,0,0,Videos,,,,,Lifetime,1942,679,91,75,15,1,40,,40,,,10435.378,6.82,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"LIVE na ako, Kikays! 🌸

Watch me NOW para good vibes from afternoon hanggang gabi niyo ✨

Hihintayin ko kayo sa live ha! 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/2/2026 23:44,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02sAqqAcLnysxTcksinvhWxb5Ah5X9fhGMpRhsuJwQZSpKTaLBbaudiLkVnjpk2drol,0,0,Photos,,,,,Lifetime,2676,1001,73,55,13,5,104,28,76,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,JUANKada Host Ikay updated their cover photo.,,0,1/2/2026 18:39,N/A,https://www.facebook.com/photo.php?fbid=122184669344383179&set=a.122140909430383179&type=3,0,0,Photos,,,,,Lifetime,2,1,19,17,1,1,0,,,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,"Star Babies, nasaan na kayo? 👀🔥

Tara na! Live na live ako now sa Color Game!

See you there! 😍

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/1/2026 16:52,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0waitYgauagrYyQLfux1q7QmVp1Tg6oVPoKV7XS5s8t2NjYgH3xn66bGzxUyU6kSCl,0,0,Photos,,,,,Lifetime,1292,538,38,35,0,3,104,53,51,,,,,,,,
1.2211E+17,6.15856E+13,JuanKada Star,"𝐋𝐚𝐭𝐞 𝐡𝐨𝐮𝐫𝐬, 𝐥𝐨𝐮𝐝 𝐨𝐮𝐭𝐟𝐢𝐭 ✨🌙

Night shift OOTD check! with Juankada Zia  and Juankada Evo! Samahan ang Slayable Trio now sa ating LIVE 🤭

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaZia #JuankadaEvo #JuankadaStar #StarBabies",,0,1/22/2026 7:01,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid038NAgxuQw5n4e494iR6zJYuqgEZ7yTAsMBMagY18YSyNNxMMiGzfzje2V8ZpYhixyl,0,0,Photos,,,,,Lifetime,191,86,16,10,1,5,15,11,4,,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,"𝐒𝐡𝐢𝐧𝐞 𝐛𝐫𝐢𝐠𝐡𝐭 𝐥𝐢𝐤𝐞 𝐚 𝐒𝐓𝐀𝐑 🌟

Catch me on LIVE star babiesss~

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/22/2026 2:14,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02dMEswnwvukVQZZyuyd719b1vAhePD51TJXg2LbLZJhbX5tUWmJLuS1MQFD8aLbqCl,0,0,Photos,,,,,Lifetime,416,216,38,26,6,6,26,10,16,,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,Stolen shots 📸,"𝙔𝙤𝙪𝙧 𝙨𝙩𝙖𝙧 𝙡𝙤𝙤𝙠𝙨 𝙨𝙤 𝙥𝙧𝙚𝙩𝙩𝙮...

Pretty in a dangerously charming way. ✨🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypviralシ #reelschallenge #foryouシ",12,1/21/2026 20:00,N/A,https://www.facebook.com/reel/893290313191330/,1,0,Videos,,,,,Lifetime,1276,122,38,30,2,6,5,,5,,,1230.232,2.908,0,0,0,
