post_id,page_id,title,description,post_type,publish_time,permalink,is_crosspost,is_share,duration_sec,created_at,reactions_total,comments_count,shares_count,views_count,reach_count,total_engagement,pes,fetched_at,total_clicks,page_comments,has_page_comment,qes,viral_coefficient,reactions_like,reactions_love,reactions_wow,reactions_haha,reactions_sad,reactions_angry,reactions_care,reactions_pride,video_views,unique_viewers,avg_watch_time,video_retention,video_complete_views,unique_clicks,link_clicks,impressions,unique_impressions,negative_feedback,hide_clicks,report_spam_clicks,ai_analysis,topics,sentiment,key_phrases
122110733025147740,927370847106754,,,Text,2026-01-07T03:32:46+0000,https://www.facebook.com/122109496725147740/posts/122110733025147740,0,0,,2026-01-08 05:17:55,6,0,0,0,0,6,6.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,6,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110781463147740,927370847106754,"Color Game live officially wrapped 🎨🔥
Salamat sa solid energy at support ng lahat Juankada!

Hit follow and see you on the next live 🔔”

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #",,Videos,2026-01-07T11:21:10+0000,https://www.facebook.com/reel/2000697083826381/,0,0,,2026-01-08 05:17:55,14,2,2,0,0,18,24.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1111,14,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110729011147740,927370847106754,"Would you stop scrolling for this beautiful lady?

Drop a ""❤️"" if yes and comment her name if you know her😁

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #KingsAndQueens #ScrollStoppe",,Photos,2026-01-07T02:40:01+0000,https://www.facebook.com/122109496725147740/posts/122110729011147740,0,0,,2026-01-08 05:17:55,5,1,6,0,0,12,25.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.5,5,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110587759147740,927370847106754,"Tara STREET FOOD trip naman mga kings and queens!

comment mo naman favorite mong street food?

Like, share, at follow para sa next adventure! 👊

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts",,Videos,2026-01-06T07:06:14+0000,https://www.facebook.com/reel/3745475328916819/,0,0,,2026-01-08 05:17:55,13,6,5,0,0,24,40.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.2083,13,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110440885147740,927370847106754,"𝐓𝐚𝐦𝐚 𝐤𝐚𝐧𝐚 𝐀𝐥𝐣𝐮𝐫! 𝐀𝐤𝐨 𝐧𝐚𝐦𝐚𝐧! 😁😉 

JuanKanta with Juankada Evo! 🎧🎹🎙

Click Follow for more 🔥

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #VibesOnly #JuankadaEvo  #ReelsPH #musiclover ",,Videos,2026-01-05T13:52:14+0000,https://www.facebook.com/reel/1419599376175274/,0,0,,2026-01-08 05:17:55,17,3,1,0,0,21,26.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0476,17,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110550445147740,927370847106754,"Kings and queens, the lucky day is yours! 🔥
LIVE na ang Color Game — energy, prizes, at vibes na hindi mo pwedeng palampasin! Join now! 😎

React ""❤️"" to manifest your lucky day

Come and play with me ",,Photos,2026-01-06T01:41:34+0000,https://www.facebook.com/122109496725147740/posts/122110550445147740,0,0,,2026-01-08 05:17:55,10,1,2,0,0,13,18.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1538,10,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110014897147740,927370847106754,"LIVE DONE, ENERGY STILL ON 🔥
Shoutout to everyone who played and stayed till the end — you made the live even better 🙌, Catch you on the next Color Game LIVE 😎

If you felt the thrill, hit that follow",,Photos,2026-01-03T05:10:15+0000,https://www.facebook.com/122109496725147740/posts/122110014897147740,0,0,,2026-01-08 05:17:55,14,11,5,347,122,30,57.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1429,18,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110187247147740,927370847106754,"Nalito ka ba kung sino si James diyan? 😆

React kung kanino ka unang napatingin
❤️ for Juankada Evo | 😄 for James Reid

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #JuankadaEvo #Live",,Photos,2026-01-04T05:26:22+0000,https://www.facebook.com/122109496725147740/posts/122110187247147740,0,0,,2026-01-08 05:17:55,30,8,11,478,175,49,93.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.2069,35,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109924699147740,927370847106754,,,Photos,2026-01-02T17:09:45+0000,https://www.facebook.com/122109496725147740/posts/122109924699147740,0,0,,2026-01-08 05:17:55,8,0,0,147,57,8,8.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,8,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109885615147740,927370847106754,"Halina't maglaro ng ColorGame Live! Hayaan nyong salubungin ang Ikalawang araw ng taon na puno ng swerte at pumaldo kasama si Juankada Evo! 🌈💫

Samahan nyo ang team NightShift mamaya 10pm-5am! With Ju",,Videos,2026-01-02T11:30:31+0000,https://www.facebook.com/reel/1276047304369012/,0,0,,2026-01-08 05:17:55,5,0,1,93,29,6,13.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0909,10,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109687561147740,927370847106754,"Welcome 2026🥳 New year new opportunities!

Sinong kasama mo sa pag salubong ng bagong taon?

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow ",,Videos,2026-01-01T05:39:48+0000,https://www.facebook.com/reel/25717473261226689/,0,0,,2026-01-08 05:17:55,14,0,0,89,57,14,13.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,13,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109493101147740,927370847106754,"Photo shoot day! Capture the pogi pose😎

Hit ""♥️"" for more content like this!

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH ",,Videos,2025-12-31T01:28:57+0000,https://www.facebook.com/reel/1464991398555403/,0,0,,2026-01-08 05:17:55,9,2,0,95,56,11,13.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,9,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109420651147740,927370847106754,"May LIVE ngayon… napanood mo na ba?
Kung hindi pa, ONGOING NA SA JUAN365 App & Website 🚀
⏰ LIVE ‘til 5AM — habol na bago matapos ang saya! 🔥#

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #juan365co",,Photos,2025-12-30T15:21:42+0000,https://www.facebook.com/122109496725147740/posts/122109420651147740,0,0,,2026-01-08 05:17:55,48,7,6,1639,585,61,28.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.2778,13,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109747675147740,927370847106754,"Tara Juankada! Simulan natin ang Taon na puno ng Swerte At Kulay na magbibigay Saya at Buhay! 

Samahan nyo ko ngaun gabi. 10pm-5am! Makisaya at Manalo! Dahil All in Juan sa Saya dito sa Juan365. 

#J",,Photos,2026-01-01T14:14:10+0000,https://www.facebook.com/122109496725147740/posts/122109747675147740,0,0,,2026-01-08 05:17:55,19,0,2,572,246,21,18.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1429,12,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109133101147740,927370847106754,"Mas gumaganda ang araw pag ganito ang kasama 💖😆

Sino gusto mo ma meet sakanila Juankada?

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #artist #Trending",,Videos,2025-12-29T02:42:28+0000,https://www.facebook.com/reel/1650467395917401/,0,0,,2026-01-08 05:17:55,5,2,1,318,85,8,12.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.125,5,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109390177147740,927370847106754,"Preparation for live later nuod ka 😉, lakas mo sakin eh ramdam ko makaka jackpot ka tonight☘️

Share this and mentioned your friends na sswertehin din🔥

Juan365 Studios #Juan365Studios #Juan365 #ALLIN",,Videos,2025-12-30T11:49:47+0000,https://www.facebook.com/reel/26564556873144741/,0,0,,2026-01-08 05:17:55,7,1,1,106,54,9,12.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1111,7,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122108747601147740,927370847106754,"Sneak peak behind the screen, tara Juankada samahan nyo ko sa live every 6am to 2pm.

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #TrendingPH #ViralPH #",,Videos,2025-12-27T02:35:55+0000,https://www.facebook.com/reel/870246635550991/,0,0,,2026-01-08 05:17:55,13,2,12,293,110,27,64.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.5333,12,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122108927265147740,927370847106754,"Hello Love pauwi na ko😘😆

Nakapag Update ka na ba sa Love mo?😂

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #TrendingPH #ViralPH #FBReelsPH",,Videos,2025-12-28T03:05:17+0000,https://www.facebook.com/reel/1538817310673702/,0,0,,2026-01-08 05:17:55,11,1,0,163,68,12,13.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122108305419147740,927370847106754,"Merry Christmas EveryJuan! Come with me behind the camera

Kwentuhan mo naman ako ng nangyari sa araw mo🤔

#fyp #FollowNow #GoodVibesPH #TrendingPH #ViralPH #FBReelsPH 
#Juan365Studios #Juan365 #ALLIN",,Videos,2025-12-25T00:45:37+0000,https://www.facebook.com/reel/808992705440834/,0,0,,2026-01-08 05:17:55,10,1,0,195,87,11,12.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,10,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122107864413147740,927370847106754,"I-tag mo na sila, dahil ang 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞, nasa Juan365 na! Game na, baka ikaw na ang swerte today!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH ",,Photos,2025-12-23T04:55:43+0000,https://www.facebook.com/122109496725147740/posts/122107864413147740,0,0,,2026-01-08 05:17:55,7,0,0,226,70,7,7.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,7,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
1968445354014429,927370847106754,,,Photos,2025-12-21T07:54:45+0000,https://www.facebook.com/122109496725147740/posts/1968445354014429?substory_index=1968445354014429,0,0,,2026-01-08 05:17:55,10,0,0,0,0,10,10.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,10,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122100256515147740,927370847106754,Welcome to JUAN365!,,Photos,2025-12-04T04:20:03+0000,https://www.facebook.com/122109496725147740/posts/122100256515147740,0,0,,2026-01-08 05:17:55,9,0,0,374,133,9,8.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,8,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
1063348949191372,927370847106754,,,Photos,2025-12-04T04:16:53+0000,https://www.facebook.com/122109496725147740/posts/1063348949191372?substory_index=1063348949191372,0,0,,2026-01-08 05:17:55,6,0,0,0,0,6,6.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,6,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122100253773147740,927370847106754,,,Photos,2025-12-04T04:15:15+0000,https://www.facebook.com/122109496725147740/posts/122100253773147740?substory_index=1749884315674229,0,0,,2026-01-08 05:17:55,10,0,1,220,113,11,11.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1111,8,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110853379141115,874628665737433,"Happy monday, don't forget to be awesome🍃✨

What’s your mission this week?

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #highlightseveryonefollowers",,Photos,2026-01-05T02:13:14+0000,https://www.facebook.com/122109747705141115/posts/122110853379141115,0,0,,2026-01-08 05:17:55,5,0,3,135,72,8,40.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.125,28,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122111331447141115,874628665737433,"Dont miss me JOEKADA, mag rest day lang ang inyong PAPA😁

Mark your calendar FRIDAY this WEEK for more fun and kwentuhan!

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365livest",,Photos,2026-01-07T07:06:42+0000,https://www.facebook.com/122109747705141115/posts/122111331447141115,0,0,,2026-01-08 05:17:55,19,9,8,0,0,36,61.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.2222,19,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122111073249141115,874628665737433,"Another day, another live! ✌️

What’s up, mga ka-Joekada! Samahan niyo kami and let’s enjoy the Color Game live on Juan365. You can register on our website or download our app.

Don’t forget to follow",,Photos,2026-01-06T01:52:01+0000,https://www.facebook.com/122109747705141115/posts/122111073249141115,0,0,,2026-01-08 05:17:55,33,7,9,0,0,49,74.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1837,33,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110949295141115,874628665737433,"MUSTAAAAAAARD.............💛

Comment ""Dancing JOE"" if you want to see me dance again🕺

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,Videos,2026-01-05T10:00:48+0000,https://www.facebook.com/reel/1525379068515741/,0,0,,2026-01-08 05:17:55,34,9,7,0,0,50,73.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.14,34,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110910703141115,874628665737433,"Thankyou so much sa pagsama saamin ngayon araw mga ka-Joekada🤗 

Abangan niyo ulit kami bukas sa Juan365 color game live from 6AM to 2PM. You can register on our website or download our app. 

Follow ",,Videos,2026-01-05T07:45:34+0000,https://www.facebook.com/reel/1337159294830930/,0,0,,2026-01-08 05:17:55,25,5,2,0,0,32,41.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0625,25,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110739073141115,874628665737433,"Individually, we're strong, but together, we're unstoppable.💪

Pew! Pew! Pew!🔫

Don’t miss our live tomorrow on https://juan365.com/ from 6AM to 2PM.
To watch us smoothly, just register on our website",,Photos,2026-01-04T11:00:15+0000,https://www.facebook.com/122109747705141115/posts/122110739073141115,0,0,,2026-01-08 05:17:55,26,10,5,622,301,41,51.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1765,23,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110607823141115,874628665737433,"When the trio is all together, the fun never stops😄💖

Tag your trio for the fun and good times👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #GoodVibesOnly #fblifestylechal",,Photos,2026-01-04T00:50:36+0000,https://www.facebook.com/122109747705141115/posts/122110607823141115,0,0,,2026-01-08 05:17:55,15,0,2,446,188,17,13.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0909,10,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110624833141115,874628665737433,"Am I still cute Joekada?🥹

Send this to your bestie and do the trend together 🤍

Tag your bestie and comment your entry🤗

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbree",,Videos,2026-01-04T03:36:53+0000,https://www.facebook.com/reel/847664741388039/,0,0,,2026-01-08 05:17:55,265,9,3,3602,1102,277,172.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0186,153,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110624089141115,874628665737433,,,Photos,2026-01-04T03:31:15+0000,https://www.facebook.com/122109747705141115/posts/122110624089141115,0,0,,2026-01-08 05:17:55,7,0,0,165,59,7,11.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110298325141115,874628665737433,"Thankyou for today mga ka-Joekada!☺️

Abangan niyo ulit kami tomorrow 6AM to 2PM sa ating website or app: https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLI",,Videos,2026-01-03T12:01:20+0000,https://www.facebook.com/reel/1353112906565066/,0,0,,2026-01-08 05:17:55,12,2,2,499,439,16,20.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1333,12,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110258671141115,874628665737433,"Saturday pa lang pero it feels sunday na. Senti-vibes with me🥹

Bakit di na lang??? 
Bakit di na lang nag triple color😂

Comment your senti song👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #Juan",,Videos,2026-01-03T07:20:17+0000,https://www.facebook.com/reel/734854506343472/,0,0,,2026-01-08 05:17:55,16,16,4,2077,117,36,45.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1333,19,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
1179944987644197,874628665737433,,,Photos,2026-01-03T02:41:40+0000,https://www.facebook.com/122109747705141115/posts/1179944987644197?substory_index=1179944987644197,0,0,,2026-01-08 05:17:55,10,0,0,0,0,10,10.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,10,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110227507141115,874628665737433,"Another day, another live! ✌️🔥

What’s up mga ka-Joekada! Samahan niyo kami and let’s enjoy the Color Game live on https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #AL",,Photos,2026-01-03T02:21:42+0000,https://www.facebook.com/122109747705141115/posts/122110227507141115,0,0,,2026-01-08 05:17:55,9,0,2,393,153,11,13.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0909,10,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110063743141115,874628665737433,,,Photos,2026-01-02T00:04:22+0000,https://www.facebook.com/122109747705141115/posts/122110063743141115,0,0,,2026-01-08 05:17:55,5,0,0,157,59,5,5.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122110109829141115,874628665737433,"What’s up mga ka-Joekada! Salamat sa pagsama sa amin sa live sa Juan365. We appreciate your effort and support.☺️💖 

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #Juankad",,Photos,2026-01-02T08:02:35+0000,https://www.facebook.com/122109747705141115/posts/122110109829141115,0,0,,2026-01-08 05:17:55,20,3,3,818,287,26,22.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1176,14,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
122109773511141115,874628665737433,"Fit check😎🔥 
Style is a way to say who you are without having to speak. 

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #juankadahosts #Juan365 #fbreels20",,Videos,2025-12-31T07:02:18+0000,https://www.facebook.com/reel/1270932484869007/,0,0,,2026-01-08 05:17:55,35,15,3,3323,270,53,25.0,2026-01-08T13:17:55.746626,0,0,0,0.0,0.1765,12,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,,0,0,,,0.0,
